Date,X,Y,Z,EpochDate
Sun Nov 26 19:24:23 EST 2017,0.0,0.0,0.0,1511742263477
Sun Nov 26 19:24:23 EST 2017,0.017104227,0.058643065,-0.002443461,1511742263632
Sun Nov 26 19:24:23 EST 2017,0.0061086523,0.058643065,-0.021991149,1511742263642
Sun Nov 26 19:24:23 EST 2017,-0.0061086523,0.010995574,-0.036651913,1511742263652
Sun Nov 26 19:24:23 EST 2017,0.02321288,0.040317107,-0.004886922,1511742263662
Sun Nov 26 19:24:23 EST 2017,0.030543262,0.035430185,-0.02076942,1511742263672
Sun Nov 26 19:24:23 EST 2017,-0.014660766,-0.047647487,-0.030543262,1511742263682
Sun Nov 26 19:24:23 EST 2017,0.036651913,-0.02321288,0.0061086523,1511742263692
Sun Nov 26 19:24:23 EST 2017,0.008552114,0.02321288,-0.02687807,1511742263702
Sun Nov 26 19:24:23 EST 2017,-0.008552114,0.002443461,-0.029321533,1511742263712
Sun Nov 26 19:24:23 EST 2017,0.04520403,0.018325957,0.009773844,1511742263722
Sun Nov 26 19:24:23 EST 2017,-0.02443461,0.035430185,-0.04642576,1511742263732
Sun Nov 26 19:24:23 EST 2017,0.019547688,-0.010995574,-0.013439035,1511742263742
Sun Nov 26 19:24:23 EST 2017,0.02687807,-0.008552114,-0.0036651916,1511742263753
Sun Nov 26 19:24:23 EST 2017,-0.03176499,-0.0036651916,-0.04642576,1511742263762
Sun Nov 26 19:24:23 EST 2017,0.04153884,0.012217305,-0.0061086523,1511742263772
Sun Nov 26 19:24:23 EST 2017,0.02687807,0.056199603,0.007330383,1511742263783
Sun Nov 26 19:24:23 EST 2017,-0.02443461,0.0036651916,-0.061086524,1511742263792
Sun Nov 26 19:24:23 EST 2017,0.035430185,0.0012217305,0.012217305,1511742263802
Sun Nov 26 19:24:23 EST 2017,0.015882496,0.037873644,-0.02321288,1511742263812
Sun Nov 26 19:24:23 EST 2017,-0.02076942,-0.032986723,-0.036651913,1511742263822
Sun Nov 26 19:24:23 EST 2017,0.008552114,0.035430185,-0.013439035,1511742263832
Sun Nov 26 19:24:23 EST 2017,0.02687807,0.052534413,-0.02321288,1511742263843
Sun Nov 26 19:24:23 EST 2017,-0.019547688,-0.040317107,-0.03176499,1511742263852
Sun Nov 26 19:24:23 EST 2017,0.035430185,0.05009095,-0.008552114,1511742263862
Sun Nov 26 19:24:23 EST 2017,0.014660766,0.030543262,-0.0036651916,1511742263872
Sun Nov 26 19:24:23 EST 2017,0.02687807,-0.047647487,0.0061086523,1511742263892
