Date,X,Y,Z,EpochDate
Sun Nov 26 15:17:39 EST 2017,0.47769663,0.47769663,0.47769663,1511727459620
Sun Nov 26 15:17:39 EST 2017,-0.0012217305,-0.037873644,-0.035430185,1511727459772
Sun Nov 26 15:17:39 EST 2017,0.02321288,-0.037873644,-0.007330383,1511727459781
Sun Nov 26 15:17:39 EST 2017,0.02321288,-0.013439035,-0.0061086523,1511727459792
Sun Nov 26 15:17:39 EST 2017,-0.013439035,-0.004886922,-0.03176499,1511727459802
Sun Nov 26 15:17:39 EST 2017,0.02565634,0.002443461,-0.0036651916,1511727459811
Sun Nov 26 15:17:39 EST 2017,0.014660766,0.061086524,-0.0036651916,1511727459822
Sun Nov 26 15:17:39 EST 2017,-0.008552114,0.043982297,-0.028099801,1511727459832
Sun Nov 26 15:17:39 EST 2017,0.032986723,0.008552114,0.0,1511727459841
Sun Nov 26 15:17:39 EST 2017,0.037873644,0.035430185,-0.002443461,1511727459852
Sun Nov 26 15:17:39 EST 2017,-0.014660766,-0.021991149,-0.02443461,1511727459861
Sun Nov 26 15:17:39 EST 2017,0.02321288,-0.013439035,-0.002443461,1511727459871
Sun Nov 26 15:17:39 EST 2017,-0.0012217305,0.035430185,-0.014660766,1511727459882
Sun Nov 26 15:17:39 EST 2017,-0.014660766,0.028099801,-0.032986723,1511727459892
Sun Nov 26 15:17:39 EST 2017,0.04642576,0.036651913,-0.0036651916,1511727459901
Sun Nov 26 15:17:39 EST 2017,-0.002443461,0.062308256,-0.037873644,1511727459912
Sun Nov 26 15:17:39 EST 2017,0.02565634,0.010995574,-0.018325957,1511727459921
Sun Nov 26 15:17:39 EST 2017,0.035430185,-0.010995574,0.0,1511727459932
Sun Nov 26 15:17:39 EST 2017,0.015882496,0.0061086523,-0.010995574,1511727459942
Sun Nov 26 15:17:39 EST 2017,0.0036651916,0.008552114,-0.021991149,1511727459951
Sun Nov 26 15:17:39 EST 2017,0.02565634,0.019547688,-0.019547688,1511727459961
Sun Nov 26 15:17:39 EST 2017,0.02076942,0.05009095,-0.017104227,1511727459972
Sun Nov 26 15:17:39 EST 2017,0.0012217305,0.036651913,-0.02321288,1511727459981
Sun Nov 26 15:17:39 EST 2017,0.018325957,0.009773844,-0.012217305,1511727459991
Sun Nov 26 15:17:40 EST 2017,-0.0012217305,0.007330383,-0.004886922,1511727460001
Sun Nov 26 15:17:40 EST 2017,-0.017104227,-0.018325957,-0.021991149,1511727460011
Sun Nov 26 15:17:40 EST 2017,-0.018325957,0.012217305,-0.02321288,1511727460032
Sun Nov 26 15:17:40 EST 2017,0.008552114,0.015882496,-0.028099801,1511727460042
Sun Nov 26 15:17:40 EST 2017,0.04153884,0.021991149,0.002443461,1511727460051
Sun Nov 26 15:17:40 EST 2017,0.018325957,0.012217305,-0.012217305,1511727460061
Sun Nov 26 15:17:40 EST 2017,0.012217305,0.0036651916,-0.021991149,1511727460072
Sun Nov 26 15:17:40 EST 2017,0.034208454,0.010995574,0.004886922,1511727460081
Sun Nov 26 15:17:40 EST 2017,-0.004886922,0.030543262,-0.015882496,1511727460092
Sun Nov 26 15:17:40 EST 2017,0.004886922,0.02076942,-0.012217305,1511727460101
Sun Nov 26 15:17:40 EST 2017,0.021991149,0.019547688,-0.02321288,1511727460111
Sun Nov 26 15:17:40 EST 2017,0.02443461,0.009773844,-0.013439035,1511727460124
Sun Nov 26 15:17:40 EST 2017,0.008552114,0.010995574,-0.019547688,1511727460131
Sun Nov 26 15:17:40 EST 2017,0.02687807,0.002443461,0.0,1511727460143
Sun Nov 26 15:17:40 EST 2017,0.012217305,-0.0061086523,-0.004886922,1511727460151
Sun Nov 26 15:17:40 EST 2017,-0.010995574,-0.002443461,-0.017104227,1511727460162
Sun Nov 26 15:17:40 EST 2017,0.040317107,0.02443461,0.0036651916,1511727460172
Sun Nov 26 15:17:40 EST 2017,0.0012217305,0.04153884,-0.014660766,1511727460181
Sun Nov 26 15:17:40 EST 2017,0.010995574,-0.004886922,-0.018325957,1511727460193
Sun Nov 26 15:17:40 EST 2017,0.012217305,0.0012217305,0.0061086523,1511727460202
Sun Nov 26 15:17:40 EST 2017,0.010995574,0.012217305,-0.02443461,1511727460212
Sun Nov 26 15:17:40 EST 2017,0.002443461,-0.012217305,-0.019547688,1511727460222
Sun Nov 26 15:17:40 EST 2017,0.02443461,-0.002443461,-0.009773844,1511727460232
Sun Nov 26 15:17:40 EST 2017,-0.009773844,0.019547688,-0.02687807,1511727460243
Sun Nov 26 15:17:40 EST 2017,0.007330383,0.014660766,-0.010995574,1511727460252
Sun Nov 26 15:17:40 EST 2017,0.028099801,0.0036651916,-0.0012217305,1511727460262
Sun Nov 26 15:17:40 EST 2017,0.0,0.02076942,-0.029321533,1511727460271
Sun Nov 26 15:17:40 EST 2017,0.018325957,0.0036651916,-0.007330383,1511727460282
Sun Nov 26 15:17:40 EST 2017,0.0061086523,-0.008552114,-0.013439035,1511727460292
Sun Nov 26 15:17:40 EST 2017,0.019547688,0.009773844,0.0,1511727460301
Sun Nov 26 15:17:40 EST 2017,-0.004886922,0.017104227,-0.028099801,1511727460311
Sun Nov 26 15:17:40 EST 2017,0.012217305,-0.0061086523,-0.017104227,1511727460322
Sun Nov 26 15:17:40 EST 2017,0.018325957,0.030543262,-0.02565634,1511727460331
Sun Nov 26 15:17:40 EST 2017,0.0061086523,0.013439035,-0.004886922,1511727460342
Sun Nov 26 15:17:40 EST 2017,0.047647487,-0.04153884,0.004886922,1511727460351
Sun Nov 26 15:17:40 EST 2017,0.017104227,0.03176499,0.0012217305,1511727460362
