statusId | label
5|Drive
statusId|sensorName|value|timestamp
5|R3GD20 Gyroscope sensor|[-0.002443461,-0.002443461,-0.002443461]|1511456741220
5|BOSCH BMA250 3-axis Accelerometer|[8.121132,1.3024458,3.715801]|1511456741262
5|BOSCH BMA250 3-axis Accelerometer|[9.078813,0.9959879,3.4093432]|1511456741282
5|BOSCH BMA250 3-axis Accelerometer|[8.159439,1.3790601,4.175488]|1511456741292
5|BOSCH BMA250 3-axis Accelerometer|[9.193734,0.9959879,4.2521024]|1511456741313
5|BOSCH BMA250 3-axis Accelerometer|[8.236053,1.3790601,4.098873]|1511456741332
5|BOSCH BMA250 3-axis Accelerometer|[9.002198,0.9576807,3.5242648]|1511456741343
5|GPS|{"mProvider":"fused","mResults":[0.0,0.0],"mAccuracy":101.563,"mAltitude":0.0,"mElapsedRealtimeNanos":68792112000000,"mLat1":0.0,"mLat2":0.0,"mLatitude":36.7731981,"mLon1":0.0,"mLon2":0.0,"mLongitude":-76.0439608,"mTime":1511456730544,"mBearing":0.0,"mDistance":0.0,"mHasAccuracy":true,"mHasAltitude":false,"mHasBearing":false,"mHasSpeed":false,"mInitialBearing":0.0,"mIsFromMockProvider":false,"mSpeed":0.0}|1511438570829
5|BOSCH BMA250 3-axis Accelerometer|[8.197746,1.3790601,3.8307228]|1511456741362
5|BOSCH BMA250 3-axis Accelerometer|[9.078813,0.9959879,4.060566]|1511456741373
5|R3GD20 Gyroscope sensor|[0.007330383,0.017104227,-0.002443461]|1511456741373
5|R3GD20 Gyroscope sensor|[-0.017104227,0.017104227,-0.013439035]|1511456741383
5|BOSCH BMA250 3-axis Accelerometer|[8.312668,1.3790601,4.2521024]|1511456741392
5|R3GD20 Gyroscope sensor|[-0.0036651916,0.034208454,-0.018325957]|1511456741393
5|BOSCH BMA250 3-axis Accelerometer|[9.11712,0.9959879,3.7924154]|1511456741402
5|R3GD20 Gyroscope sensor|[0.02565634,0.0720821,-0.014660766]|1511456741403
5|R3GD20 Gyroscope sensor|[-0.012217305,0.064751714,-0.021991149]|1511456741412
5|BOSCH BMA250 3-axis Accelerometer|[8.274361,1.2641385,3.7924154]|1511456741423
5|R3GD20 Gyroscope sensor|[0.012217305,-0.02687807,-0.021991149]|1511456741423
5|BOSCH BMA250 3-axis Accelerometer|[9.002198,1.0342951,3.86903]|1511456741433
5|R3GD20 Gyroscope sensor|[0.0061086523,0.0,-0.009773844]|1511456741434
5|R3GD20 Gyroscope sensor|[0.002443461,-0.008552114,-0.02443461]|1511456741442
5|BOSCH BMA250 3-axis Accelerometer|[8.465898,1.3790601,4.175488]|1511456741460
5|R3GD20 Gyroscope sensor|[0.012217305,-0.019547688,-0.017104227]|1511456741462
5|BOSCH BMA250 3-axis Accelerometer|[8.925584,0.9959879,4.060566]|1511456741463
5|R3GD20 Gyroscope sensor|[-0.02687807,0.058643065,-0.02076942]|1511456741478
5|BOSCH BMA250 3-axis Accelerometer|[8.542512,1.3024458,3.86903]|1511456741482
5|R3GD20 Gyroscope sensor|[-0.0036651916,-0.021991149,-0.021991149]|1511456741482
5|R3GD20 Gyroscope sensor|[0.02687807,0.0061086523,-0.018325957]|1511456741493
5|BOSCH BMA250 3-axis Accelerometer|[8.810662,1.0342951,3.86903]|1511456741502
5|R3GD20 Gyroscope sensor|[-0.004886922,0.010995574,-0.019547688]|1511456741503
5|R3GD20 Gyroscope sensor|[0.010995574,-0.02687807,-0.02443461]|1511456741512
5|BOSCH BMA250 3-axis Accelerometer|[8.580819,1.3790601,4.0222588]|1511456741513
5|R3GD20 Gyroscope sensor|[0.02687807,0.013439035,-0.018325957]|1511456741522
5|BOSCH BMA250 3-axis Accelerometer|[8.695741,1.0342951,4.1371803]|1511456741533
5|R3GD20 Gyroscope sensor|[0.0,0.062308256,-0.02687807]|1511456741532
5|BOSCH BMA250 3-axis Accelerometer|[8.695741,1.340753,3.9456444]|1511456741542
5|R3GD20 Gyroscope sensor|[-0.02565634,0.009773844,-0.02076942]|1511456741543
5|R3GD20 Gyroscope sensor|[0.037873644,0.040317107,-0.0036651916]|1511456741553
5|BOSCH BMA250 3-axis Accelerometer|[8.465898,1.0726024,3.9073372]|1511456741563
5|R3GD20 Gyroscope sensor|[-0.015882496,0.058643065,-0.017104227]|1511456741564
5|BOSCH BMA250 3-axis Accelerometer|[8.772355,1.2641385,3.86903]|1511456741572
5|R3GD20 Gyroscope sensor|[0.02321288,-0.034208454,-0.013439035]|1511456741573
5|R3GD20 Gyroscope sensor|[0.030543262,0.0012217305,-0.021991149]|1511456741582
5|BOSCH BMA250 3-axis Accelerometer|[8.42759,1.1109096,4.098873]|1511456741592
5|R3GD20 Gyroscope sensor|[-0.0061086523,0.034208454,-0.019547688]|1511456741592
5|R3GD20 Gyroscope sensor|[-0.0036651916,0.0061086523,-0.029321533]|1511456741602
5|BOSCH BMA250 3-axis Accelerometer|[8.887277,1.3024458,3.9456444]|1511456741612
5|R3GD20 Gyroscope sensor|[0.009773844,0.036651913,-0.0012217305]|1511456741612
5|BOSCH BMA250 3-axis Accelerometer|[8.389283,1.1109096,3.9839516]|1511456741623
5|R3GD20 Gyroscope sensor|[0.010995574,0.05131268,-0.009773844]|1511456741622
5|R3GD20 Gyroscope sensor|[-0.028099801,0.008552114,-0.029321533]|1511456741633
5|BOSCH BMA250 3-axis Accelerometer|[8.925584,1.2641385,3.7924154]|1511456741642
5|R3GD20 Gyroscope sensor|[0.02321288,-0.0012217305,-0.010995574]|1511456741643
5|BOSCH BMA250 3-axis Accelerometer|[8.312668,1.2258313,4.060566]|1511456741652
5|R3GD20 Gyroscope sensor|[-0.0036651916,0.021991149,-0.028099801]|1511456741653
5|R3GD20 Gyroscope sensor|[-0.002443461,-0.0061086523,-0.009773844]|1511456741662
5|BOSCH BMA250 3-axis Accelerometer|[9.078813,1.1492168,3.9456444]|1511456741674
5|R3GD20 Gyroscope sensor|[0.04520403,0.019547688,0.0036651916]|1511456741673
5|BOSCH BMA250 3-axis Accelerometer|[8.236053,1.2641385,4.060566]|1511456741682
5|R3GD20 Gyroscope sensor|[-0.029321533,0.05009095,-0.030543262]|1511456741683
5|R3GD20 Gyroscope sensor|[0.002443461,0.004886922,-0.017104227]|1511456741692
5|BOSCH BMA250 3-axis Accelerometer|[9.193734,1.0726024,3.7541082]|1511456741703
5|R3GD20 Gyroscope sensor|[0.02687807,0.010995574,0.019547688]|1511456741703
5|BOSCH BMA250 3-axis Accelerometer|[8.121132,1.3790601,4.060566]|1511456741713
5|R3GD20 Gyroscope sensor|[-0.013439035,0.02321288,-0.03176499]|1511456741713
5|R3GD20 Gyroscope sensor|[-0.0036651916,-0.008552114,-0.007330383]|1511456741723
5|BOSCH BMA250 3-axis Accelerometer|[9.308656,0.9959879,3.9073372]|1511456741732
5|R3GD20 Gyroscope sensor|[0.032986723,0.014660766,-0.004886922]|1511456741733
5|R3GD20 Gyroscope sensor|[-0.008552114,0.05131268,-0.029321533]|1511456741743
5|BOSCH BMA250 3-axis Accelerometer|[8.121132,1.3790601,4.098873]|1511456741753
5|R3GD20 Gyroscope sensor|[-0.0061086523,0.019547688,-0.018325957]|1511456741753
5|BOSCH BMA250 3-axis Accelerometer|[9.270349,0.91937345,3.7924154]|1511456741762
5|R3GD20 Gyroscope sensor|[0.04153884,0.032986723,-0.004886922]|1511456741762
