Date,X,Y,Z,EpochDate
Sun Nov 26 19:31:32 EST 2017,0.034208454,0.034208454,0.034208454,1511742692718
Sun Nov 26 19:31:32 EST 2017,-0.0012217305,0.096516706,-0.014660766,1511742692871
Sun Nov 26 19:31:32 EST 2017,0.028099801,0.096516706,0.0061086523,1511742692882
Sun Nov 26 19:31:32 EST 2017,-0.013439035,0.06719518,-0.021991149,1511742692892
Sun Nov 26 19:31:32 EST 2017,0.019547688,0.032986723,-0.009773844,1511742692902
Sun Nov 26 19:31:32 EST 2017,0.04642576,0.028099801,-0.009773844,1511742692912
Sun Nov 26 19:31:32 EST 2017,-0.008552114,-0.0720821,-0.02321288,1511742692922
Sun Nov 26 19:31:32 EST 2017,0.019547688,-0.040317107,-0.008552114,1511742692932
Sun Nov 26 19:31:32 EST 2017,0.019547688,0.029321533,-0.010995574,1511742692942
Sun Nov 26 19:31:32 EST 2017,-0.010995574,0.035430185,-0.04153884,1511742692952
Sun Nov 26 19:31:32 EST 2017,0.008552114,0.028099801,-0.015882496,1511742692963
Sun Nov 26 19:31:32 EST 2017,0.029321533,0.05009095,0.007330383,1511742692972
Sun Nov 26 19:31:32 EST 2017,-0.0036651916,-0.009773844,-0.029321533,1511742692983
Sun Nov 26 19:31:32 EST 2017,0.02443461,-0.05375614,-0.008552114,1511742692993
Sun Nov 26 19:31:33 EST 2017,0.037873644,0.02321288,0.0036651916,1511742693002
Sun Nov 26 19:31:33 EST 2017,-0.015882496,-0.009773844,-0.034208454,1511742693012
Sun Nov 26 19:31:33 EST 2017,0.010995574,0.004886922,-0.002443461,1511742693022
Sun Nov 26 19:31:33 EST 2017,0.019547688,0.07574729,-0.010995574,1511742693032
Sun Nov 26 19:31:33 EST 2017,0.0,0.02076942,-0.02443461,1511742693042
Sun Nov 26 19:31:33 EST 2017,0.0,0.004886922,-0.02076942,1511742693052
Sun Nov 26 19:31:33 EST 2017,0.036651913,0.021991149,-0.014660766,1511742693062
Sun Nov 26 19:31:33 EST 2017,-0.013439035,-0.028099801,-0.02321288,1511742693072
Sun Nov 26 19:31:33 EST 2017,-0.0012217305,-0.013439035,-0.015882496,1511742693082
Sun Nov 26 19:31:33 EST 2017,0.035430185,0.014660766,-0.012217305,1511742693092
Sun Nov 26 19:31:33 EST 2017,-0.007330383,0.0012217305,-0.03176499,1511742693102
Sun Nov 26 19:31:33 EST 2017,-0.010995574,0.004886922,-0.02565634,1511742693112
Sun Nov 26 19:31:33 EST 2017,0.030543262,0.012217305,0.010995574,1511742693122
Sun Nov 26 19:31:33 EST 2017,-0.013439035,-0.010995574,-0.02565634,1511742693132
Sun Nov 26 19:31:33 EST 2017,0.010995574,0.008552114,-0.008552114,1511742693142
Sun Nov 26 19:31:33 EST 2017,0.030543262,0.029321533,0.0036651916,1511742693152
Sun Nov 26 19:31:33 EST 2017,-0.0012217305,-0.015882496,-0.02443461,1511742693162
Sun Nov 26 19:31:33 EST 2017,0.007330383,0.008552114,-0.021991149,1511742693172
Sun Nov 26 19:31:33 EST 2017,0.018325957,0.0061086523,-0.004886922,1511742693182
Sun Nov 26 19:31:33 EST 2017,0.002443461,-0.012217305,-0.037873644,1511742693193
Sun Nov 26 19:31:33 EST 2017,0.030543262,0.007330383,-0.004886922,1511742693205
Sun Nov 26 19:31:33 EST 2017,-0.002443461,0.05497787,-0.002443461,1511742693213
Sun Nov 26 19:31:33 EST 2017,0.019547688,0.0036651916,-0.017104227,1511742693222
Sun Nov 26 19:31:33 EST 2017,-0.009773844,0.015882496,-0.03176499,1511742693232
Sun Nov 26 19:31:33 EST 2017,0.037873644,0.012217305,-0.004886922,1511742693243
Sun Nov 26 19:31:33 EST 2017,0.02443461,0.017104227,-0.02321288,1511742693253
Sun Nov 26 19:31:33 EST 2017,0.010995574,0.007330383,-0.010995574,1511742693264
Sun Nov 26 19:31:33 EST 2017,0.019547688,0.0036651916,0.0036651916,1511742693273
Sun Nov 26 19:31:33 EST 2017,0.013439035,0.012217305,0.0,1511742693283
Sun Nov 26 19:31:33 EST 2017,-0.0012217305,0.021991149,-0.040317107,1511742693294
Sun Nov 26 19:31:33 EST 2017,0.015882496,0.012217305,-0.002443461,1511742693302
Sun Nov 26 19:31:33 EST 2017,0.05131268,0.043982297,-0.0061086523,1511742693313
Sun Nov 26 19:31:33 EST 2017,0.09162979,0.030543262,-0.010995574,1511742693322
Sun Nov 26 19:31:33 EST 2017,0.02321288,-0.1441642,-0.029321533,1511742693336
Sun Nov 26 19:31:33 EST 2017,-0.035430185,-0.16615535,-0.035430185,1511742693352
Sun Nov 26 19:31:33 EST 2017,-0.06963864,-0.14660765,0.0061086523,1511742693362
Sun Nov 26 19:31:33 EST 2017,0.04153884,0.007330383,-0.019547688,1511742693372
Sun Nov 26 19:31:33 EST 2017,0.04642576,0.1001819,-0.032986723,1511742693382
Sun Nov 26 19:31:33 EST 2017,-0.10262536,0.065973446,-0.0036651916,1511742693392
Sun Nov 26 19:31:33 EST 2017,0.06352998,0.11362094,-0.009773844,1511742693402
Sun Nov 26 19:31:33 EST 2017,-0.081855945,0.14294247,-0.034208454,1511742693412
Sun Nov 26 19:31:33 EST 2017,-0.013439035,0.034208454,-0.009773844,1511742693432
Sun Nov 26 19:31:33 EST 2017,0.0012217305,0.07696902,-0.03176499,1511742693442
Sun Nov 26 19:31:33 EST 2017,0.037873644,-0.014660766,-0.021991149,1511742693452
Sun Nov 26 19:31:33 EST 2017,0.032986723,0.017104227,0.018325957,1511742693462
Sun Nov 26 19:31:33 EST 2017,0.02443461,-0.040317107,-0.034208454,1511742693472
Sun Nov 26 19:31:33 EST 2017,0.0036651916,-0.05497787,-0.014660766,1511742693483
Sun Nov 26 19:31:33 EST 2017,0.010995574,0.05131268,-0.010995574,1511742693492
Sun Nov 26 19:31:33 EST 2017,-0.010995574,0.052534413,-0.02687807,1511742693502
Sun Nov 26 19:31:33 EST 2017,0.010995574,0.028099801,-0.0061086523,1511742693512
Sun Nov 26 19:31:33 EST 2017,0.039095376,0.05131268,0.010995574,1511742693522
Sun Nov 26 19:31:33 EST 2017,-0.012217305,0.0036651916,-0.043982297,1511742693532
Sun Nov 26 19:31:33 EST 2017,0.0061086523,-0.081855945,-0.019547688,1511742693542
Sun Nov 26 19:31:33 EST 2017,0.028099801,0.0061086523,0.007330383,1511742693552
Sun Nov 26 19:31:33 EST 2017,-0.028099801,0.012217305,-0.04520403,1511742693562
Sun Nov 26 19:31:33 EST 2017,0.06963864,0.010995574,-0.0061086523,1511742693572
Sun Nov 26 19:31:33 EST 2017,0.062308256,0.06719518,0.0061086523,1511742693582
Sun Nov 26 19:31:33 EST 2017,-0.017104227,-0.1160644,-0.073303826,1511742693592
Sun Nov 26 19:31:33 EST 2017,-0.004886922,-0.19914207,0.012217305,1511742693602
Sun Nov 26 19:31:33 EST 2017,0.02443461,-0.10873401,-0.040317107,1511742693612
Sun Nov 26 19:31:33 EST 2017,-0.11362094,-0.009773844,-0.008552114,1511742693632
Sun Nov 26 19:31:33 EST 2017,0.080634214,0.19181168,-0.010995574,1511742693643
Sun Nov 26 19:31:33 EST 2017,-0.1160644,0.23335053,-0.04520403,1511742693652
Sun Nov 26 19:31:33 EST 2017,0.087964594,0.080634214,0.012217305,1511742693662
Sun Nov 26 19:31:33 EST 2017,0.007330383,0.064751714,-0.04642576,1511742693672
Sun Nov 26 19:31:33 EST 2017,0.004886922,-0.12095132,-0.013439035,1511742693682
Sun Nov 26 19:31:33 EST 2017,0.056199603,-0.14660765,-0.007330383,1511742693692
Sun Nov 26 19:31:33 EST 2017,-0.008552114,-0.058643065,-0.017104227,1511742693702
Sun Nov 26 19:31:33 EST 2017,-0.029321533,0.02565634,-0.039095376,1511742693712
Sun Nov 26 19:31:33 EST 2017,0.05131268,0.118507855,0.02321288,1511742693722
Sun Nov 26 19:31:33 EST 2017,-0.040317107,0.1160644,-0.065973446,1511742693732
Sun Nov 26 19:31:33 EST 2017,0.0,0.052534413,-0.007330383,1511742693742
Sun Nov 26 19:31:33 EST 2017,0.057421334,0.02321288,0.009773844,1511742693752
Sun Nov 26 19:31:33 EST 2017,-0.04886922,-0.12705997,-0.07819075,1511742693763
Sun Nov 26 19:31:33 EST 2017,0.047647487,-0.07086037,0.007330383,1511742693772
Sun Nov 26 19:31:33 EST 2017,0.018325957,0.07574729,-0.018325957,1511742693783
Sun Nov 26 19:31:33 EST 2017,-0.05009095,-0.013439035,-0.059864793,1511742693792
Sun Nov 26 19:31:33 EST 2017,0.056199603,0.061086524,0.039095376,1511742693802
Sun Nov 26 19:31:33 EST 2017,-0.007330383,0.15393804,-0.035430185,1511742693812
Sun Nov 26 19:31:33 EST 2017,-0.02443461,-0.07696902,-0.04886922,1511742693822
Sun Nov 26 19:31:33 EST 2017,0.06841691,-0.04153884,0.04642576,1511742693832
