statusId | label
3|Drive
statusId|sensorName|value|timestamp
3|R3GD20 Gyroscope sensor|[-1.767844,-1.767844,-1.767844]|1511413185481
3|BOSCH BMA250 3-axis Accelerometer|[8.695741,0.30645782,5.401319]|1511413185560
3|BOSCH BMA250 3-axis Accelerometer|[9.308656,-0.6512229,4.4436383]|1511413185569
3|BOSCH BMA250 3-axis Accelerometer|[8.274361,0.076614454,3.2561142]|1511413185579
3|BOSCH BMA250 3-axis Accelerometer|[8.925584,-0.8810662,2.6431987]|1511413185599
3|BOSCH BMA250 3-axis Accelerometer|[8.389283,0.038307227,3.4859576]|1511413185620
3|BOSCH BMA250 3-axis Accelerometer|[9.232041,-0.5746084,4.4436383]|1511413185630
3|R3GD20 Gyroscope sensor|[-0.032986723,0.035430185,-0.04642576]|1511413185640
3|BOSCH BMA250 3-axis Accelerometer|[8.734048,0.15322891,4.7500963]|1511413185650
3|R3GD20 Gyroscope sensor|[0.028099801,0.035430185,-0.019547688]|1511413185650
3|BOSCH BMA250 3-axis Accelerometer|[9.078813,-0.61291564,4.2521024]|1511413185661
3|R3GD20 Gyroscope sensor|[0.014660766,0.19058995,-0.05375614]|1511413185662
3|R3GD20 Gyroscope sensor|[-0.042760566,0.16615535,-0.05497787]|1511413185671
3|BOSCH BMA250 3-axis Accelerometer|[8.580819,0.0,3.5242648]|1511413185680
3|R3GD20 Gyroscope sensor|[0.039095376,0.09896017,0.004886922]|1511413185680
3|GPS|{"mProvider":"fused","mResults":[0.0,0.0],"mAccuracy":3.0,"mAltitude":-38.70000076293945,"mElapsedRealtimeNanos":25248673245365,"mLat1":0.0,"mLat2":0.0,"mLatitude":36.7730062,"mLon1":0.0,"mLon2":0.0,"mLongitude":-76.0438577,"mTime":1511413187000,"mBearing":0.0,"mDistance":0.0,"mHasAccuracy":true,"mHasAltitude":true,"mHasBearing":false,"mHasSpeed":true,"mInitialBearing":0.0,"mIsFromMockProvider":false,"mSpeed":0.0}|1511400190722
3|BOSCH BMA250 3-axis Accelerometer|[8.810662,-0.61291564,3.2561142]|1511413185690
3|R3GD20 Gyroscope sensor|[0.032986723,0.039095376,-0.018325957]|1511413185690
3|R3GD20 Gyroscope sensor|[-0.058643065,-0.09407325,-0.012217305]|1511413185700
3|BOSCH BMA250 3-axis Accelerometer|[8.772355,-0.19153613,3.7541082]|1511413185711
3|R3GD20 Gyroscope sensor|[0.04886922,-0.15393804,-0.0036651916]|1511413185711
3|BOSCH BMA250 3-axis Accelerometer|[8.925584,-0.38307226,4.2904096]|1511413185720
3|R3GD20 Gyroscope sensor|[0.037873644,-0.0842994,-0.0012217305]|1511413185720
