Date,X,Y,Z,EpochDate
Wed Nov 22 23:59:45 EST 2017,-1.767844,-1.767844,-1.767844,1511413185481
Wed Nov 22 23:59:45 EST 2017,-0.032986723,0.035430185,-0.04642576,1511413185640
Wed Nov 22 23:59:45 EST 2017,0.028099801,0.035430185,-0.019547688,1511413185650
Wed Nov 22 23:59:45 EST 2017,0.014660766,0.19058995,-0.05375614,1511413185662
Wed Nov 22 23:59:45 EST 2017,-0.042760566,0.16615535,-0.05497787,1511413185671
Wed Nov 22 23:59:45 EST 2017,0.039095376,0.09896017,0.004886922,1511413185680
Wed Nov 22 23:59:45 EST 2017,0.032986723,0.039095376,-0.018325957,1511413185690
Wed Nov 22 23:59:45 EST 2017,-0.058643065,-0.09407325,-0.012217305,1511413185700
Wed Nov 22 23:59:45 EST 2017,0.04886922,-0.15393804,-0.0036651916,1511413185711
Wed Nov 22 23:59:45 EST 2017,0.037873644,-0.0842994,-0.0012217305,1511413185720
Wed Nov 22 23:59:45 EST 2017,-0.030543262,-0.018325957,-0.047647487,1511413185730
Wed Nov 22 23:59:45 EST 2017,0.037873644,0.012217305,-0.004886922,1511413185740
Wed Nov 22 23:59:45 EST 2017,0.047647487,0.11362094,-0.018325957,1511413185750
Wed Nov 22 23:59:45 EST 2017,-0.040317107,0.1160644,-0.05375614,1511413185760
Wed Nov 22 23:59:45 EST 2017,0.014660766,0.032986723,-0.002443461,1511413185770
Wed Nov 22 23:59:45 EST 2017,0.06841691,0.019547688,-0.004886922,1511413185780
Wed Nov 22 23:59:45 EST 2017,-0.062308256,-0.03176499,-0.039095376,1511413185789
Wed Nov 22 23:59:45 EST 2017,0.042760566,-0.09040806,-0.013439035,1511413185800
Wed Nov 22 23:59:45 EST 2017,0.05375614,-0.07574729,-0.007330383,1511413185810
Wed Nov 22 23:59:45 EST 2017,-0.06719518,0.004886922,-0.04520403,1511413185820
Wed Nov 22 23:59:45 EST 2017,0.052534413,0.02076942,-0.0036651916,1511413185829
Wed Nov 22 23:59:45 EST 2017,0.029321533,0.07452556,-0.02076942,1511413185840
Wed Nov 22 23:59:45 EST 2017,-0.06841691,0.05009095,-0.056199603,1511413185850
Wed Nov 22 23:59:45 EST 2017,0.07819075,0.012217305,0.02321288,1511413185860
Wed Nov 22 23:59:45 EST 2017,0.0061086523,0.004886922,-0.017104227,1511413185870
Wed Nov 22 23:59:45 EST 2017,-0.07086037,-0.05009095,-0.017104227,1511413185880
Wed Nov 22 23:59:45 EST 2017,0.103847094,-0.056199603,0.0012217305,1511413185891
Wed Nov 22 23:59:45 EST 2017,-0.018325957,0.012217305,-0.02321288,1511413185900
Wed Nov 22 23:59:45 EST 2017,0.04642576,0.028099801,-0.04520403,1511413185912
Wed Nov 22 23:59:45 EST 2017,0.04642576,0.040317107,-0.018325957,1511413185920
Wed Nov 22 23:59:45 EST 2017,-0.02321288,0.081855945,-0.02687807,1511413185930
Wed Nov 22 23:59:45 EST 2017,0.0036651916,0.018325957,-0.039095376,1511413185940
Wed Nov 22 23:59:45 EST 2017,0.004886922,-0.015882496,0.004886922,1511413185950
Wed Nov 22 23:59:45 EST 2017,0.0061086523,-0.008552114,-0.056199603,1511413185963
Wed Nov 22 23:59:45 EST 2017,-0.04153884,-0.009773844,-0.017104227,1511413185971
Wed Nov 22 23:59:45 EST 2017,0.07574729,-0.02565634,-0.007330383,1511413185986
Wed Nov 22 23:59:45 EST 2017,-0.0061086523,0.03176499,-0.036651913,1511413185990
Wed Nov 22 23:59:46 EST 2017,-0.032986723,0.021991149,-0.02443461,1511413186001
Wed Nov 22 23:59:46 EST 2017,0.06352998,0.018325957,-0.007330383,1511413186011
Wed Nov 22 23:59:46 EST 2017,-0.037873644,0.04886922,-0.02321288,1511413186020
Wed Nov 22 23:59:46 EST 2017,0.02565634,0.004886922,-0.02443461,1511413186030
Wed Nov 22 23:59:46 EST 2017,0.009773844,-0.02076942,-0.012217305,1511413186040
Wed Nov 22 23:59:46 EST 2017,-0.0036651916,0.007330383,-0.015882496,1511413186051
Wed Nov 22 23:59:46 EST 2017,0.0036651916,-0.002443461,-0.019547688,1511413186060
Wed Nov 22 23:59:46 EST 2017,0.007330383,-0.008552114,-0.017104227,1511413186070
Wed Nov 22 23:59:46 EST 2017,0.0012217305,0.030543262,-0.028099801,1511413186080
Wed Nov 22 23:59:46 EST 2017,-0.010995574,0.035430185,-0.02076942,1511413186090
Wed Nov 22 23:59:46 EST 2017,-0.009773844,0.015882496,0.0061086523,1511413186100
Wed Nov 22 23:59:46 EST 2017,-0.0036651916,0.030543262,-0.013439035,1511413186110
Wed Nov 22 23:59:46 EST 2017,0.02076942,0.04153884,-0.0012217305,1511413186130
Wed Nov 22 23:59:46 EST 2017,-0.057421334,0.05009095,-0.019547688,1511413186150
Wed Nov 22 23:59:46 EST 2017,0.04153884,0.02565634,-0.004886922,1511413186161
Wed Nov 22 23:59:46 EST 2017,-0.030543262,0.039095376,-0.034208454,1511413186170
Wed Nov 22 23:59:46 EST 2017,-0.010995574,0.05131268,-0.02076942,1511413186181
Wed Nov 22 23:59:46 EST 2017,0.056199603,0.05375614,-0.02443461,1511413186191
Wed Nov 22 23:59:46 EST 2017,-0.02565634,0.04886922,-0.014660766,1511413186200
Wed Nov 22 23:59:46 EST 2017,0.009773844,0.02321288,-0.013439035,1511413186214
Wed Nov 22 23:59:46 EST 2017,0.028099801,0.0,-0.002443461,1511413186220
Wed Nov 22 23:59:46 EST 2017,-0.030543262,-0.004886922,-0.013439035,1511413186240
Wed Nov 22 23:59:46 EST 2017,0.032986723,0.03176499,-0.02076942,1511413186250
