GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Thu Nov 09 13:10:36 EST 2017,10:35.2,-76.31851474,36.93709244,12.25,4,-30,176,0.19153613,8.81066227,3.14119267,-0.02729672,-,21.96078491,-0.05041963,-,-,62.59999847,23.5394783,2097,-,-98.42519379,36.93709183,-76.31851196,13.72549057,27.40246773,27.34033203,93.68846893
Thu Nov 09 13:10:38 EST 2017,10:37.5,-76.31849351,36.93684458,13.5,3,-28.60000038,176.1,-0.22984336,8.73404789,3.14119267,-0.03455919,-,20.7843132,-0.04003161,-,-,62.59999847,23.58003426,1764,-,-93.83202362,36.93684387,-76.3184967,13.33333397,30.19863892,29.82581711,55.46482086
Thu Nov 09 13:10:40 EST 2017,10:39.5,-76.3184701,36.93658887,14.5,4,-28.60000038,176.2,0.22984336,8.54251194,3.37103605,-0.04456073,-,20.7843132,-0.06324086,-,-,62.59999847,23.63998795,1897,-,-93.83202362,36.93658829,-76.31847382,11.37254906,32.43557358,32.93267441,73.45436096
Thu Nov 09 13:10:42 EST 2017,10:41.5,-76.31844014,36.93630845,15.5,4,-28.29999924,175.8,0.11492168,9.27034855,3.21780705,0.01936752,-,20.7843132,0.00070923,-,-,62.59999847,23.71105003,1655,-,-92.84776306,36.93630981,-76.3184433,14.11764717,34.67251205,34.79678726,59.40201569
Thu Nov 09 13:10:44 EST 2017,10:43.7,-76.31841443,36.93602159,16,4,-27.60000038,176.1,-0.07661445,9.38527107,3.40934324,0.03222808,-,25.88235283,0.01540719,-,-,62.59999847,23.78514481,1546,-,-90.55118561,36.9360199,-76.31841278,18.4313736,35.79098129,35.41815948,21.30912399
Thu Nov 09 13:10:46 EST 2017,10:45.9,-76.31837456,36.93572878,16.5,4,-27.39999962,174.4,-0.38307226,9.04050541,3.14119267,-0.00461483,-,24.31372643,-0.0452914,-,-,62.59999847,23.86612511,1601,-,-89.8950119,36.93572998,-76.31837463,16.07843208,36.90944672,36.66090012,39.0708046
Thu Nov 09 13:10:48 EST 2017,10:47.9,-76.3183304,36.93543249,17,4,-27.89999962,172.6,0.76614451,9.19373417,2.56658411,0.02586814,-,24.31372643,-0.0081048,-,-,62.59999847,23.9577446,1697,-,-91.53543091,36.93543243,-76.31832886,14.50980377,38.02791595,38.52501297,57.76252365
Thu Nov 09 13:10:51 EST 2017,10:50.0,-76.3182642,36.93495208,18.5,4,-28.39999962,174.9,-0.03830723,8.73404789,3.29442143,-0.0294416,-,19.6078434,0.00600153,-,-,62.59999847,24.06365967,1849,-,-93.17584991,36.93495178,-76.31826782,11.37254906,41.38331985,41.01049805,89.9790802
Thu Nov 09 13:10:52 EST 2017,10:52.0,-76.31824507,36.93478091,18.75,3,-28.70000076,175.2,-0.07661445,7.73806,3.37103605,-0.12057054,-,19.6078434,-0.13927662,-,-,62.59999847,24.17594147,1823,-,-94.16011047,36.93478012,-76.31824493,11.37254906,41.94255447,42.25324249,39.19234848
Thu Nov 09 13:10:54 EST 2017,10:54.1,-76.31824047,36.93428168,18.75,5,-26.10000038,176.3,0.57460839,8.65743351,3.83072281,-0.0141803,-,19.6078434,-0.03285005,-,-,62.59999847,24.29446983,1895,-,-85.62992096,36.9342804,-76.3182373,8.62745094,41.94255447,43.49598312,43.80118179
Thu Nov 09 13:10:56 EST 2017,10:56.3,-76.31818532,36.93407705,20,4,-31.5,176.2,0.76614451,8.81066227,3.79241538,0.01961442,29.99200058,17.64705849,-0.01875342,-,-,62.59999847,24.42291832,1974,-,-103.3464584,36.93407822,-76.3181839,8.23529434,44.73872757,45.36009598,61.77400208
Thu Nov 09 13:10:56 EST 2017,10:58.4,-76.31818532,36.93407705,20,4,-31.5,176.2,-0.11492168,9.84495735,3.67749381,0.05193507,29.99200058,17.64705849,0.07172295,-,-,62.59999847,24.56110764,1828,-,-103.3464584,36.93407822,-76.3181839,7.05882359,44.73872757,47.22420883,66.87467957
Thu Nov 09 13:10:56 EST 2017,11:00.4,-76.31818532,36.93407705,20,4,-31.5,176.2,0.42137951,8.19774628,5.20978308,-0.00587997,29.99200058,17.64705849,-0.05658603,-,-,62.59999847,24.69763184,1650,-,-103.3464584,36.93407822,-76.3181839,5.49019623,44.73872757,47.22420883,66.87467957
Thu Nov 09 13:10:56 EST 2017,11:02.7,-76.31818532,36.93407705,20,4,-31.5,176.2,0.2681506,8.54251194,4.175488,-0.0113613,29.99200058,14.50980377,-0.03003005,-,-,62.59999847,24.80275726,1475,-,-103.3464584,36.93407822,-76.3181839,4.70588255,44.73872757,42.25324249,-
Thu Nov 09 13:11:06 EST 2017,11:04.9,-76.31805711,36.93230712,14.5,11,-28.79999924,176.1,0.72783732,7.73806,5.43962622,-0.00710726,29.99200058,14.50980377,-0.0326292,-,-,62.59999847,24.86224556,1380,-,-94.4881897,36.9323082,-76.3180542,4.70588255,-,34.79678726,-
Thu Nov 09 13:11:08 EST 2017,11:07.1,-76.31803876,36.93213931,9.25,5,-30,176.9,0.11492168,8.61912632,3.83072281,-0.01431986,29.99200058,13.72549057,-0.04802035,-,-,62.59999847,24.84381866,982,-,-98.42519379,36.93214035,-76.31803894,3.92156863,20.69165993,21.74799156,-
Thu Nov 09 13:11:10 EST 2017,11:09.2,-76.31802924,36.9320047,7,5,-26.5,175.8,0.34476504,8.15943909,5.01824665,-0.00390452,29.99200058,13.72549057,-0.01855911,-,-,62.59999847,24.78905678,1154,-,-86.94226074,36.93200302,-76.31803131,3.92156863,15.65855312,15.53427982,-
Thu Nov 09 13:11:12 EST 2017,11:11.4,-76.31801352,36.93193977,3,4,-25,171.4,0.45968673,8.46589756,4.55855989,-0.00716954,29.99200058,13.33333397,-0.03190383,-,-,62.59999847,24.68406296,775,-,-82.02099609,36.93193817,-76.31801605,3.52941179,6.71080828,6.83508301,-
Thu Nov 09 13:11:14 EST 2017,11:13.4,-76.31801146,36.9319234,0.5,4,-24.70000076,175.6,0.15322891,8.96389103,3.21780705,-0.01043129,29.99200058,13.33333397,-0.02870169,-,-,62.59999847,24.54416275,648,-,-81.03675079,36.93192291,-76.31800842,3.92156863,1.11846817,0.62137121,-
Thu Nov 09 13:11:16 EST 2017,11:15.6,-76.31801367,36.93192424,0.25,4,-25.39999962,175.6,-0.30645782,9.30865574,2.14520478,-0.0067333,-,15.68627453,-0.02017737,-,-,62.59999847,24.54416275,686,-,-83.33333588,36.93192291,-76.31801605,5.09803915,0.55923408,0,-
Thu Nov 09 13:11:18 EST 2017,11:17.8,-76.31801715,36.93191064,1.5,4,-26.20000076,177.9,-0.2681506,9.6534214,1.60890353,0.01698685,-,26.27450943,-0.00167224,-,-,62.59999847,24.42383957,1258,-,-85.95800781,36.93191147,-76.31801605,16.07843208,3.35540414,3.72822714,15.23196602
Thu Nov 09 13:11:21 EST 2017,11:20.0,-76.31799508,36.93176859,6.5,4,-24.79999924,176.9,-0.42137951,9.42357826,2.64319873,0.00040435,-,27.05882454,-0.00105335,-,-,62.59999847,24.35489464,2000,-,-81.36483002,36.93177032,-76.31799316,19.2156868,14.54008579,12.42742348,75.20150757
Thu Nov 09 13:11:23 EST 2017,11:22.2,-76.31797942,36.93161636,9,3,-25.20000076,175.8,-0.03830723,8.92558384,2.41335535,-0.03847432,-,27.45098114,-0.02692817,-,-,62.59999847,24.32579422,1764,-,-82.6771698,36.93161774,-76.31797791,20,20.13242531,19.26250648,103.9328384
Thu Nov 09 13:11:25 EST 2017,11:24.4,-76.31797228,36.93142531,11,3,-24.89999962,175.8,-0.11492168,8.96389103,2.79642749,-0.01436815,-,21.17647171,-0.00904364,-,-,62.59999847,24.3252697,1850,-,-81.69290924,36.931427,-76.31797028,13.33333397,24.60629845,24.23347664,89.36105347
Thu Nov 09 13:11:34 EST 2017,11:33.4,-76.31791126,36.93041831,12,4,-27.60000038,177.7,0.2681506,8.96389103,4.175488,0.00785734,-,21.17647171,0.00873566,-,-,62.59999847,24.3252697,1548,-,-90.55118561,36.93041992,-76.31790924,13.33333397,26.84323311,25.47621918,89.36105347
Thu Nov 09 13:11:36 EST 2017,11:35.6,-76.31789731,36.9302245,10.5,5,-28.29999924,176.4,0.5363012,8.50420475,4.55855989,0.00422095,-,21.17647171,-0.01444758,-,-,62.59999847,24.30017853,1223,-,-92.84776306,36.93022537,-76.31789398,3.92156863,23.48783112,19.88387871,-
Thu Nov 09 13:11:38 EST 2017,11:37.8,-76.31788504,36.93008728,7.75,5,-28.60000038,176.2,0.22984336,8.96389103,3.67749381,0.00693601,-,21.17647171,-0.03401036,-,-,62.59999847,24.24394798,1149,-,-93.83202362,36.93008804,-76.31788635,3.92156863,17.33625603,14.29153728,-
Thu Nov 09 13:11:40 EST 2017,11:39.8,-76.31789901,36.9300057,5.75,5,-30,176.2,0.15322891,8.65743351,3.83072281,-0.01582986,-,21.17647171,-0.05455031,-,-,62.59999847,24.17446518,916,-,-98.42519379,36.93000412,-76.31790161,3.92156863,12.86238289,11.80605221,-
Thu Nov 09 13:11:43 EST 2017,11:42.0,-76.31788984,36.92986899,5,4,-30.10000038,176.1,0.19153613,9.04050541,3.33272886,-0.01140055,-,18.4313736,-0.01728501,-,-,62.59999847,24.09884644,1314,-,-98.75328064,36.92987061,-76.31788635,8.23529434,11.18468189,10.56331062,-
Thu Nov 09 13:11:45 EST 2017,11:44.2,-76.31787934,36.92978117,5,4,-31.10000038,175.9,-0.22984336,9.0788126,2.41335535,-0.01190208,-,18.4313736,-0.04178167,-,-,62.59999847,24.02749634,1295,-,-102.0341187,36.92978287,-76.31787872,11.37254906,11.18468189,11.18468189,7.06150723
Thu Nov 09 13:11:47 EST 2017,11:46.4,-76.31786794,36.92967815,6,3,-31.29999924,176,-0.07661445,8.92558384,2.79642749,-0.02751261,-,18.4313736,-0.02517342,-,-,62.59999847,23.97058868,1571,-,-102.6902847,36.92967987,-76.31787109,12.15686321,13.42161655,13.67016602,29.80187035
Thu Nov 09 13:11:49 EST 2017,11:48.4,-76.31785641,36.92955525,7.5,3,-31.60000038,176.1,0.57460839,8.50420475,3.67749381,-0.03471226,-,18.4313736,-0.05338895,-,-,62.59999847,23.93127823,1323,-,-103.6745453,36.92955399,-76.31785583,4.70588255,16.77702141,16.77702141,56.07133102
Thu Nov 09 13:11:51 EST 2017,11:50.4,-76.31784716,36.92941788,7.5,4,-32.09999847,178.1,-0.15322891,8.88727665,3.83072281,0.00563866,-,18.4313736,-0.03620059,-,-,62.59999847,23.89915085,1642,-,-105.3149567,36.92941666,-76.31784821,4.70588255,16.77702141,18.01976395,18.76725006
Thu Nov 09 13:11:53 EST 2017,11:52.5,-76.3178428,36.92926373,8.75,4,-32.5,179,-0.07661445,8.65743351,3.63918662,-0.02365828,-,18.4313736,-0.01090851,-,-,62.59999847,23.87744904,1551,-,-106.6272965,36.92926407,-76.31784058,6.27450991,19.5731926,19.88387871,39.3662262
Thu Nov 09 13:11:55 EST 2017,11:54.7,-76.31784216,36.92909646,8.75,4,-33.29999924,178.1,0.34476504,8.50420475,3.44765043,-0.04491907,-,16.47058868,-0.00872797,-,-,62.59999847,23.85263634,1482,-,-109.2519684,36.92909622,-76.31784058,5.49019623,19.5731926,19.26250648,39.3662262
Thu Nov 09 13:11:57 EST 2017,11:56.8,-76.31784499,36.92894591,8,4,-32.29999924,178,0.22984336,8.54251194,4.09887314,-0.01486665,-,16.47058868,-0.00679033,-,-,62.59999847,23.81812096,1270,-,-105.9711227,36.92894745,-76.31784821,4.31372547,17.89549065,17.39839363,-
Thu Nov 09 13:11:59 EST 2017,11:58.8,-76.31782755,36.92881017,7.25,4,-33.79999924,176.7,-0.11492168,9.6534214,1.83874691,0.02079934,-,16.47058868,-0.02615999,-,-,62.59999847,23.7740593,1315,-,-110.8923874,36.92881012,-76.31782532,25.09803963,16.21778679,15.53427982,-
Thu Nov 09 13:12:02 EST 2017,12:01.0,-76.31783241,36.92858139,9.25,4,-32.59999847,182.6,-0.5363012,8.42759037,4.8267107,-0.00969088,-,16.47058868,-0.00815084,-,-,62.59999847,23.76004982,1604,-,-106.9553757,36.92858124,-76.31783295,25.09803963,20.69165993,21.12662125,-
Thu Nov 09 13:12:04 EST 2017,12:03.1,-76.31783481,36.92843117,7.75,4,-31.89999962,177.6,0,8.92558384,4.29040956,0.02850193,-,14.11764717,-0.00737431,-,-,62.59999847,23.72983742,1445,-,-104.6587906,36.92843246,-76.31783295,4.31372547,17.33625603,18.01976395,-
Thu Nov 09 13:12:06 EST 2017,12:05.2,-76.3178346,36.92832313,6.25,4,-31.70000076,175.8,0.19153613,8.65743351,3.715801,-0.02043831,-,14.11764717,-0.03911014,-,-,62.59999847,23.67717171,1042,-,-104.0026245,36.92832184,-76.31783295,3.92156863,13.98085213,13.67016602,-
Thu Nov 09 13:12:08 EST 2017,12:07.4,-76.31782238,36.92821879,5.75,4,-31.79999924,176.4,0.68953007,8.77235508,3.86903,-0.02607775,-,14.11764717,-0.01980364,-,-,62.59999847,23.61857796,950,-,-104.3307037,36.92821884,-76.31782532,3.52941179,12.86238289,12.42742348,-
Thu Nov 09 13:12:10 EST 2017,12:09.5,-76.31781329,36.92812718,5,4,-31.39999962,175.2,0.11492168,8.6957407,3.86903,-0.01690618,-,14.11764717,-0.04562704,-,-,62.59999847,23.54771423,980,-,-103.0183716,36.92812729,-76.31781006,3.92156863,11.18468189,9.94193935,-
Thu Nov 09 13:12:12 EST 2017,12:11.7,-76.3178072,36.92805552,3.75,3,-31.70000076,176.8,0.11492168,8.6957407,3.79241538,-0.01388073,-,13.72549057,-0.029346,-,-,62.59999847,23.4679718,959,-,-104.0026245,36.92805481,-76.31781006,5.09803915,8.3885107,8.07782555,-
Thu Nov 09 13:12:14 EST 2017,12:14.0,-76.31780337,36.92798494,3.75,3,-31,177,0.30645782,8.96389103,3.52426481,-0.01059842,-,13.72549057,-0.02727316,-,-,62.59999847,23.38586235,906,-,-101.7060394,36.92798615,-76.31780243,3.13725495,8.3885107,7.45645428,-
Thu Nov 09 13:12:17 EST 2017,12:16.2,-76.31780133,36.92790621,3.25,4,-32.5,176.7,-0.03830723,8.54251194,3.86903,-0.01091374,-,13.33333397,-0.03930071,-,-,62.59999847,23.30458832,1091,-,-106.6272965,36.92790604,-76.31780243,3.52941179,7.2700429,7.45645428,-
Thu Nov 09 13:12:19 EST 2017,12:18.2,-76.317799,36.92785289,2.5,4,-32.90000153,175.8,0.22984336,8.54251194,4.25210238,-0.00800961,-,13.33333397,-0.02667724,-,-,62.59999847,23.21467972,756,-,-107.9396362,36.92785263,-76.31780243,3.92156863,5.59234095,5.59234095,-
Thu Nov 09 13:12:21 EST 2017,12:20.4,-76.31779832,36.92782954,1.25,4,-33.90000153,173,0.07661445,8.6957407,4.09887314,-0.00101388,-,14.11764717,-0.03034473,-,-,62.59999847,23.10684967,647,-,-111.2204742,36.92782974,-76.3177948,3.92156863,2.79617047,1.86411357,-
Thu Nov 09 13:12:23 EST 2017,12:22.4,-76.31779307,36.92783037,0,3,-33.5,0,-0.15322891,8.84896946,3.56257224,-0.01044557,-,14.11764717,-0.02714767,-,-,62.59999847,23.10684967,686,-,-109.9081345,36.92782974,-76.3177948,3.92156863,0,0,-
Thu Nov 09 13:12:25 EST 2017,12:24.6,-76.31779169,36.92783843,0,3,-34.29999924,0,-0.11492168,8.84896946,3.40934324,-0.01126996,-,14.11764717,-0.02724179,-,-,62.59999847,23.10684967,672,-,-112.5328064,36.92783737,-76.3177948,3.92156863,0,0,-
Thu Nov 09 13:12:27 EST 2017,12:26.6,-76.31778989,36.92784278,0,3,-34.5,0,-0.03830723,8.81066227,3.63918662,-0.01209456,-,13.72549057,-0.03015592,-,-,62.59999847,23.10684967,665,-,-113.1889801,36.92784119,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:29 EST 2017,12:28.8,-76.31778832,36.92784458,0,3,-35.09999847,0,-0.15322891,8.84896946,3.52426481,-0.00828671,-,13.72549057,-0.02652833,-,-,62.59999847,23.10684967,667,-,-115.1574783,36.927845,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:30 EST 2017,12:31.1,-76.31778872,36.92784559,0,3,-35,0,0,8.92558384,3.56257224,-0.00893627,-,13.72549057,-0.03228224,-,-,62.59999847,23.10684967,665,-,-114.8293991,36.927845,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:34 EST 2017,12:33.2,-76.31779029,36.92784568,0,3,-35.09999847,0,0.07661445,8.88727665,3.67749381,-0.00053167,-,13.72549057,-0.01910337,-,-,62.59999847,23.10684967,660,-,-115.1574783,36.927845,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:36 EST 2017,12:35.2,-76.31779082,36.92784563,0,3,-35.09999847,0,-0.15322891,8.84896946,3.40934324,-0.00908529,-,13.72549057,-0.03287372,-,-,62.59999847,23.10684967,657,-,-115.1574783,36.927845,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:38 EST 2017,12:37.4,-76.31779097,36.92784558,0,3,-35.09999847,0,0,8.84896946,3.60087943,-0.01071767,-,13.72549057,-0.02432071,-,-,62.59999847,23.10684967,661,-,-115.1574783,36.927845,-76.31778717,3.92156863,0,0,-
Thu Nov 09 13:12:40 EST 2017,12:39.6,-76.31779103,36.92784557,0,3,-35.09999847,0,-0.03830723,8.84896946,3.60087943,-0.00927826,-,13.72549057,-0.02928312,-,-,64.40000153,23.10684967,662,-,-115.1574783,36.927845,-76.3177948,3.92156863,0,0,-
Thu Nov 09 13:12:42 EST 2017,12:41.8,-76.31779103,36.92784558,0,3,-35.09999847,0,-0.61291564,9.61511421,1.8770541,0.01958853,-,20,0.00093035,-,-,64.40000153,23.10684967,669,-,-115.1574783,36.927845,-76.3177948,8.62745094,0,0,-
Thu Nov 09 13:12:44 EST 2017,12:43.8,-76.31778947,36.92783294,0.75,4,-35.20000076,176.5,0,8.81066227,3.94564438,0.00307757,-,20,-0.00030522,-,-,64.40000153,23.03132629,1866,-,-115.4855652,36.92783356,-76.31778717,5.49019623,1.67770207,8.07782555,49.76706314
Thu Nov 09 13:12:46 EST 2017,12:45.8,-76.31778524,36.92777458,3.5,4,-35.70000076,178.3,0.19153613,8.6957407,4.02225876,-0.00415421,-,20,-0.02317192,-,-,64.40000153,22.96587944,1037,-,-117.1259842,36.92777634,-76.31778717,4.70588255,7.82927656,9.94193935,26.34943581
Thu Nov 09 13:12:48 EST 2017,12:47.9,-76.31777683,36.92768283,4.25,4,-36.70000076,178.2,0.91937345,8.81066227,2.98796368,0.00766451,-,20,-0.05702284,-,-,64.40000153,22.89180946,1048,-,-120.4068298,36.92768097,-76.31777954,6.66666698,9.50697899,8.07782555,26.34943581
Thu Nov 09 13:12:51 EST 2017,12:50.1,-76.31782773,36.92757251,4,3,-36.70000076,214.6,1.72382522,9.19373417,2.56658411,0.00775367,-,18.03921509,-0.05425985,-,-,64.40000153,22.82154846,1305,-,-120.4068298,36.92757416,-76.31782532,9.4117651,8.94774532,8.69919682,5.91721535
Thu Nov 09 13:12:53 EST 2017,12:52.1,-76.317929,36.92754202,4.25,3,-37.09999847,248.3,-1.03429508,9.34696388,3.48595762,0.04135746,-,18.03921509,0.02135558,-,-,64.40000153,22.76116371,1205,-,-121.7191544,36.92754364,-76.31793213,5.88235283,9.50697899,10.56331062,22.94470406
Thu Nov 09 13:12:55 EST 2017,12:54.2,-76.31803479,36.92752472,4.25,4,-36.59999847,253.9,0.65122288,8.50420475,4.13718033,-0.01468515,-,18.03921509,-0.02550996,-,-,64.40000153,22.69527817,1085,-,-120.0787354,36.92752457,-76.31803131,3.52941179,9.50697899,9.32056808,22.94470406
Thu Nov 09 13:12:56 EST 2017,12:56.3,-76.31808015,36.92751156,4.25,3,-36,248.6,0.11492168,8.81066227,3.33272886,-0.02069235,-,13.72549057,-0.03936425,-,-,64.40000153,22.60881805,692,-,-118.1102371,36.92751312,-76.31807709,3.92156863,9.50697899,4.97096968,-
Thu Nov 09 13:12:59 EST 2017,12:58.5,-76.31815002,36.9274686,2.5,4,-34.5,228.6,-1.14921677,9.53849983,1.49398184,0.02431587,-,25.88235283,-0.02307032,-,-,64.40000153,22.52923012,1073,-,-113.1889801,36.92746735,-76.31815338,18.8235302,5.59234095,6.21371174,10.15654469
Thu Nov 09 13:13:01 EST 2017,13:00.7,-76.31818794,36.92742606,3,4,-34.90000153,218.9,1.37906015,8.6957407,4.175488,-0.02148202,-,25.88235283,-0.03050993,-,-,62.59999847,22.48643112,1789,-,-114.5013199,36.92742538,-76.31819153,5.49019623,6.71080828,13.67016602,77.49045563
Thu Nov 09 13:13:03 EST 2017,13:02.7,-76.31827147,36.92729735,5.75,4,-35.20000076,209.2,-1.45567465,8.23605347,3.14119267,0.02221307,-,25.88235283,-0.08897244,-,-,62.59999847,22.4350853,1393,-,-115.4855652,36.92729568,-76.31826782,8.23529434,12.86238289,11.80605221,77.49045563
Thu Nov 09 13:13:05 EST 2017,13:04.9,-76.31830394,36.92723634,4,4,-34.70000076,202.3,0.42137951,8.84896946,3.63918662,-0.00471634,-,13.72549057,-0.02338281,-,-,62.59999847,22.3753109,1122,-,-113.8451462,36.92723465,-76.31830597,3.92156863,8.94774532,9.94193935,-
Thu Nov 09 13:13:08 EST 2017,13:07.1,-76.31833677,36.92712288,4,5,-34.40000153,195.1,0.30645782,9.53849983,0.84275901,-0.00438839,-,26.27450943,-0.00262796,-,-,62.59999847,22.30426598,965,-,-112.8609009,36.92712402,-76.31833649,17.25490189,8.94774532,7.45645428,-
Thu Nov 09 13:13:10 EST 2017,13:09.4,-76.31831777,36.9270393,4.5,4,-35.59999847,180,0.57460839,8.50420475,4.55855989,0.00799075,-,14.11764717,-0.00826622,-,-,62.59999847,22.25156593,1371,-,-116.7978973,36.9270401,-76.31832123,3.92156863,10.06621265,11.18468189,41.2917099
Thu Nov 09 13:13:12 EST 2017,13:11.5,-76.31831163,36.92699037,2.5,4,-36.5,173,0.2681506,9.00219822,3.29442143,-0.01387346,-,14.11764717,-0.02677132,-,-,62.59999847,22.15246964,642,-,-119.7506561,36.92699051,-76.3183136,4.31372547,5.59234095,1.24274242,41.2917099
Thu Nov 09 13:13:14 EST 2017,13:13.6,-76.31831321,36.92699248,0,3,-36.5,0,0.19153613,8.88727665,3.33272886,-0.01321389,-,14.11764717,-0.03192753,-,-,62.59999847,22.15246964,686,-,-119.7506561,36.92699432,-76.3183136,3.92156863,0,0,-
Thu Nov 09 13:13:16 EST 2017,13:15.7,-76.31831422,36.92699381,0,3,-35.79999924,0,0.22984336,8.88727665,3.33272886,-0.01351216,-,14.11764717,-0.03261342,-,-,62.59999847,22.15246964,346,-,-117.4540634,36.92699432,-76.3183136,4.31372547,0,0,-
Thu Nov 09 13:13:18 EST 2017,13:18.1,-76.31831302,36.92699451,0,3,-35.29999924,0,0.03830723,8.81066227,3.40934324,-0.01376984,-,14.11764717,-0.03427103,-,-,62.59999847,22.15246964,0,-,-115.8136444,36.92699432,-76.3183136,4.31372547,0,0,-
Thu Nov 09 13:13:21 EST 2017,13:20.4,-76.31831549,36.92700402,0,3,-35,0,0.22984336,8.88727665,3.29442143,-0.01453531,-,17.64705849,-0.0332051,-,-,62.59999847,22.15246964,0,-,-114.8293991,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:23 EST 2017,13:22.8,-76.318315,36.92700526,0,3,-35,0,0.19153613,8.88727665,3.29442143,-0.01462209,-,17.64705849,-0.0332051,-,-,62.59999847,22.15246964,0,-,-114.8293991,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:25 EST 2017,13:24.6,-76.31831512,36.92700551,0,3,-35,0,0.22984336,8.88727665,3.33272886,-0.01546966,-,17.64705849,-0.03184084,-,-,62.59999847,22.15246964,0,-,-114.8293991,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:27 EST 2017,13:26.5,-76.31831519,36.92700557,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01626391,-,17.64705849,-0.03830854,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:29 EST 2017,13:28.4,-76.31831519,36.92700561,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01551533,-,17.64705849,-0.0369529,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:31 EST 2017,13:30.3,-76.31831521,36.92700563,0,3,-35.09999847,0,0.22984336,8.88727665,3.29442143,-0.01453531,-,17.64705849,-0.02954252,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:33 EST 2017,13:32.3,-76.31831525,36.92700566,0,3,-35.09999847,0,0.19153613,8.88727665,3.25611424,-0.01597208,-,17.64705849,-0.03464241,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:35 EST 2017,13:34.2,-76.31831529,36.92700573,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01608919,-,17.64705849,-0.0369529,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:36 EST 2017,13:36.0,-76.3183153,36.92700573,0,3,-35.09999847,0,0.22984336,8.88727665,3.29442143,-0.01453531,-,17.64705849,-0.0332051,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:38 EST 2017,13:38.0,-76.3183154,36.92700576,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01462209,-,17.64705849,-0.03329191,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:40 EST 2017,13:39.9,-76.31831546,36.92700579,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01660956,-,17.64705849,-0.03464241,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:42 EST 2017,13:41.8,-76.3183155,36.92700583,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01676893,-,17.64705849,-0.03822128,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:44 EST 2017,13:43.7,-76.31831556,36.92700587,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01462209,-,17.64705849,-0.03464241,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:46 EST 2017,13:45.5,-76.31831556,36.92700588,0,3,-35.09999847,0,0.19153613,8.84896946,3.29442143,-0.01828182,-,17.64705849,-0.03329191,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
Thu Nov 09 13:13:48 EST 2017,13:47.3,-76.31831554,36.92700589,0,3,-35.09999847,0,0.19153613,8.88727665,3.29442143,-0.01605248,-,17.64705849,-0.03329191,-,-,62.59999847,22.15246964,0,-,-115.1574783,36.92700577,-76.3183136,8.23529434,0,0,-
