GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Thu Nov 09 13:03:05 EST 2017,03:04.2,-76.30683052,36.94568172,9,4,-34.79999924,266.4,-0.03830723,8.84896946,2.7581203,-0.03615558,-,21.17647171,-0.05483279,-,-,62.59999847,12.87125969,1558,-,-114.1732254,36.94568253,-76.30683136,12.15686321,20.13242531,19.88387871,10.94236755
Thu Nov 09 13:03:07 EST 2017,03:06.4,-76.30703667,36.94567276,9.25,4,-34.59999847,266.2,-0.19153613,9.0788126,3.52426481,0.01193953,-,17.25490189,-0.03062017,-,-,62.59999847,13.82550907,1587,-,-113.5170593,36.94567108,-76.30703735,7.84313726,20.69165993,20.50524902,11.10842037
Thu Nov 09 13:03:09 EST 2017,03:08.5,-76.30724468,36.94566524,9.5,3,-33.70000076,264.9,0.03830723,8.88727665,3.02627087,-0.02587513,-,17.25490189,-0.04264196,-,-,62.59999847,14.63674355,1616,-,-110.5643082,36.94566345,-76.30724335,12.15686321,21.25089455,21.12662125,10.73076057
Thu Nov 09 13:03:11 EST 2017,03:10.8,-76.30746232,36.94565155,10.25,4,-33.20000076,263,0.19153613,9.00219822,2.94965649,-0.01514292,-,20.7843132,-0.01546231,-,-,62.59999847,15.34786892,1684,-,-108.9238892,36.94565201,-76.3074646,10.58823586,22.9285965,21.74799156,11.99454784
Thu Nov 09 13:03:13 EST 2017,03:12.8,-76.30769357,36.94562965,10.25,3,-34.29999924,265.4,0.30645782,8.77235508,3.29442143,-0.02528429,-,20.7843132,-0.04395778,-,-,62.59999847,16.09916306,1795,-,-112.5328064,36.94562912,-76.30769348,11.76470566,22.9285965,23.61210442,33.00965118
Thu Nov 09 13:03:15 EST 2017,03:14.9,-76.30793686,36.94561909,10.75,4,-34.79999924,266.1,-0.22984336,8.81066227,3.02627087,-0.01047325,-,17.64705849,-0.02914166,-,-,62.59999847,16.82880402,1454,-,-114.1732254,36.94561768,-76.30793762,9.01960754,24.04706573,24.85484695,32.81996155
Thu Nov 09 13:03:17 EST 2017,03:16.9,-76.30818087,36.94560959,11.25,4,-35.29999924,266.5,0.34476504,8.6957407,3.29442143,-0.03245097,-,17.64705849,-0.01735488,-,-,62.59999847,17.44619179,1454,-,-115.8136444,36.94561005,-76.30818176,9.01960754,25.16553307,24.85484695,32.81996155
Thu Nov 09 13:03:20 EST 2017,03:19.1,-76.30856075,36.94558707,11.25,4,-34.79999924,266.1,0.2681506,8.50420475,3.48595762,-0.04370624,-,16.86274529,-0.03416833,-,-,60.79999924,17.97538185,1458,-,-114.1732254,36.94558716,-76.30856323,9.4117651,25.16553307,24.85484695,-
Thu Nov 09 13:03:22 EST 2017,03:21.3,-76.3088109,36.94558078,11.25,4,-34.40000153,266.3,-0.15322891,8.77235508,3.86903,-0.01815586,-,15.68627453,-0.0222039,-,-,60.79999924,18.43401146,1423,-,-112.8609009,36.94557953,-76.30880737,6.66666698,25.16553307,24.85484695,-
Thu Nov 09 13:03:24 EST 2017,03:23.7,-76.30905141,36.94557489,10.75,4,-34.70000076,265.8,-0.03830723,9.11711979,3.67749381,-0.00301233,-,16.07843208,-0.01184228,-,-,60.79999924,18.75764275,1356,-,-113.8451462,36.94557571,-76.30905151,6.27450991,24.04706573,23.61210442,-
Thu Nov 09 13:03:26 EST 2017,03:25.9,-76.30928646,36.94556243,10.25,4,-34.59999847,265.8,-0.11492168,8.88727665,3.40934324,-0.01061463,-,16.86274529,-0.03940396,-,-,60.79999924,19.00664902,1328,-,-113.5170593,36.94556427,-76.30928802,7.45098066,22.9285965,22.9907341,-
Thu Nov 09 13:03:29 EST 2017,03:28.1,-76.30964352,36.94552969,10.5,4,-35.29999924,265.5,0.34476504,9.34696388,3.67749381,-0.000255,-,15.68627453,0.02484552,-,-,60.79999924,19.22798729,1324,-,-115.8136444,36.94552994,-76.30964661,5.88235283,23.48783112,22.9907341,-
Thu Nov 09 13:03:31 EST 2017,03:30.3,-76.30987143,36.94550581,10.5,4,-35.70000076,265.4,0.19153613,8.42759037,3.67749381,-0.02939674,-,14.90196133,-0.06216634,-,-,60.79999924,19.42602539,1325,-,-117.1259842,36.94550705,-76.30986786,5.09803915,23.48783112,22.9907341,-
Thu Nov 09 13:03:33 EST 2017,03:32.5,-76.31009277,36.94548589,10.25,5,-37,265.5,0.65122288,8.31266785,3.86903,-0.04399109,-,16.47058868,-0.06267097,-,-,60.79999924,19.54212379,1292,-,-121.3910751,36.94548416,-76.31008911,7.84313726,22.9285965,21.74799156,-
Thu Nov 09 13:03:35 EST 2017,03:34.5,-76.31031162,36.94548292,10,4,-36.79999924,266.8,-0.49799395,9.15542698,3.86903,0.03345925,-,16.47058868,0.02454766,-,-,60.79999924,19.6471653,1298,-,-120.7349091,36.94548416,-76.31031036,5.09803915,22.36936378,21.74799156,-
Thu Nov 09 13:03:37 EST 2017,03:36.8,-76.31052546,36.94547321,9.5,4,-37.29999924,266.3,0.03830723,9.19373417,3.29442143,0.01453912,-,14.50980377,-0.00412079,-,-,60.79999924,19.74265862,1243,-,-122.3753281,36.94547272,-76.31052399,5.09803915,21.25089455,21.74799156,-
Thu Nov 09 13:03:39 EST 2017,03:38.8,-76.31073082,36.94546236,9.5,4,-38,265.7,-0.07661445,8.61912632,3.33272886,-0.03896785,-,14.50980377,-0.05764603,-,-,60.79999924,19.80282974,1220,-,-124.6719132,36.94546127,-76.31072998,7.05882359,21.25089455,21.12662125,-
Thu Nov 09 13:03:41 EST 2017,03:41.0,-76.31094693,36.9454486,9.5,5,-38.20000076,264.9,0.11492168,8.46589756,3.56257224,-0.00872583,-,14.50980377,-0.06332225,-,-,60.79999924,19.88387871,1246,-,-125.3280869,36.94544983,-76.3109436,4.70588255,21.25089455,21.74799156,16.78133011
Thu Nov 09 13:03:43 EST 2017,03:43.0,-76.31116395,36.94544348,9.75,4,-37.90000153,265.4,0.45968673,8.65743351,3.48595762,-0.03587659,-,14.50980377,-0.05126363,-,-,60.79999924,19.90873337,1189,-,-124.3438339,36.9454422,-76.31116486,6.66666698,21.81012726,20.50524902,16.78133011
Thu Nov 09 13:03:46 EST 2017,03:45.1,-76.31146724,36.94541233,8.75,4,-36.90000153,265.3,0.34476504,8.73404789,4.67348194,-0.00577879,-,14.50980377,0.01072286,-,-,60.79999924,19.90777588,1092,-,-121.0629959,36.94541168,-76.31147003,3.92156863,19.5731926,19.88387871,-
Thu Nov 09 13:03:48 EST 2017,03:47.2,-76.31161933,36.94541824,6.5,4,-36.90000153,275.6,3.29442143,8.96389103,3.14119267,0.00204268,-,16.07843208,-0.01623748,-,-,60.79999924,19.69976807,1177,-,-121.0629959,36.94541931,-76.31162262,6.27450991,14.54008579,14.29153728,-
Thu Nov 09 13:03:50 EST 2017,03:49.4,-76.31174293,36.94544347,5.5,5,-36.29999924,288.7,2.79642749,8.42759037,2.14520478,-0.04981875,-,22.35294151,-0.06500171,-,-,60.79999924,19.4844265,1208,-,-119.0944824,36.9454422,-76.31174469,14.11764717,12.30314922,13.67016602,-
Thu Nov 09 13:03:52 EST 2017,03:51.6,-76.31176358,36.94563027,8,3,-35.70000076,351.8,-0.19153613,8.84896946,3.14119267,-0.01041225,-,22.35294151,-0.04229138,-,-,60.79999924,19.43391991,1394,-,-117.1259842,36.94562912,-76.31175995,10.98039246,17.89549065,18.01976395,70.73106384
Thu Nov 09 13:03:54 EST 2017,03:53.7,-76.31178394,36.94578933,8.75,4,-34.79999924,357.2,0.03830723,9.53849983,3.48595762,0.05423003,-,20.7843132,0.03558364,-,-,60.79999924,19.4696312,1566,-,-114.1732254,36.94578934,-76.31178284,12.54901981,19.5731926,20.50524902,52.359375
Thu Nov 09 13:03:56 EST 2017,03:56.0,-76.31180791,36.94597075,9.75,4,-34.79999924,354,-0.38307226,9.19373417,3.02627087,-0.00838578,-,20.3921566,-0.0122439,-,-,60.79999924,19.54312515,1671,-,-114.1732254,36.94597244,-76.31180573,10.58823586,21.81012726,21.74799156,21.9582653
Thu Nov 09 13:03:59 EST 2017,03:58.3,-76.3118386,36.94623893,10,3,-33.5,356.2,-0.15322891,8.54251194,3.14119267,-0.05306673,-,17.64705849,-0.07174973,-,-,60.79999924,19.63144684,1709,-,-109.9081345,36.94623947,-76.31183624,7.05882359,22.36936378,22.36936378,11.13639641
Thu Nov 09 13:04:01 EST 2017,04:00.4,-76.31184949,36.94641181,9.75,3,-34.70000076,355.9,0.15322891,9.30865574,3.14119267,0.02058619,-,17.64705849,-0.07625653,-,-,60.79999924,19.69558334,1652,-,-113.8451462,36.94641113,-76.3118515,12.94117641,21.81012726,21.74799156,11.13639641
Thu Nov 09 13:04:03 EST 2017,04:02.5,-76.31186144,36.9465876,10,3,-34.59999847,355.5,0.80445176,7.69975281,3.29442143,-0.12335742,-,17.64705849,0.05995502,-,-,60.79999924,19.77422523,1726,-,-113.5170593,36.94658661,-76.31185913,10.1960783,22.36936378,22.36936378,11.19339848
Thu Nov 09 13:04:05 EST 2017,04:04.6,-76.31188326,36.9467758,10.5,4,-34.09999847,353.8,0.07661445,8.65743351,3.86903,-0.03005281,-,16.47058868,-0.03300783,-,-,60.79999924,19.84837151,1712,-,-111.8766327,36.94677734,-76.31188202,6.66666698,23.48783112,22.36936378,11.19339848
Thu Nov 09 13:04:07 EST 2017,04:06.6,-76.3118879,36.94694127,9,3,-33.59999847,356.2,-0.07661445,8.84896946,3.83072281,0.00465894,-,16.47058868,-0.02420343,-,-,60.79999924,19.8666172,1566,-,-110.2362137,36.94694138,-76.31188965,5.88235283,20.13242531,20.50524902,-
Thu Nov 09 13:04:09 EST 2017,04:08.7,-76.31190244,36.94710056,8.5,3,-34.20000076,356.2,0.19153613,8.61912632,4.06056595,-0.01213007,-,14.90196133,-0.02824621,-,-,60.79999924,19.83349609,1456,-,-112.2047272,36.94710159,-76.31190491,5.09803915,19.01395798,18.64113617,-
Thu Nov 09 13:04:11 EST 2017,04:10.7,-76.31191855,36.94724373,7.5,3,-33.90000153,355.7,0.19153613,8.88727665,3.94564438,-0.00230978,-,14.90196133,-0.00825859,-,-,60.79999924,19.72035789,1185,-,-111.2204742,36.94724274,-76.31192017,4.31372547,16.77702141,15.53427982,-
Thu Nov 09 13:04:13 EST 2017,04:12.8,-76.31193222,36.94735668,6,3,-33.09999847,356.1,0.45968673,8.1211319,4.55855989,-0.03049988,-,14.90196133,-0.02274245,-,-,60.79999924,19.54929352,1021,-,-108.5957947,36.94735718,-76.31193542,3.92156863,13.42161655,13.04879475,-
Thu Nov 09 13:04:16 EST 2017,04:15.0,-76.31194758,36.94748807,4,3,-33,356.2,0.49799395,8.61912632,3.94564438,-0.00829615,-,13.72549057,-0.03204575,-,-,60.79999924,19.29357529,841,-,-108.2677155,36.94748688,-76.31195068,3.92156863,8.94774532,9.32056808,-
Thu Nov 09 13:04:18 EST 2017,04:17.1,-76.31194884,36.94754295,2.5,3,-33.40000153,2,-0.15322891,9.19373417,3.79241538,0.01862406,-,13.72549057,0.01764378,-,-,60.79999924,18.97455406,848,-,-109.5800552,36.9475441,-76.31195068,3.92156863,5.59234095,6.21371174,-
Thu Nov 09 13:04:20 EST 2017,04:19.1,-76.31194158,36.94756822,1.5,4,-33,11.6,0.11492168,8.77235508,3.75410819,-0.01167843,-,13.72549057,-0.02692811,-,-,60.79999924,18.61154747,1233,-,-108.2677155,36.94756699,-76.31194305,4.31372547,3.35540414,3.72822714,-
Thu Nov 09 13:04:22 EST 2017,04:21.2,-76.31193758,36.94757122,0,3,-32.90000153,0,0.03830723,8.88727665,3.33272886,-0.01344723,-,13.72549057,-0.03071461,-,-,60.79999924,18.61154747,688,-,-107.9396362,36.9475708,-76.31193542,4.31372547,0,0,-
Thu Nov 09 13:04:24 EST 2017,04:23.4,-76.31193223,36.94756997,0,3,-32.70000076,0,-0.07661445,9.38527107,1.57059634,-0.01096034,-,19.2156868,-0.02962894,-,-,60.79999924,18.61154747,717,-,-107.2834702,36.9475708,-76.31193542,8.23529434,0,0,-
Thu Nov 09 13:04:26 EST 2017,04:25.6,-76.31193027,36.94760098,2.25,4,-31.20000076,21.3,1.83874691,9.95987892,1.37906015,0.01307198,-,23.52941132,0.04231751,-,-,60.79999924,18.30877495,1579,-,-102.3622055,36.94760132,-76.3119278,15.68627453,5.03310633,5.59234095,27.64378166
Thu Nov 09 13:04:28 EST 2017,04:27.7,-76.31185063,36.94764171,4.5,4,-31.79999924,59.2,-0.2681506,8.46589756,2.06859016,0.02858452,-,23.52941132,-0.05068481,-,-,60.79999924,18.16098404,1775,-,-104.3307037,36.94764328,-76.3118515,16.07843208,10.06621265,11.80605221,56.31047821
Thu Nov 09 13:04:31 EST 2017,04:30.1,-76.31159468,36.9476563,8.25,3,-30.20000076,87.5,-0.30645782,8.96389103,3.06457806,-0.01481932,-,23.52941132,-0.03642226,-,-,60.79999924,18.14403915,1743,-,-99.08136749,36.94765472,-76.3115921,16.07843208,18.45472336,17.39839363,81.9835968
Thu Nov 09 13:04:33 EST 2017,04:32.1,-76.31138222,36.94766958,9.25,4,-30,87.2,-0.22984336,9.04050541,3.33272886,-0.01011726,-,23.52941132,-0.02431289,-,-,60.79999924,18.19536972,1600,-,-98.42519379,36.94766998,-76.31137848,9.8039217,20.69165993,20.50524902,50.0680542
Thu Nov 09 13:04:35 EST 2017,04:34.1,-76.31115605,36.94767805,10,4,-30,85.6,0,8.61912632,4.13718033,-0.01473388,-,23.52941132,-0.02508734,-,-,60.79999924,18.28417778,1695,-,-98.42519379,36.94767761,-76.31115723,7.05882359,22.36936378,22.36936378,38.06540298
Thu Nov 09 13:04:37 EST 2017,04:36.2,-76.31093063,36.94768824,10,4,-29.89999962,86.4,-0.15322891,9.00219822,3.17949986,-0.01259884,-,23.52941132,-0.03977732,-,-,60.79999924,18.35634041,1705,-,-98.09711456,36.94768906,-76.31092834,11.76470566,22.36936378,21.74799156,38.06540298
Thu Nov 09 13:04:39 EST 2017,04:38.4,-76.3106965,36.94769942,10.5,4,-30.60000038,86.3,0.30645782,8.81066227,3.37103605,-0.0179489,-,21.17647171,-0.08100118,-,-,60.79999924,18.4509201,1766,-,-100.3936997,36.9477005,-76.31069946,14.11764717,23.48783112,22.9907341,24.96963692
Thu Nov 09 13:04:41 EST 2017,04:40.6,-76.31044554,36.94771294,11,4,-31.20000076,86.5,-0.03830723,8.38928318,3.21780705,-0.06506616,-,19.6078434,-0.08375322,-,-,60.79999924,18.57899857,1432,-,-102.3622055,36.94771194,-76.31044769,10.58823586,24.60629845,24.85484695,44.76654434
Thu Nov 09 13:04:43 EST 2017,04:42.7,-76.3101931,36.94772895,11.5,5,-31.39999962,86.4,0.11492168,8.38928318,3.79241538,-0.04243004,-,15.29411793,0.00071691,-,-,60.79999924,18.72642136,1486,-,-103.0183716,36.9477272,-76.31019592,5.88235283,25.72476578,26.09758949,29.6701889
Thu Nov 09 13:04:45 EST 2017,04:44.9,-76.30993959,36.94775265,11.25,5,-30.79999924,85.4,-0.11492168,9.0788126,3.60087943,-0.01199152,-,15.29411793,-0.00399051,-,-,60.79999924,18.84427643,1433,-,-101.0498657,36.94775391,-76.30993652,9.4117651,25.16553307,24.85484695,29.6701889
Thu Nov 09 13:04:48 EST 2017,04:47.1,-76.30956757,36.94777042,10.75,4,-31.89999962,86.1,0.45968673,8.73404789,3.63918662,-0.01486798,-,15.29411793,-0.05656981,-,-,60.79999924,18.94595909,1397,-,-104.6587906,36.94776917,-76.30957031,5.49019623,24.04706573,24.23347664,-
Thu Nov 09 13:04:50 EST 2017,04:49.3,-76.30933783,36.94776967,10,4,-31.89999962,86.6,-0.07661445,8.92558384,3.60087943,0.00012904,-,14.50980377,-0.01853574,-,-,60.79999924,19.00935555,1259,-,-104.6587906,36.94776917,-76.30934143,4.70588255,22.36936378,22.36936378,-
Thu Nov 09 13:04:52 EST 2017,04:51.5,-76.30912573,36.94777621,9.25,4,-30.60000038,86.8,0,9.11711979,3.21780705,-0.0224006,-,19.2156868,-0.07343619,-,-,60.79999924,19.03655434,1186,-,-100.3936997,36.94777679,-76.30912781,9.4117651,20.69165993,20.50524902,-
Thu Nov 09 13:04:54 EST 2017,04:53.6,-76.30890394,36.94778832,9.75,3,-30.29999924,86.7,0.07661445,8.6957407,3.63918662,-0.02005738,-,14.50980377,-0.02389855,-,-,60.79999924,19.08497238,1250,-,-99.40944672,36.94778824,-76.30890656,5.09803915,21.81012726,21.74799156,31.18144608
Thu Nov 09 13:04:56 EST 2017,04:55.6,-76.30868703,36.94779826,9.75,4,-30.39999962,86.5,0,8.84896946,3.02627087,-0.01318198,-,14.50980377,-0.04308036,-,-,60.79999924,19.12079048,1220,-,-99.73753357,36.94779968,-76.3086853,7.05882359,21.81012726,21.12662125,31.18144608
Thu Nov 09 13:04:58 EST 2017,04:57.8,-76.30848,36.94781111,9.5,4,-30.39999962,86.3,0.03830723,8.65743351,3.40934324,-0.03251529,-,16.86274529,-0.06914792,-,-,60.79999924,19.15537453,1222,-,-99.73753357,36.94781113,-76.30847931,7.45098066,21.25089455,21.12662125,-
Thu Nov 09 13:05:00 EST 2017,05:00.0,-76.30826889,36.94783065,9.75,4,-30.20000076,86.4,-0.22984336,9.42357826,3.37103605,0.03949136,-,18.4313736,-0.04809248,-,-,60.79999924,19.19931793,1252,-,-99.08136749,36.9478302,-76.30826569,9.4117651,21.81012726,21.74799156,14.3958149
Thu Nov 09 13:05:03 EST 2017,05:02.2,-76.30793269,36.94783964,10.5,4,-30.89999962,86,0.38307226,8.77235508,3.52426481,-0.0165174,-,18.8235302,-0.03518788,-,-,60.79999924,19.26250648,1416,-,-101.3779526,36.94783783,-76.30792999,10.98039246,23.48783112,22.9907341,28.2921505
Thu Nov 09 13:05:05 EST 2017,05:04.2,-76.30768897,36.94785424,11,5,-30.60000038,85.9,0.34476504,9.04050541,3.25611424,-0.00085837,-,18.8235302,-0.01952347,-,-,60.79999924,19.34399796,1401,-,-100.3936997,36.94785309,-76.30768585,10.98039246,24.60629845,24.23347664,28.89873505
Thu Nov 09 13:05:07 EST 2017,05:06.4,-76.30743206,36.94784935,11.5,4,-30.29999924,89.2,0.15322891,8.58081913,3.60087943,-0.03227413,-,16.47058868,-0.0507169,-,-,60.79999924,19.44290543,1456,-,-99.40944672,36.94784927,-76.30743408,5.88235283,25.72476578,25.47621918,33.99232864
Thu Nov 09 13:05:09 EST 2017,05:08.6,-76.30718198,36.94786354,11,4,-30.29999924,88.6,0.07661445,8.6957407,4.09887314,-0.00101388,-,15.29411793,-0.03521951,-,-,60.79999924,19.51894569,1427,-,-99.40944672,36.94786453,-76.30718231,5.49019623,24.60629845,24.23347664,33.99232864
Thu Nov 09 13:05:11 EST 2017,05:10.9,-76.30693574,36.9478892,10.5,3,-29.60000038,87.3,0.15322891,8.58081913,4.175488,0.00097517,-,14.50980377,-0.01386726,-,-,60.79999924,19.5731926,1321,-,-97.11286163,36.94788742,-76.30693817,4.70588255,23.48783112,22.9907341,-
Thu Nov 09 13:05:14 EST 2017,05:13.1,-76.30662693,36.94790052,8.5,4,-29.39999962,86.6,0.19153613,8.08282471,4.02225876,-0.06047457,-,14.11764717,-0.03392342,-,-,60.79999924,19.56841278,1101,-,-96.45669556,36.94789886,-76.30662537,3.92156863,19.01395798,19.26250648,-
Thu Nov 09 13:05:16 EST 2017,05:15.3,-76.30646069,36.94790815,7,3,-29,86.7,0.11492168,8.58081913,4.06056595,-0.05332448,-,14.11764717,-0.10703091,-,-,60.79999924,19.50728989,1203,-,-95.14435577,36.94790649,-76.30645752,4.31372547,15.65855312,15.53427982,-
Thu Nov 09 13:05:18 EST 2017,05:17.4,-76.30633511,36.9479183,5,4,-28.79999924,86.8,0.07661445,8.6957407,3.63918662,-0.00539533,-,14.11764717,-0.02429725,-,-,60.79999924,19.37379646,908,-,-94.4881897,36.94791794,-76.30633545,3.52941179,11.18468189,10.56331062,-
Thu Nov 09 13:05:20 EST 2017,05:19.7,-76.30626128,36.94791873,3,4,-28.29999924,87,0.9576807,8.42759037,4.55855989,0.00057191,-,13.33333397,-0.04545129,-,-,60.79999924,19.18026733,793,-,-92.84776306,36.94791794,-76.30625916,3.52941179,6.71080828,6.21371174,-
Thu Nov 09 13:05:22 EST 2017,05:21.9,-76.30621867,36.94791515,1.5,4,-27.89999962,90.4,-0.2681506,9.69172859,0.8810662,0.00903988,-,19.6078434,-0.0072667,-,-,60.79999924,18.92930794,655,-,-91.53543091,36.94791412,-76.30622101,7.84313726,3.35540414,1.86411357,-
Thu Nov 09 13:05:25 EST 2017,05:24.1,-76.30616521,36.94789623,2.75,4,-27.70000076,109.5,2.10689759,9.42357826,1.72382522,0.01888728,-,24.70588303,0.00022892,-,-,60.79999924,18.73877907,1463,-,-90.87926483,36.94789505,-76.3061676,16.47058868,6.15157461,5.59234095,19.53106689
Thu Nov 09 13:05:27 EST 2017,05:26.3,-76.3060786,36.94781916,5.75,4,-29.10000038,145.3,0.99598789,9.11711979,1.8770541,-0.00691124,-,26.27450943,-0.01945338,-,-,60.79999924,18.64988708,1864,-,-95.47244263,36.94781876,-76.30607605,18.4313736,12.86238289,12.42742348,62.34037781
Thu Nov 09 13:05:31 EST 2017,05:30.7,-76.30605286,36.94750819,9.25,4,-28.89999962,176.9,-0.19153613,8.73404789,3.02627087,-0.03489624,-,26.27450943,-0.05722513,-,-,60.79999924,18.64988708,1521,-,-94.81626892,36.94750977,-76.30605316,18.4313736,20.69165993,20.50524902,62.34037781
Thu Nov 09 13:05:33 EST 2017,05:33.0,-76.30603013,36.94733481,9.75,4,-28.79999924,174.5,0.07661445,8.92558384,3.10288548,-0.00184198,-,26.27450943,-0.02157209,-,-,60.79999924,18.68428612,1621,-,-94.4881897,36.94733429,-76.30603027,18.4313736,21.81012726,21.12662125,-
Thu Nov 09 13:05:36 EST 2017,05:35.4,-76.30600993,36.94708428,9.25,4,-29.60000038,176.1,0.34476504,8.88727665,4.5202527,0.0201149,-,14.90196133,0.00009923,-,-,60.79999924,18.71774292,1612,-,-97.11286163,36.94708252,-76.30600739,5.49019623,20.69165993,21.12662125,-
Thu Nov 09 13:05:38 EST 2017,05:37.4,-76.30599966,36.94695239,7,4,-30.39999962,176,-0.15322891,9.23204136,2.56658411,-0.01187657,-,14.90196133,-0.02276591,-,-,60.79999924,18.66632652,1110,-,-99.73753357,36.94695282,-76.30599976,12.15686321,15.65855312,14.91290855,-
Thu Nov 09 13:05:40 EST 2017,05:39.5,-76.30599248,36.94682154,7.25,3,-31.39999962,175.7,0.38307226,8.84896946,3.56257224,-0.00782162,-,14.90196133,-0.02648914,-,-,60.79999924,18.64113617,1382,-,-103.0183716,36.94682312,-76.30599213,5.49019623,16.21778679,16.77702141,32.31262589
Thu Nov 09 13:05:42 EST 2017,05:41.5,-76.30598153,36.94667873,7.75,3,-32,177.2,0,9.00219822,4.36702394,0.03893083,-,14.90196133,0.04902996,-,-,60.79999924,18.61660767,1270,-,-104.9868774,36.94667816,-76.3059845,5.09803915,17.33625603,16.77702141,32.31262589
Thu Nov 09 13:05:44 EST 2017,05:43.6,-76.30598995,36.94654513,7.25,4,-32.20000076,182.5,0.07661445,7.81467438,5.20978308,-0.00155579,-,14.50980377,-0.04224358,-,-,60.79999924,18.58464622,1244,-,-105.6430435,36.94654465,-76.30599213,4.70588255,16.21778679,16.15565109,-
Thu Nov 09 13:05:46 EST 2017,05:45.7,-76.30598782,36.94643344,6,4,-32.90000153,177.4,-0.22984336,8.88727665,2.60489154,-0.03665602,-,20.7843132,-0.06722382,-,-,60.79999924,18.4977417,944,-,-107.9396362,36.94643402,-76.3059845,8.62745094,13.42161655,11.80605221,-
