GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Tue Oct 24 17:59:30 EDT 2017,59:30.5,-76.01355945,36.76853743,0,4,-29.5,0,-0.5363012,3.75410819,8.92558384,0.00815841,-,18.03921509,-0.01110135,-,-,78.80000305,34.83821106,1105,-,-96.78477478,36.76853561,-76.01355743,11.37254906,0,3.10685587,14.55532551
Tue Oct 24 17:59:32 EDT 2017,59:32.2,-76.01352941,36.76852891,1.5,4,-29.70000076,111.2,0.72783732,3.40934324,9.46188545,0.04689819,-,14.11764717,0.02824942,-,-,78.80000305,34.68582916,1108,-,-97.44094849,36.76852798,-76.01352692,4.31372547,3.35540414,4.97096968,14.34490967
Tue Oct 24 17:59:34 EDT 2017,59:34.0,-76.01348139,36.76851823,2.25,5,-29.89999962,106,-0.15322891,4.21379519,8.42759037,-0.02039063,-,14.50980377,-0.03906243,-,-,78.80000305,34.51921844,651,-,-98.09711456,36.76851654,-76.01348114,5.09803915,5.03310633,1.86411357,14.34490967
Tue Oct 24 17:59:36 EDT 2017,59:35.7,-76.01346528,36.76852704,0,4,-29.60000038,0,0.15322891,3.94564438,8.73404789,0.00681362,-,14.50980377,-0.00699775,-,-,78.80000305,34.51921844,694,-,-97.11286163,36.76852798,-76.01346588,4.70588255,0,0,-
Tue Oct 24 17:59:37 EDT 2017,59:37.6,-76.01346828,36.76853095,0,4,-29.79999924,0,-0.2681506,3.37103605,9.15542698,0.01390326,-,14.50980377,-0.01119394,-,-,78.80000305,34.51921844,677,-,-97.76902771,36.7685318,-76.01346588,4.70588255,0,0,-
Tue Oct 24 17:59:39 EDT 2017,59:39.3,-76.01346747,36.76853449,0.25,9,-29.70000076,96.1,0.2681506,1.68551803,8.38928318,-0.10830587,-,14.50980377,-0.12700769,-,-,78.80000305,34.34801865,678,-,-97.44094849,36.76853561,-76.01346588,4.70588255,0.55923408,0.62137121,0.9546538
Tue Oct 24 17:59:41 EDT 2017,59:41.0,-76.01345991,36.76853305,0.25,10,-29.5,96.1,-0.15322891,2.94965649,9.50019264,0.03314358,-,14.50980377,0.01449011,-,-,78.80000305,34.34801865,677,-,-96.78477478,36.7685318,-76.01345825,4.70588255,0.55923408,0,0.9546538
Tue Oct 24 17:59:43 EDT 2017,59:42.8,-76.01345462,36.76852828,0.25,11,-29.10000038,96.1,0.03830723,3.37103605,9.00219822,-0.00110728,-,14.11764717,0.00089981,-,-,78.80000305,34.34801865,673,-,-95.47244263,36.76852798,-76.01345825,4.31372547,0.55923408,0,-
Tue Oct 24 17:59:44 EDT 2017,59:44.5,-76.01345188,36.76852416,0.25,10,-28.89999962,96.1,0.5363012,6.09084892,8.19774628,0.05257839,-,21.96078491,0.04285165,-,-,78.80000305,34.34801865,661,-,-94.81626892,36.76852417,-76.01345062,10.1960783,0.55923408,0,-
Tue Oct 24 17:59:46 EDT 2017,59:46.2,-76.01345393,36.76851502,0.25,10,-30.70000076,96.1,-0.11492168,2.94965649,9.34696388,-0.00250137,-,14.90196133,-0.00047308,-,-,78.80000305,34.20663834,1679,-,-100.7217865,36.76851654,-76.01345062,6.66666698,0.55923408,6.21371174,40.82831192
Tue Oct 24 17:59:48 EDT 2017,59:47.9,-76.01344516,36.76850544,0.5,10,-31.20000076,96.1,0.57460839,2.79642749,9.23204136,-0.01545681,-,14.11764717,-0.01461027,-,-,78.80000305,34.06978226,851,-,-102.3622055,36.7685051,-76.01344299,4.70588255,1.11846817,6.83508301,8.85049438
Tue Oct 24 17:59:50 EDT 2017,59:49.7,-76.01341229,36.76849053,1.25,10,-30.79999924,116.6,0.5363012,4.32871675,8.81066227,0.0211646,-,18.8235302,0.00250693,-,-,78.80000305,33.91573715,624,-,-101.0498657,36.76848984,-76.01341248,8.23529434,2.79617047,3.10685587,8.85049438
Tue Oct 24 17:59:51 EDT 2017,59:51.5,-76.01339512,36.76847892,1.5,10,-30.79999924,123.8,0.61291564,6.32069254,8.35097599,0.08844095,-,30.98039246,0.04405808,-,-,78.80000305,33.77859879,1613,-,-101.0498657,36.76847839,-76.01339722,21.17647171,3.35540414,6.21371174,20.17517662
Tue Oct 24 17:59:53 EDT 2017,59:53.3,-76.01332499,36.76841104,5.5,9,-30.10000038,142,2.18351197,5.70777702,7.69975281,0.02105802,-,49.01960754,0.00240038,-,-,78.80000305,33.69178772,2286,-,-98.75328064,36.76840973,-76.01332855,43.13725662,12.30314922,16.15565109,121.4770279
Tue Oct 24 17:59:55 EDT 2017,59:55.1,-76.01326359,36.76819603,9.25,10,-29.89999962,171.9,0.5363012,4.71178913,8.23605347,-0.0036483,-,53.72549057,-0.03088783,-,-,80.59999847,33.64542389,1994,-,-98.09711456,36.76819611,-76.01325989,49.41176605,20.69165993,24.23347664,165.3953705
Tue Oct 24 17:59:57 EDT 2017,59:56.9,-76.0133553,36.76796168,13.25,10,-29.5,192.2,0.45968673,4.02225876,9.76834297,0.03486067,-,35.68627548,0.07825237,-,-,80.59999847,33.63891602,2428,-,-96.78477478,36.76796341,-76.01335907,32.54901886,29.6394043,32.31130219,178.4332886
Tue Oct 24 17:59:59 EDT 2017,59:58.7,-76.01346193,36.76769098,16,11,-29.89999962,196,-4.78840351,3.25611424,5.05655384,-0.19734651,-,27.05882454,0.05063603,-,-,80.59999847,33.6626358,2249,-,-98.09711456,36.76769257,-76.01345825,20,35.79098129,38.52501297,177.5512848
Tue Oct 24 18:00:00 EDT 2017,00:00.5,-76.0135347,36.76751959,18,9,-31.10000038,198.8,0.30645782,-2.33674097,9.61511421,0.04771181,-,22.74509811,0.0094917,-,-,80.59999847,33.69512939,1867,-,-102.0341187,36.7675209,-76.01353455,14.50980377,40.26485062,40.38912582,69.96083832
Tue Oct 24 18:00:02 EDT 2017,00:02.3,-76.01366284,36.76719902,18.75,3,-32,198.4,-0.11492168,-2.79642749,9.69172859,0.04731351,-,20,0.02866479,-,-,80.59999847,33.73627472,1818,-,-104.9868774,36.76720047,-76.01366425,12.15686321,41.94255447,42.25324249,72.87075043
Tue Oct 24 18:00:04 EDT 2017,00:04.1,-76.01380372,36.76687827,19,4,-34.59999847,198.7,1.03429508,-2.22181916,9.6534214,0.05540596,-,24.70588303,0.01560246,-,-,80.59999847,33.77702332,1840,-,-113.5170593,36.76688004,-76.01380157,13.72549057,42.50178909,42.25324249,72.87075043
Tue Oct 24 18:00:06 EDT 2017,00:05.9,-76.01395293,36.76655336,19.5,3,-34.40000153,200.1,0.8810662,-2.41335535,9.88326454,0.05995125,-,23.13725471,0.04130691,-,-,80.59999847,33.82330704,1947,-,-112.8609009,36.76655197,-76.01395416,14.90196133,43.62025452,43.49598312,46.41297531
Tue Oct 24 18:00:07 EDT 2017,00:07.8,-76.01403788,36.76639252,20,4,-34.20000076,202.2,1.07260239,-2.83473492,9.61511421,0.07995222,-,20,0.13980867,-,-,80.59999847,33.87503433,1987,-,-112.2047272,36.76639175,-76.01403809,12.15686321,44.73872757,44.73872757,46.49624252
Tue Oct 24 18:00:10 EDT 2017,00:09.8,-76.01431764,36.76588684,20.5,5,-33.40000153,205.3,0.65122288,-2.98796368,9.57680702,0.04379314,-,22.74509811,0.00421785,-,-,80.59999847,33.93214417,2081,-,-109.5800552,36.76588821,-76.01432037,14.90196133,45.85719299,45.9814682,40.34828186
Tue Oct 24 18:00:12 EDT 2017,00:11.9,-76.01453603,36.76554755,21.25,4,-35.09999847,209,0.22984336,-2.87304211,10.0364933,0.04990321,-,22.74509811,0.05332667,-,-,80.59999847,33.99746323,1697,-,-115.1574783,36.76554871,-76.014534,14.90196133,47.53489685,47.84558105,40.34828186
Tue Oct 24 18:00:14 EDT 2017,00:13.7,-76.01479259,36.76520687,21.25,4,-36.70000076,210.3,-0.34476504,-3.14119267,9.46188545,0.04022552,-,19.6078434,0.03297234,-,-,80.59999847,34.06217575,1676,-,-120.4068298,36.76520538,-76.0147934,10.58823586,47.53489685,47.84558105,-
Tue Oct 24 18:00:16 EDT 2017,00:15.5,-76.01502738,36.76486489,21.25,4,-36,207.1,0.34476504,-3.14119267,8.6957407,-0.03786778,29.91900063,16.47058868,0.03163469,-,-,78.80000305,34.12339401,1648,-,-118.1102371,36.76486588,-76.01502991,6.66666698,47.53489685,47.22420883,-
Tue Oct 24 18:00:17 EDT 2017,00:17.5,-76.01513178,36.7646995,21,4,-36.29999924,205.5,0.45968673,-3.60087943,9.42357826,0.04841763,29.91900063,15.29411793,-0.06014288,-,-,78.80000305,34.1811676,1615,-,-119.0944824,36.76469803,-76.01512909,5.88235283,46.97566223,46.60284042,-
Tue Oct 24 18:00:19 EDT 2017,00:19.3,-76.01531309,36.76436679,20,5,-35.70000076,204.1,0.15322891,-5.09486103,8.77235508,0.06250323,29.91900063,14.50980377,0.05762029,-,-,78.80000305,34.21836853,1484,-,-117.1259842,36.76436615,-76.01531219,5.09803915,44.73872757,42.25324249,-
Tue Oct 24 18:00:21 EDT 2017,00:21.1,-76.01545178,36.76409283,16,4,-35.70000076,200.6,0.34476504,-5.55454779,9.19373417,0.11450809,29.91900063,14.11764717,0.03671017,-,-,78.80000305,34.21532059,1192,-,-117.1259842,36.76409149,-76.01544952,4.70588255,35.79098129,33.55404282,-
Tue Oct 24 18:00:23 EDT 2017,00:22.9,-76.01553978,36.76389087,11.5,4,-35.59999847,197.5,0.80445176,-6.20577097,8.81066227,0.10637137,29.91900063,13.33333397,0.0768363,-,-,78.80000305,34.15555573,854,-,-116.7978973,36.76388931,-76.01554108,3.52941179,25.72476578,21.12662125,-
Tue Oct 24 18:00:25 EDT 2017,00:24.7,-76.01557684,36.7638325,3.25,3,-36,197,0.61291564,-4.59686708,9.38527107,0.08612865,29.91900063,14.11764717,0.06432237,-,-,78.80000305,34.03701782,748,-,-118.1102371,36.76383209,-76.01557922,4.31372547,7.2700429,8.07782555,-
Tue Oct 24 18:00:26 EDT 2017,00:26.6,-76.01557658,36.76382456,0.75,3,-36.79999924,194,0.30645782,-2.87304211,9.46188545,0.03013953,-,14.50980377,0.00882646,-,-,78.80000305,34.03701782,651,-,-120.7349091,36.76382446,-76.01557922,4.70588255,1.67770207,0,-
Tue Oct 24 18:00:28 EDT 2017,00:28.4,-76.0155789,36.7638192,0,3,-36.09999847,0,0.30645782,-2.9113493,9.30865574,0.01371169,-,14.11764717,-0.01251427,-,-,78.80000305,34.03701782,678,-,-118.4383164,36.76382065,-76.01557922,4.31372547,0,0,-
Tue Oct 24 18:00:30 EDT 2017,00:30.2,-76.01557892,36.76381667,0,3,-35.90000153,0,0.19153613,-2.83473492,9.53849983,0.0317101,-,14.11764717,0.01488855,-,-,78.80000305,34.03701782,663,-,-117.7821579,36.76381683,-76.01557922,4.31372547,0,0,-
Tue Oct 24 18:00:32 EDT 2017,00:32.0,-76.01557966,36.7638149,0,3,-35.59999847,0,0.2681506,-2.79642749,9.61511421,0.03214596,-,13.72549057,0.0214601,-,-,78.80000305,34.03701782,683,-,-116.7978973,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:34 EDT 2017,00:33.8,-76.01558016,36.76381563,0,3,-35.59999847,0,0.2681506,-2.94965649,9.23204136,0.03552154,-,13.33333397,-0.01143321,-,-,78.80000305,34.03701782,662,-,-116.7978973,36.76381683,-76.01557922,3.52941179,0,0,-
Tue Oct 24 18:00:35 EDT 2017,00:35.6,-76.01558099,36.76381534,0,3,-35.5,0,0.2681506,-2.83473492,9.50019264,0.0299812,-,13.72549057,0.01618825,-,-,78.80000305,34.03701782,683,-,-116.4698181,36.76381683,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:37 EDT 2017,00:37.4,-76.01558193,36.76381412,0,3,-35.40000153,0,0.22984336,-2.83473492,9.53849983,0.03362459,-,13.72549057,0.00853147,-,-,78.80000305,34.03701782,662,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:39 EDT 2017,00:39.2,-76.01558215,36.7638142,0,3,-35.40000153,0,0.30645782,-2.83473492,9.50019264,0.03259603,-,13.33333397,0.01518169,-,-,78.80000305,34.03701782,660,-,-116.1417389,36.76381302,-76.01557922,3.52941179,0,0,-
Tue Oct 24 18:00:41 EDT 2017,00:41.0,-76.0155822,36.76381424,0,3,-35.40000153,0,0.2681506,-2.83473492,9.46188545,0.03090041,-,13.72549057,0.021363,-,-,78.80000305,34.03701782,669,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:43 EDT 2017,00:42.8,-76.0155822,36.76381422,0,3,-35.40000153,0,0.2681506,-2.79642749,9.61511421,0.03434107,-,13.72549057,0.0177112,-,-,78.80000305,34.03701782,659,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:44 EDT 2017,00:44.6,-76.0155822,36.76381422,0,3,-35.40000153,0,8.58081913,6.16746378,-8.35097599,0.39195985,-,13.72549057,0.37342888,-,-,80.59999847,34.03701782,663,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:46 EDT 2017,00:46.4,-76.01558223,36.76381422,0,3,-35.40000153,0,-0.38307226,4.75009632,7.81467438,-0.04796201,-,13.72549057,-0.06664325,-,-,80.59999847,34.03701782,665,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:48 EDT 2017,00:48.2,-76.01558219,36.76381422,0,3,-35.40000153,0,-1.49398184,5.47793341,8.15943909,0.01050144,-,13.72549057,0.01366242,-,-,80.59999847,34.03701782,652,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:50 EDT 2017,00:50.0,-76.01558219,36.76381422,0,3,-35.40000153,0,0.30645782,7.89128876,6.32069254,0.09188452,-,13.72549057,0.11243119,-,-,80.59999847,34.03701782,670,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:52 EDT 2017,00:51.8,-76.01558219,36.76381421,0,3,-35.40000153,0,-2.98796368,8.27436066,4.8267107,-0.02364645,-,13.72549057,-0.08426135,-,-,80.59999847,34.03701782,665,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:53 EDT 2017,00:53.6,-76.01558219,36.76381422,0,3,-35.40000153,0,-1.76213241,7.85298157,5.01824665,-0.01417249,-,13.72549057,-0.03152568,-,-,80.59999847,34.03701782,662,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:55 EDT 2017,00:55.4,-76.01558217,36.76381422,0,3,-35.40000153,0,5.09486103,2.33674097,8.00621033,0.01669994,-,13.72549057,-0.00340086,-,-,80.59999847,34.03701782,659,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:57 EDT 2017,00:57.2,-76.01558284,36.76381689,0,3,-36.20000076,0,7.35498762,3.25611424,7.96790314,0.0865054,-,13.72549057,0.10071721,-,-,80.59999847,34.03701782,662,-,-118.7664032,36.76381683,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:00:59 EDT 2017,00:59.1,-76.01558175,36.76381693,0,3,-36.70000076,0,6.39730692,4.175488,5.66946983,-0.00030009,-,13.72549057,-0.0156715,-,-,80.59999847,34.03701782,665,-,-120.4068298,36.76381683,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:01 EDT 2017,01:00.9,-76.01558053,36.76381627,0.5,4,-36.90000153,194,-0.30645782,-2.79642749,8.31266785,-0.08642483,-,13.72549057,-0.0080125,-,-,80.59999847,34.03701782,670,-,-121.0629959,36.76381683,-76.01557922,3.92156863,1.11846817,0,-
Tue Oct 24 18:01:03 EDT 2017,01:02.7,-76.01558106,36.76381399,0,3,-36.29999924,0,0.2681506,-2.79642749,9.61511421,0.04027728,-,13.72549057,0.02511343,-,-,80.59999847,34.03701782,663,-,-119.0944824,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:04 EDT 2017,01:04.5,-76.01557983,36.76381501,0,3,-36.20000076,0,0.2681506,-2.7581203,9.73003578,0.05028969,-,13.72549057,0.03164203,-,-,80.59999847,34.03701782,656,-,-118.7664032,36.76381683,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:06 EDT 2017,01:06.3,-76.01557646,36.76381189,0,3,-35.40000153,0,0.22984336,-2.79642749,9.6534214,0.03868327,-,13.72549057,0.0240337,-,-,80.59999847,34.03701782,665,-,-116.1417389,36.76381302,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:08 EDT 2017,01:08.1,-76.01557309,36.76381026,0,3,-35.09999847,0,0.2681506,-2.79642749,9.69172859,0.04760998,-,13.72549057,0.02896142,-,-,80.59999847,34.03701782,662,-,-115.1574783,36.7638092,-76.01557159,3.92156863,0,0,-
Tue Oct 24 18:01:10 EDT 2017,01:09.9,-76.0155743,36.76380986,0,3,-35.20000076,0,0.2681506,-2.79642749,9.61511421,0.03616837,-,13.72549057,0.0214601,-,-,80.59999847,34.03701782,663,-,-115.4855652,36.7638092,-76.01557159,3.92156863,0,0,-
Tue Oct 24 18:01:11 EDT 2017,01:11.7,-76.01557653,36.76380919,0,3,-35.5,0,0.22984336,-2.79642749,9.6534214,0.04376334,-,13.72549057,0.01488855,-,-,80.59999847,34.03701782,663,-,-116.4698181,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:13 EDT 2017,01:13.4,-76.0155774,36.76380847,0,3,-35.79999924,0,0.22984336,-2.83473492,9.6534214,0.04485649,-,13.72549057,0.01497124,-,-,80.59999847,34.03701782,654,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:15 EDT 2017,01:15.0,-76.01557748,36.76380821,0,3,-35.79999924,0,0.19153613,-2.83473492,9.50019264,0.02980012,-,13.72549057,0.01114553,-,-,80.59999847,34.03701782,670,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:17 EDT 2017,01:16.8,-76.01557744,36.76380819,0,3,-35.79999924,0,0.22984336,-2.83473492,9.53849983,0.03757469,-,13.72549057,0.01618825,-,-,80.59999847,34.03701782,672,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:19 EDT 2017,01:18.6,-76.0155775,36.76380818,0,3,-35.79999924,0,0.22984336,-2.7581203,9.69172859,0.03692635,-,13.72549057,0.02778923,-,-,80.59999847,34.03701782,661,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:20 EDT 2017,01:20.3,-76.01557748,36.76380817,0,3,-35.79999924,0,0.22984336,-2.79642749,9.57680702,0.03626627,-,13.72549057,0.01761374,-,-,80.59999847,34.03701782,661,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:22 EDT 2017,01:22.0,-76.0155775,36.76380815,0,3,-35.79999924,0,0.15322891,-2.79642749,9.53849983,0.03226447,-,13.72549057,0.01371515,-,-,80.59999847,34.03701782,665,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:24 EDT 2017,01:23.9,-76.01557751,36.76380813,0,3,-35.79999924,0,0.19153613,-2.83473492,9.61511421,0.03836216,-,13.72549057,0.02503156,-,-,80.59999847,34.03701782,652,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:25 EDT 2017,01:25.6,-76.0155775,36.76380813,0,3,-35.79999924,0,0.22984336,-2.87304211,9.50019264,0.03100628,-,13.72549057,0.01235205,-,-,80.59999847,34.03701782,662,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:27 EDT 2017,01:27.4,-76.01557752,36.76380811,0,3,-35.79999924,0,0.2681506,-2.79642749,9.69172859,0.03767365,-,13.72549057,0.0327138,-,-,80.59999847,34.03701782,661,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:29 EDT 2017,01:29.1,-76.01557747,36.76380809,0,3,-35.79999924,0,0.22984336,-2.87304211,9.53849983,0.03474361,-,13.72549057,0.01609064,-,-,80.59999847,34.03701782,655,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:31 EDT 2017,01:30.9,-76.01557742,36.76380808,0,3,-35.79999924,0,0.2681506,-2.87304211,9.53849983,0.03484124,-,13.72549057,0.02620689,-,-,80.59999847,34.03701782,672,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:33 EDT 2017,01:32.6,-76.01557741,36.76380808,0,3,-35.79999924,0,0.19153613,-2.87304211,9.46188545,0.03482528,-,13.72549057,0.0214601,-,-,80.59999847,34.03701782,668,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:34 EDT 2017,01:34.4,-76.01557742,36.76380807,0,3,-35.79999924,0,0.19153613,-2.87304211,9.50019264,0.03595221,-,13.72549057,0.01226915,-,-,80.59999847,34.03701782,663,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:36 EDT 2017,01:36.2,-76.01557739,36.76380807,0,3,-35.79999924,0,0.19153613,-2.9113493,9.46188545,0.02832824,-,13.72549057,0.00967312,-,-,80.59999847,34.03701782,670,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:38 EDT 2017,01:38.0,-76.01557736,36.76380804,0,3,-35.79999924,0,0.2681506,-2.79642749,9.73003578,0.05136114,-,13.72549057,0.0327138,-,-,80.59999847,34.03701782,657,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:40 EDT 2017,01:39.8,-76.01557736,36.76380804,0,3,-35.79999924,0,0.22984336,-2.87304211,9.53849983,0.03416476,-,13.72549057,0.01226915,-,-,80.59999847,34.03701782,675,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:42 EDT 2017,01:41.6,-76.01557733,36.76380804,0,3,-35.79999924,0,0.15322891,-2.83473492,9.73003578,0.05220264,-,13.72549057,0.03745323,-,-,80.59999847,34.03701782,665,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:43 EDT 2017,01:43.4,-76.01557734,36.76380805,0,3,-35.79999924,0,0.22984336,-2.83473492,9.61511421,0.03692007,-,13.72549057,0.02620689,-,-,80.59999847,34.03701782,663,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:45 EDT 2017,01:45.5,-76.01557735,36.76380806,0,3,-35.79999924,0,0.2681506,-2.83473492,9.69172859,0.03899061,-,13.72549057,0.02620689,-,-,80.59999847,34.03701782,669,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:47 EDT 2017,01:47.3,-76.01557734,36.76380804,0,9,-35.79999924,0,0.2681506,-2.7581203,9.76834297,0.03934624,-,13.72549057,0.03539944,-,-,80.59999847,34.03701782,656,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:49 EDT 2017,01:49.1,-76.01557732,36.76380804,0,9,-35.79999924,0,0.22984336,-2.83473492,9.57680702,0.0373674,-,13.72549057,0.02246047,-,-,80.59999847,34.03701782,664,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:51 EDT 2017,01:50.9,-76.01557731,36.76380802,0,9,-35.79999924,0,0.15322891,-2.87304211,9.42357826,0.04089812,-,13.72549057,0.00472674,-,-,80.59999847,34.03701782,664,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:53 EDT 2017,01:53.0,-76.01557729,36.76380801,0,9,-35.79999924,0,0.22984336,-2.83473492,9.53849983,0.03362459,-,13.72549057,0.01497124,-,-,80.59999847,34.03701782,656,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:55 EDT 2017,01:54.8,-76.01557731,36.76380801,0,9,-35.79999924,0,0.22984336,-2.83473492,9.6534214,0.04485649,-,13.72549057,0.02620689,-,-,80.59999847,34.03701782,660,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:56 EDT 2017,01:56.6,-76.01557731,36.763808,0,9,-35.79999924,0,0.19153613,-2.83473492,9.53849983,0.03664333,-,13.72549057,0.01609064,-,-,80.59999847,34.03701782,665,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:01:58 EDT 2017,01:58.4,-76.01557728,36.76380799,0,9,-35.79999924,0,0.19153613,-2.83473492,9.57680702,0.03728503,-,13.72549057,0.01863287,-,-,80.59999847,34.03701782,667,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:02:00 EDT 2017,02:00.1,-76.01557728,36.76380798,0,9,-35.79999924,0,0.22984336,-2.7581203,9.73003578,0.04213908,-,13.72549057,0.02521018,-,-,80.59999847,34.03701782,656,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:02:02 EDT 2017,02:01.9,-76.01557725,36.76380796,0,9,-35.79999924,0,0.2681506,-2.79642749,9.6534214,0.04386002,-,13.72549057,0.021363,-,-,80.59999847,34.03701782,657,-,-117.4540634,36.7638092,-76.01557922,3.92156863,0,0,-
Tue Oct 24 18:02:04 EDT 2017,02:03.7,-76.01557726,36.76380796,0,9,-35.79999924,0,-0.07661445,0.19153613,10.26633644,0.06572872,-,22.74509811,0.04708632,-,-,80.59999847,34.03701782,660,-,-117.4540634,36.7638092,-76.01557922,11.37254906,0,0,-
Tue Oct 24 18:02:06 EDT 2017,02:05.6,-76.01559303,36.76375988,4,9,-35.5,195.4,-1.95366859,-1.34075296,9.95987892,0.0626139,-,26.66666794,0.04397044,-,-,80.59999847,33.92237091,1953,-,-116.4698181,36.76375961,-76.01559448,19.6078434,8.94774532,8.69919682,56.09403992
Tue Oct 24 18:02:07 EDT 2017,02:07.4,-76.01559981,36.76370667,5.75,9,-34.90000153,187,-3.02627087,-2.03028297,10.15141487,0.06902036,-,25.09803963,-0.01396779,-,-,80.59999847,33.83953857,1982,-,-114.5013199,36.76370621,-76.01560211,18.03921509,12.86238289,15.53427982,101.0245972
Tue Oct 24 18:02:09 EDT 2017,02:09.3,-76.01553884,36.76357854,8.5,3,-35.5,150.6,-3.56257224,-2.37504816,10.0364933,0.13013326,-,24.70588303,0.05284126,-,-,80.59999847,33.77695847,1564,-,-116.4698181,36.76358032,-76.01554108,16.07843208,19.01395798,19.88387871,93.37215424
Tue Oct 24 18:02:10 EDT 2017,02:11.1,-76.01545399,36.76351984,9.25,3,-34.79999924,133,-1.8770541,-1.30244577,9.6534214,0.03022248,-,50.58823776,0.06963511,-,-,80.59999847,33.73435211,1849,-,-114.1732254,36.76351929,-76.01545715,41.5686264,20.69165993,24.23347664,95.61837006
Tue Oct 24 18:02:13 EDT 2017,02:12.9,-76.01516111,36.76343548,9.25,5,-33.5,108.1,0.11492168,-1.30244577,10.18972206,0.06622392,-,49.80392075,0.019419,-,-,80.59999847,33.7252655,2345,-,-109.9081345,36.76343536,-76.01515961,46.27450943,20.69165993,31.68992996,168.4558563
