GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Barometric pressure (from vehicle)(psi),Drivers demand engine % torque(%),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Thu Nov 23 00:18:43 EST 2017,18:42.2,-76.04418544,36.77282905,8.75,3,-42.40000153,34.2,3.10288548,7.85298157,4.94163227,-0.04925797,-,14.11764717,-0.06804208,0.40611124,0.68726522,0.38030469,14.11764717,14.11764717,-,-,44.59999847,27.44975662,14.64881134,-,1076,-,-139.1076202,36.77282715,-76.04418182,4.31372547,19.5731926,19.26250648,-
Thu Nov 23 00:18:44 EST 2017,18:43.2,-76.04413646,36.77288497,7.75,3,-42.79999924,42,-3.14119267,8.1211319,3.715801,0.00299475,-,14.11764717,0.086373,-0.2186753,0.98794377,0.29439652,14.11764717,14.11764717,-,-,44.59999847,27.43791008,14.64881134,-,1076,-,-140.4199524,36.77288437,-76.04413605,3.92156863,17.33625603,18.01976395,-
Thu Nov 23 00:18:45 EST 2017,18:44.2,-76.04407593,36.77292511,6.75,3,-42.09999847,54.5,-9.95987892,0.34476504,3.79241538,0.05823866,-,14.11764717,0.01989792,-0.95670444,0.09371798,0.23972771,14.11764717,14.11764717,-,-,44.59999847,27.42141533,14.64881134,-,1105,-,-138.1233521,36.77292633,-76.04407501,4.31372547,15.09931946,14.29153728,-
Thu Nov 23 00:18:46 EST 2017,18:45.2,-76.04400909,36.77296092,6.5,3,-42,65.8,-8.65743351,-4.63517427,4.02225876,0.06075746,-,14.11764717,0.09576406,-0.90594047,-0.43344569,0.33735061,14.11764717,23.13725471,-,-,44.59999847,27.40262413,14.64881134,-,1037,-,-137.7952728,36.77296066,-76.04400635,4.31372547,14.54008579,12.42742348,-
Thu Nov 23 00:18:47 EST 2017,18:46.2,-76.04394344,36.77295734,5.75,3,-40.79999924,90.1,0.61291564,9.34696388,3.06457806,-0.06282903,-,16.47058868,0.06239947,-0.30848834,0.99575359,0.10305563,27.84313774,27.84313774,-,-,44.59999847,27.38466072,14.64881134,-,1194,-,-133.8582611,36.77295685,-76.04394531,7.84313726,12.86238289,13.04879475,-
Thu Nov 23 00:18:48 EST 2017,18:47.2,-76.04387656,36.77293642,6.5,3,-41,115.1,7.58483076,3.56257224,3.79241538,-0.02400657,-,16.86274529,0.00704005,0.76926845,0.44125551,0.37639979,16.07843208,14.11764717,-,-,44.59999847,27.38466072,14.64881134,-,1194,-,-134.5144348,36.77293777,-76.04387665,7.84313726,14.54008579,13.04879475,-
Thu Nov 23 00:18:49 EST 2017,18:48.2,-76.04381369,36.7729045,6.25,3,-40.59999847,120,8.54251194,0.45968673,4.90332508,0.00829428,-,13.72549057,-0.06496902,0.85127175,0.05076391,0.28268176,14.11764717,14.11764717,-,-,44.59999847,27.36674118,14.64881134,-,984,-,-133.2020874,36.77290344,-76.04381561,3.92156863,13.98085213,13.04879475,10.06124496
Thu Nov 23 00:18:50 EST 2017,18:49.2,-76.04375238,36.77287598,6.25,5,-40.59999847,120,8.38928318,0.80445176,4.29040956,-0.01465596,-,13.33333397,-0.03356028,0.82393724,-0.02733441,0.40373418,14.11764717,14.11764717,-,-,44.59999847,27.32793617,14.64881134,-,875,-,-133.2020874,36.77287674,-76.04375458,3.52941179,13.98085213,11.18468189,10.06124496
Thu Nov 23 00:18:51 EST 2017,18:50.2,-76.04370869,36.77284916,5,3,-39.70000076,119.8,8.23605347,0.34476504,5.17147589,-0.00307683,-,13.33333397,-0.00383737,0.84736669,0.06247865,0.41935381,14.11764717,14.11764717,-,-,44.59999847,27.28082275,14.64881134,-,803,-,-130.2493439,36.77285004,-76.0437088,3.52941179,11.18468189,6.83508301,10.06124496
Thu Nov 23 00:18:52 EST 2017,18:51.2,-76.04367105,36.77283861,3.75,4,-40.29999924,122.6,8.84896946,1.30244577,4.59686708,0.04412037,-,13.72549057,-0.05972903,0.78488815,0.13276714,0.39982924,14.11764717,14.11764717,-,-,44.59999847,27.22546387,14.64881134,-,645,-,-132.2178497,36.77283859,-76.04367065,3.92156863,8.3885107,4.34959841,-
