GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Sun Oct 29 17:38:26 EDT 2017,29-Oct-2017 17:38:26.457,-76.14467844,36.83472564,24.25,4.0,-34.70000076293945,275.9,-0.8810662,8.96389103,3.40934324,0.00072724,-,22.35294151,0.00501514,-,-,60.79999924,51.71223068,1880,-,-113.84514618,36.83472443,-76.14467621,11.76470566,54.24570084,54.05929184,-
Sun Oct 29 17:38:28 EDT 2017,29-Oct-2017 17:38:28.298,-76.14522093,36.83476828,24.5,3.0,-34.70000076293945,275.5,-0.42137951,8.84896946,3.17949986,0.00314604,-,20.3921566,-0.04427704,-,-,60.79999924,51.72685623,1929,-,-113.84514618,36.83476639,-76.1452179,12.94117641,54.80493546,54.68066406,29.17295647
Sun Oct 29 17:38:30 EDT 2017,29-Oct-2017 17:38:30.130,-76.14576291,36.83481546,24.5,3.0,-34.5,276.1,-0.61291564,9.42357826,2.94965649,0.02750462,-,26.66666794,-0.02139282,-,-,60.79999924,51.73829269,1885,-,-113.1889801,36.83481598,-76.14575958,18.03921509,54.80493546,54.05929184,29.17295647
Sun Oct 29 17:38:32 EDT 2017,29-Oct-2017 17:38:31.907,-76.14631482,36.83486567,24.75,3.0,-33.79999923706055,276.2,0.15322891,8.73404789,3.75410819,-0.00847957,-,16.86274529,-0.03046277,-,-,60.79999924,51.75567627,1915,-,-110.89238739,36.83486557,-76.14631653,9.4117651,55.36417389,55.30203629,60.49683762
Sun Oct 29 17:38:33 EDT 2017,29-Oct-2017 17:38:33.750,-76.14658872,36.83488985,24.75,3.0,-33.400001525878906,276.3,-0.30645782,8.84896946,2.9113493,-0.03088492,-,23.52941132,-0.01775876,-,-,60.79999924,51.76987457,1929,-,-109.58005524,36.83488846,-76.14659119,15.29411793,55.36417389,54.68066406,60.49683762
Sun Oct 29 17:38:35 EDT 2017,29-Oct-2017 17:38:35.531,-76.14713815,36.83493883,24.75,3.0,-33.099998474121094,276.4,-0.45968673,9.15542698,3.48595762,-0.00266588,-,18.8235302,0.00007624,-,-,60.79999924,51.78693771,1945,-,-108.59579468,36.83493805,-76.1471405,14.11764717,55.36417389,55.30203629,30.23528671
Sun Oct 29 17:38:37 EDT 2017,29-Oct-2017 17:38:37.330,-76.14769309,36.83499013,25.0,3.0,-34.0,276.1,-0.57460839,9.15542698,3.29442143,0.01258433,-,18.4313736,-0.00607626,-,-,60.79999924,51.80383682,1915,-,-111.54855347,36.83499146,-76.14768982,10.1960783,55.92340851,55.30203629,30.23528671
Sun Oct 29 17:38:39 EDT 2017,29-Oct-2017 17:38:39.114,-76.14824142,36.83503037,24.5,3.0,-33.5,275.5,-0.30645782,8.92558384,3.10288548,-0.00077897,-,21.56862831,-0.01291611,-,-,60.79999924,51.81760025,1893,-,-109.90813446,36.8350296,-76.14823914,10.1960783,54.80493546,54.68066406,-
Sun Oct 29 17:38:41 EDT 2017,29-Oct-2017 17:38:40.887,-76.14878039,36.83507818,24.25,3.0,-33.400001525878906,276.1,-0.07661445,8.96389103,3.02627087,-0.01426768,-,21.56862831,-0.03521951,-,-,60.79999924,51.82827377,1934,-,-109.58005524,36.83507919,-76.14878082,14.11764717,54.24570084,54.05929184,-
Sun Oct 29 17:38:42 EDT 2017,29-Oct-2017 17:38:42.667,-76.14905842,36.83510438,24.5,3.0,-33.400001525878906,276.4,-0.11492168,9.04050541,2.98796368,-0.01033974,-,22.35294151,-0.02900808,-,-,60.79999924,51.84179688,1888,-,-109.58005524,36.8351059,-76.14905548,14.11764717,54.80493546,54.68066406,30.66000938
Sun Oct 29 17:38:44 EDT 2017,29-Oct-2017 17:38:44.496,-76.14959822,36.83515569,24.5,3.0,-33.599998474121094,276.5,-0.38307226,8.84896946,3.48595762,-0.00748742,-,19.6078434,-0.02937744,-,-,60.79999924,51.85518265,1893,-,-110.23621368,36.83515549,-76.14959717,12.15686321,54.80493546,54.68066406,30.66000938
Sun Oct 29 17:38:46 EDT 2017,29-Oct-2017 17:38:46.329,-76.15014345,36.83520303,24.5,3.0,-34.29999923706055,276.4,-0.2681506,9.19373417,2.98796368,-0.0057393,-,23.52941132,-0.01385179,-,-,60.79999924,51.86845016,1878,-,-112.5328064,36.83520126,-76.15014648,14.50980377,54.80493546,54.68066406,-
Sun Oct 29 17:38:48 EDT 2017,29-Oct-2017 17:38:48.138,-76.15068537,36.8352488,24.5,3.0,-34.400001525878906,276.4,-0.07661445,9.46188545,2.87304211,0.02702814,-,22.74509811,0.02674947,-,-,60.79999924,51.8815918,1929,-,-112.86090088,36.83524704,-76.15068817,14.90196133,54.80493546,54.68066406,-
Sun Oct 29 17:38:50 EDT 2017,29-Oct-2017 17:38:49.929,-76.15123812,36.83531261,24.75,3.0,-34.20000076293945,278.3,0.03830723,9.15542698,3.17949986,0.00695914,-,20.7843132,-0.04727532,-,-,60.79999924,51.89749908,1944,-,-112.20472717,36.83531189,-76.15123749,11.76470566,55.36417389,55.30203629,29.79708099
Sun Oct 29 17:38:52 EDT 2017,29-Oct-2017 17:38:52.484,-76.15178323,36.83539089,24.75,3.0,-33.900001525878906,280.9,0.42137951,9.50019264,3.21780705,0.01162574,-,20.7843132,0.00455207,-,-,60.79999924,51.91326141,1924,-,-111.22047424,36.835392,-76.1517868,14.50980377,55.36417389,55.30203629,29.79708099
Sun Oct 29 17:38:55 EDT 2017,29-Oct-2017 17:38:54.979,-76.15259487,36.83556814,25.0,3.0,-33.70000076293945,286.7,0.22984336,9.04050541,3.44765043,0.00557679,-,20.7843132,-0.01308611,-,-,60.79999924,51.91326141,1921,-,-110.56430817,36.83556747,-76.15259552,14.50980377,55.92340851,55.30203629,29.79708099
Sun Oct 29 17:38:56 EDT 2017,29-Oct-2017 17:38:56.615,-76.15285841,36.8356323,24.75,3.0,-33.79999923706055,287.2,-0.07661445,9.11711979,3.21780705,0.00458711,-,21.17647171,-0.02403143,-,-,60.79999924,51.92601395,1892,-,-110.89238739,36.83563232,-76.15285492,14.11764717,55.36417389,54.68066406,-
Sun Oct 29 17:38:58 EDT 2017,29-Oct-2017 17:38:58.405,-76.15337977,36.835769,24.5,4.0,-34.400001525878906,288.3,0.30645782,8.92558384,2.87304211,-0.0224773,-,23.92156982,-0.04891837,-,-,60.79999924,51.93865204,1890,-,-112.86090088,36.83576965,-76.15338135,15.29411793,54.80493546,54.68066406,-
Sun Oct 29 17:39:00 EDT 2017,29-Oct-2017 17:39:00.213,-76.15389482,36.8359176,24.25,4.0,-34.400001525878906,290.4,-0.49799395,9.38527107,3.06457806,0.02669531,-,23.13725471,0.00427862,-,-,60.79999924,51.95117188,1896,-,-112.86090088,36.83591843,-76.15389252,14.50980377,54.24570084,54.68066406,-
Sun Oct 29 17:39:02 EDT 2017,29-Oct-2017 17:39:02.047,-76.15440196,36.83608231,24.25,4.0,-34.5,292.0,0.34476504,9.04050541,2.9113493,-0.01219517,-,21.96078491,-0.02036421,-,-,60.79999924,51.96357727,1898,-,-113.1889801,36.83608246,-76.15440369,13.33333397,54.24570084,54.68066406,-
Sun Oct 29 17:39:03 EDT 2017,29-Oct-2017 17:39:03.875,-76.1546554,36.83616856,24.25,5.0,-34.099998474121094,292.8,0.42137951,9.23204136,3.17949986,-0.03311117,-,20.7843132,-0.0389196,-,-,60.79999924,51.97587204,1921,-,-111.87663269,36.8361702,-76.15465546,11.76470566,54.24570084,54.68066406,-
Sun Oct 29 17:39:05 EDT 2017,29-Oct-2017 17:39:05.696,-76.15514276,36.83637778,24.5,4.0,-33.70000076293945,297.4,0,8.92558384,3.17949986,-0.01515079,-,20.7843132,0.02299764,-,-,60.79999924,51.98805618,1890,-,-110.56430817,36.83637619,-76.15514374,12.15686321,54.80493546,54.68066406,-
Sun Oct 29 17:39:07 EDT 2017,29-Oct-2017 17:39:07.539,-76.1556144,36.83658808,24.25,4.0,-33.79999923706055,299.3,0.2681506,8.54251194,3.02627087,-0.03759594,-,20,-0.06321642,-,-,60.79999924,51.99734497,1885,-,-110.89238739,36.83658981,-76.15561676,10.98039246,54.24570084,54.05929184,-
Sun Oct 29 17:39:09 EDT 2017,29-Oct-2017 17:39:09.360,-76.15607742,36.83681396,24.0,3.0,-34.0,301.1,0.45968673,9.00219822,3.17949986,-0.00666285,-,20.7843132,-0.01744805,-,-,60.79999924,52.00377655,1862,-,-111.54855347,36.83681488,-76.15607452,12.15686321,53.68646622,53.43792343,-
Sun Oct 29 17:39:11 EDT 2017,29-Oct-2017 17:39:11.163,-76.15652554,36.83703982,23.75,5.0,-33.400001525878906,302.1,0.07661445,9.15542698,3.33272886,0.01221591,-,21.56862831,0.01802607,-,-,60.79999924,52.01015091,1861,-,-109.58005524,36.83703995,-76.15652466,13.33333397,53.12723541,53.43792343,-
Sun Oct 29 17:39:13 EDT 2017,29-Oct-2017 17:39:13.060,-76.15695951,36.83730463,24.0,3.0,-33.0,306.2,-0.11492168,9.11711979,3.10288548,0.00078934,-,21.96078491,-0.01787522,-,-,60.79999924,52.01646423,1853,-,-108.26771545,36.83730316,-76.15695953,13.33333397,53.68646622,53.43792343,-
Sun Oct 29 17:39:15 EDT 2017,29-Oct-2017 17:39:14.885,-76.1573769,36.83757447,23.75,4.0,-33.599998474121094,307.4,-0.76614451,8.88727665,2.79642749,-0.02806449,-,23.13725471,-0.04673893,-,-,60.79999924,52.01999283,1842,-,-110.23621368,36.83757401,-76.15737915,14.50980377,53.12723541,52.81655121,-
Sun Oct 29 17:39:16 EDT 2017,29-Oct-2017 17:39:16.715,-76.15759308,36.83770028,23.5,3.0,-32.900001525878906,307.3,-0.15322891,9.53849983,2.83473492,0.03347439,-,23.13725471,0.0148209,-,-,60.79999924,52.02348709,1854,-,-107.93963623,36.83769989,-76.15759277,14.50980377,52.56800079,52.81655121,-
Sun Oct 29 17:39:18 EDT 2017,29-Oct-2017 17:39:18.580,-76.15801442,36.83795609,23.5,4.0,-31.600000381469727,307.1,-0.2681506,8.77235508,2.7581203,-0.01897267,-,27.84313774,-0.06189798,-,-,60.79999924,52.02694702,1839,-,-103.67454529,36.83795547,-76.15801239,20.7843132,52.56800079,52.81655121,-
Sun Oct 29 17:39:20 EDT 2017,29-Oct-2017 17:39:20.380,-76.15844024,36.8382155,23.75,4.0,-31.100000381469727,306.6,-0.22984336,8.77235508,2.68150592,-0.04563612,-,30.98039246,-0.06431654,-,-,60.79999924,52.03308105,1878,-,-102.03411865,36.83821487,-76.15843964,23.13725471,53.12723541,53.43792343,29.04613876
Sun Oct 29 17:39:22 EDT 2017,29-Oct-2017 17:39:22.190,-76.15887623,36.83847813,24.5,4.0,-31.0,306.7,0.15322891,8.38928318,3.06457806,0.00882357,-,25.88235283,-0.08910633,-,-,60.79999924,52.04454422,1905,-,-101.70603943,36.83847809,-76.15887451,19.2156868,54.80493546,54.68066406,59.93153381
Sun Oct 29 17:39:24 EDT 2017,29-Oct-2017 17:39:23.965,-76.15930949,36.83873898,24.5,3.0,-30.200000762939453,306.8,-0.22984336,9.46188545,3.21780705,0.02013277,-,20.3921566,-0.02523603,-,-,60.79999924,52.0559082,1934,-,-99.08136749,36.83873749,-76.15930939,9.8039217,54.80493546,54.68066406,59.93153381
Sun Oct 29 17:39:25 EDT 2017,29-Oct-2017 17:39:25.766,-76.15952856,36.83886931,24.25,4.0,-29.700000762939453,307.1,-0.15322891,9.04050541,3.02627087,-0.01649529,-,25.09803963,-0.05063659,-,-,60.79999924,52.06450653,1874,-,-97.44094849,36.838871,-76.15953064,15.68627453,54.24570084,54.05929184,-
Sun Oct 29 17:39:27 EDT 2017,29-Oct-2017 17:39:27.567,-76.15996476,36.83912363,24.0,4.0,-28.700000762939453,307.0,-0.34476504,8.61912632,2.94965649,-0.05170381,-,23.13725471,-0.07038636,-,-,60.79999924,52.07303238,1878,-,-94.16011047,36.83912277,-76.15996552,15.29411793,53.68646622,54.05929184,-
Sun Oct 29 17:39:29 EDT 2017,29-Oct-2017 17:39:29.381,-76.16039485,36.83939309,24.0,4.0,-28.100000381469727,307.1,-0.84275901,8.77235508,2.9113493,-0.01861756,-,22.35294151,-0.05358245,-,-,60.79999924,52.07883835,1897,-,-92.19160461,36.83939362,-76.16039276,13.72549057,53.68646622,53.43792343,-
Sun Oct 29 17:39:31 EDT 2017,29-Oct-2017 17:39:31.186,-76.16082596,36.83965268,24.0,4.0,-27.700000762939453,307.1,-0.19153613,8.54251194,3.06457806,-0.05565846,-,21.56862831,-0.07434238,-,-,60.79999924,52.08459854,1889,-,-90.87926483,36.83965302,-76.16082764,13.33333397,53.68646622,53.43792343,-
Sun Oct 29 17:39:33 EDT 2017,29-Oct-2017 17:39:33.004,-76.16125443,36.8399137,24.0,3.0,-27.700000762939453,307.0,-0.34476504,8.88727665,3.37103605,-0.01310214,-,20.7843132,-0.03010872,-,-,60.79999924,52.09030533,1878,-,-90.87926483,36.83991241,-76.16125488,11.76470566,53.68646622,53.43792343,-
Sun Oct 29 17:39:35 EDT 2017,29-Oct-2017 17:39:34.823,-76.16167965,36.8401754,23.75,4.0,-27.600000381469727,307.1,-0.49799395,8.84896946,3.17949986,-0.02570415,-,21.17647171,-0.03983294,-,-,60.79999924,52.09597015,1847,-,-90.55118561,36.84017563,-76.16168213,12.15686321,53.12723541,53.43792343,-
Sun Oct 29 17:39:37 EDT 2017,29-Oct-2017 17:39:36.649,-76.16211238,36.84043663,24.25,4.0,-27.0,307.1,-0.11492168,9.34696388,3.10288548,0.02299637,-,23.52941132,0.0043394,-,-,60.79999924,52.10158539,1856,-,-88.58267975,36.84043503,-76.16210938,16.47058868,54.24570084,53.43792343,-
Sun Oct 29 17:39:38 EDT 2017,29-Oct-2017 17:39:38.568,-76.16232863,36.84057235,24.25,4.0,-27.299999237060547,307.2,-0.99598789,9.27034855,3.90733719,-0.00755101,-,22.35294151,-0.15233475,-,-,60.79999924,52.10974503,1913,-,-89.56692505,36.84057236,-76.16233063,12.94117641,54.24570084,54.05929184,27.89500046
Sun Oct 29 17:39:40 EDT 2017,29-Oct-2017 17:39:40.394,-76.16276445,36.84084311,24.5,5.0,-27.600000381469727,307.8,-0.07661445,9.15542698,3.63918662,-0.00560656,-,16.47058868,0.00467347,-,-,60.79999924,52.12041092,1881,-,-90.55118561,36.8408432,-76.1627655,7.05882359,54.80493546,54.68066406,29.53054047
Sun Oct 29 17:39:42 EDT 2017,29-Oct-2017 17:39:42.219,-76.16319579,36.84111034,24.25,4.0,-28.0,307.6,-0.19153613,8.92558384,3.44765043,-0.00544292,-,16.47058868,-0.02410961,-,-,60.79999924,52.12842178,1871,-,-91.86351776,36.84111023,-76.16319275,7.05882359,54.24570084,54.05929184,29.53054047
Sun Oct 29 17:39:44 EDT 2017,29-Oct-2017 17:39:44.119,-76.16362734,36.84137314,24.25,5.0,-27.899999618530273,307.6,-0.34476504,8.88727665,3.52426481,-0.00178759,-,16.86274529,-0.0121975,-,-,60.79999924,52.1363678,1857,-,-91.53543091,36.84137344,-76.16362762,7.05882359,54.24570084,54.05929184,-
Sun Oct 29 17:39:46 EDT 2017,29-Oct-2017 17:39:45.940,-76.16406015,36.84163487,24.0,4.0,-29.399999618530273,307.0,-0.22984336,8.65743351,3.60087943,-0.02490938,-,17.64705849,-0.02602687,-,-,60.79999924,52.14170074,1862,-,-96.45669556,36.84163666,-76.1640625,8.62745094,53.68646622,53.43792343,-
Sun Oct 29 17:39:47 EDT 2017,29-Oct-2017 17:39:47.753,-76.16427546,36.8417718,24.0,4.0,-30.299999237060547,306.9,0.11492168,9.34696388,3.44765043,0.00812432,-,18.4313736,-0.0161134,-,-,60.79999924,52.1495285,1872,-,-99.40944672,36.84177017,-76.16427612,9.4117651,53.68646622,54.05929184,29.91558266
Sun Oct 29 17:39:50 EDT 2017,29-Oct-2017 17:39:49.735,-76.16492901,36.84216728,24.0,5.0,-31.299999237060547,307.4,-1.26413846,8.96389103,3.37103605,0.0054371,-,19.2156868,-0.01496643,-,-,60.79999924,52.15729141,1887,-,-102.69028473,36.8421669,-76.16493225,10.58823586,53.68646622,54.05929184,29.91558266
Sun Oct 29 17:39:51 EDT 2017,29-Oct-2017 17:39:51.734,-76.16515013,36.84230032,24.5,4.0,-31.799999237060547,307.8,-0.68953007,9.19373417,3.29442143,0.01301354,-,19.2156868,-0.00164937,-,-,60.79999924,52.16750717,1885,-,-104.33070374,36.84230042,-76.1651535,10.1960783,54.80493546,54.68066406,38.48865891
Sun Oct 29 17:39:53 EDT 2017,29-Oct-2017 17:39:53.562,-76.1656012,36.84255684,24.25,3.0,-31.899999618530273,305.6,-0.72783732,8.77235508,2.94965649,-0.03466392,-,17.64705849,-0.05334064,-,-,60.79999924,52.17513657,1873,-,-104.65879059,36.842556,-76.16560364,8.23529434,54.24570084,54.05929184,38.48865891
Sun Oct 29 17:39:55 EDT 2017,29-Oct-2017 17:39:55.374,-76.16603386,36.84280708,23.75,4.0,-31.899999618530273,305.8,-0.15322891,8.65743351,3.40934324,-0.03239471,-,18.03921509,-0.05107065,-,-,60.79999924,52.17771149,1840,-,-104.65879059,36.84280777,-76.16603088,8.23529434,53.12723541,52.81655121,-
Sun Oct 29 17:39:57 EDT 2017,29-Oct-2017 17:39:57.177,-76.16646123,36.84305589,23.5,4.0,-32.0,305.9,-0.07661445,8.73404789,2.9113493,-0.04248691,-,24.70588303,-0.02148638,-,-,60.79999924,52.17778015,1811,-,-104.98687744,36.84305573,-76.16645813,16.47058868,52.56800079,52.19517899,-
Sun Oct 29 17:39:59 EDT 2017,29-Oct-2017 17:39:59.010,-76.16689394,36.84330296,23.5,10.0,-32.099998474121094,305.0,-0.45968673,9.15542698,2.79642749,-0.00969738,-,25.49019623,-0.02270346,-,-,60.79999924,52.18032837,1827,-,-105.31495667,36.84330368,-76.16689301,14.11764717,52.56800079,52.81655121,30.03026581
Sun Oct 29 17:40:01 EDT 2017,29-Oct-2017 17:40:00.824,-76.16733532,36.84355398,24.0,10.0,-32.0,303.5,-0.68953007,8.84896946,3.06457806,-0.01061689,-,22.74509811,-0.00151935,-,-,60.79999924,52.18531418,1851,-,-104.98687744,36.84355545,-76.16733551,13.72549057,53.68646622,53.43792343,29.9234581
Sun Oct 29 17:40:02 EDT 2017,29-Oct-2017 17:40:02.647,-76.1675643,36.84367025,24.0,10.0,-32.70000076293945,303.1,-0.49799395,9.19373417,3.17949986,-0.00548506,-,21.96078491,-0.02108876,-,-,60.79999924,52.19026947,1880,-,-107.28347015,36.84366989,-76.16756439,12.94117641,53.68646622,53.43792343,29.9234581
Sun Oct 29 17:40:04 EDT 2017,29-Oct-2017 17:40:04.400,-76.16802595,36.84391058,24.25,11.0,-32.70000076293945,302.4,-0.68953007,9.04050541,3.25611424,0.01373034,-,20.3921566,-0.00340092,-,-,60.79999924,52.19517899,1887,-,-107.28347015,36.84391022,-76.16802216,12.15686321,54.24570084,53.43792343,-
Sun Oct 29 17:40:06 EDT 2017,29-Oct-2017 17:40:06.253,-76.16848947,36.84414197,24.5,11.0,-32.5,301.6,-0.49799395,8.77235508,3.25611424,-0.02581096,-,20,-0.02379694,-,-,60.79999924,52.20249176,1862,-,-106.62729645,36.84414291,-76.16848755,10.98039246,54.80493546,54.05929184,30.09277916
Sun Oct 29 17:40:08 EDT 2017,29-Oct-2017 17:40:08.084,-76.1689585,36.8443201,24.0,11.0,-32.0,298.8,-0.03830723,8.84896946,3.21780705,-0.02532527,-,20,-0.04972089,-,-,60.79999924,52.20731735,1849,-,-104.98687744,36.84431839,-76.16896057,10.98039246,53.68646622,53.43792343,30.09277916
Sun Oct 29 17:40:09 EDT 2017,29-Oct-2017 17:40:09.887,-76.16920868,36.84440123,24.0,11.0,-31.600000381469727,297.4,-0.03830723,8.73404789,3.29442143,-0.0294416,-,19.6078434,-0.01814714,-,-,60.79999924,52.20968628,1832,-,-103.67454529,36.84440231,-76.16921234,10.98039246,53.68646622,52.81655121,-
Sun Oct 29 17:40:11 EDT 2017,29-Oct-2017 17:40:11.658,-76.16970264,36.8445472,23.75,11.0,-31.200000762939453,295.4,-0.19153613,8.81066227,3.06457806,-0.01522699,-,19.6078434,-0.04856547,-,-,60.79999924,52.20962906,1816,-,-102.36220551,36.84454727,-76.16970062,10.98039246,53.12723541,52.19517899,-
Sun Oct 29 17:40:13 EDT 2017,29-Oct-2017 17:40:13.444,-76.17018188,36.844727,23.5,10.0,-32.099998474121094,294.1,-0.42137951,9.23204136,2.87304211,-0.01245413,-,25.09803963,-0.02777526,-,-,60.79999924,52.20957184,1803,-,-105.31495667,36.84472656,-76.17018127,16.47058868,52.56800079,52.19517899,-
Sun Oct 29 17:40:15 EDT 2017,29-Oct-2017 17:40:15.271,-76.17066761,36.84488263,23.5,10.0,-33.79999923706055,292.8,-0.38307226,8.77235508,3.10288548,-0.03167969,-,22.74509811,0.00972601,-,-,60.79999924,52.20952225,1826,-,-110.89238739,36.84488297,-76.17066956,14.11764717,52.56800079,52.19517899,-
Sun Oct 29 17:40:17 EDT 2017,29-Oct-2017 17:40:17.041,-76.17116893,36.84502282,23.5,10.0,-34.20000076293945,291.7,0.22984336,8.81066227,3.02627087,-0.02649915,-,23.92156982,-0.049753,-,-,60.79999924,52.2118454,1838,-,-112.20472717,36.84502411,-76.17116547,14.50980377,52.56800079,52.81655121,29.58969879
Sun Oct 29 17:40:19 EDT 2017,29-Oct-2017 17:40:18.811,-76.17167881,36.84520173,23.75,10.0,-33.20000076293945,292.2,0.15322891,9.23204136,3.29442143,-0.00531127,-,18.8235302,-0.00252858,-,-,60.79999924,52.21415329,1841,-,-108.92388916,36.8452034,-76.17167664,9.8039217,53.12723541,52.81655121,29.58969879
Sun Oct 29 17:40:20 EDT 2017,29-Oct-2017 17:40:20.647,-76.17189814,36.84528282,23.5,10.0,-34.5,291.7,0.38307226,8.84896946,2.83473492,-0.03300577,-,17.25490189,-0.05168188,-,-,60.79999924,52.21408081,1815,-,-113.1889801,36.84528351,-76.17189789,7.84313726,52.56800079,52.19517899,-
Sun Oct 29 17:40:22 EDT 2017,29-Oct-2017 17:40:22.476,-76.17237766,36.84544607,23.25,4.0,-34.099998474121094,291.1,-0.76614451,8.58081913,2.94965649,0.00172265,-,22.35294151,-0.07145389,-,-,60.79999924,52.21165466,1782,-,-111.87663269,36.84544754,-76.17237854,13.72549057,52.00876617,51.57381058,-
Sun Oct 29 17:40:24 EDT 2017,29-Oct-2017 17:40:24.266,-76.17286037,36.84559182,23.25,4.0,-34.0,290.2,-1.34075296,7.96790314,4.29040956,-0.04844427,-,19.2156868,-0.20537812,-,-,60.79999924,52.2092514,1832,-,-111.54855347,36.8455925,-76.17285919,11.37254906,52.00876617,51.57381058,-
Sun Oct 29 17:40:26 EDT 2017,29-Oct-2017 17:40:26.051,-76.17335252,36.84571488,23.25,3.0,-34.099998474121094,287.2,-0.07661445,9.0788126,2.79642749,-0.02193092,-,25.09803963,-0.06594872,-,-,60.79999924,52.20685959,1794,-,-111.87663269,36.84571457,-76.1733551,14.90196133,52.00876617,51.57381058,-
Sun Oct 29 17:40:28 EDT 2017,29-Oct-2017 17:40:27.884,-76.17385102,36.84582818,23.5,4.0,-33.099998474121094,284.8,-0.07661445,9.0788126,2.94965649,-0.00788432,-,21.56862831,-0.01170337,-,-,60.79999924,52.20681763,1802,-,-108.59579468,36.84582901,-76.17385101,12.94117641,52.56800079,52.19517899,30.73191071
Sun Oct 29 17:40:30 EDT 2017,29-Oct-2017 17:40:29.722,-76.17436197,36.84592,23.25,3.0,-32.099998474121094,282.3,-0.30645782,9.23204136,3.14119267,0.01622447,-,19.2156868,-0.01042272,-,-,60.79999924,52.20677185,1813,-,-105.31495667,36.84592056,-76.17436218,9.4117651,52.00876617,52.19517899,30.73191071
Sun Oct 29 17:40:31 EDT 2017,29-Oct-2017 17:40:31.572,-76.17461769,36.84595664,23.25,3.0,-32.20000076293945,281.0,-0.30645782,8.96389103,3.25611424,-0.008331,-,21.17647171,-0.02699868,-,-,60.79999924,52.20441818,1790,-,-105.64304352,36.8459549,-76.17461395,12.54901981,52.00876617,51.57381058,-
Sun Oct 29 17:40:33 EDT 2017,29-Oct-2017 17:40:33.386,-76.17512603,36.8460283,23.25,4.0,-32.099998474121094,279.8,0.03830723,9.11711979,3.37103605,-0.00412066,-,20.7843132,-0.00665213,-,-,60.79999924,52.20208359,1864,-,-105.31495667,36.84602737,-76.17512512,12.94117641,52.00876617,51.57381058,-
Sun Oct 29 17:40:35 EDT 2017,29-Oct-2017 17:40:35.241,-76.17564591,36.84608415,23.5,4.0,-32.400001525878906,277.5,-0.34476504,8.6957407,3.33272886,-0.03106147,-,19.6078434,-0.04973694,-,-,60.79999924,52.2020607,1829,-,-106.29921722,36.84608459,-76.17564392,10.58823586,52.56800079,52.19517899,29.32121277
Sun Oct 29 17:40:36 EDT 2017,29-Oct-2017 17:40:37.051,-76.17590758,36.84611223,23.25,4.0,-32.29999923706055,276.4,-0.2681506,8.65743351,3.33272886,-0.01154332,-,16.07843208,-0.05363888,-,-,60.79999924,52.202034,1809,-,-105.97112274,36.8461113,-76.17591095,6.66666698,52.00876617,52.19517899,29.32121277
Sun Oct 29 17:40:39 EDT 2017,29-Oct-2017 17:40:38.846,-76.17668493,36.84614808,23.0,3.0,-31.899999618530273,272.0,0.22984336,8.61912632,3.21780705,-0.04286879,-,18.8235302,-0.00307179,-,-,60.79999924,52.19972992,1780,-,-104.65879059,36.84614944,-76.17668152,9.4117651,51.44953156,51.57381058,-
Sun Oct 29 17:40:41 EDT 2017,29-Oct-2017 17:40:40.686,-76.17719597,36.84616327,23.0,3.0,-31.5,271.1,-0.38307226,8.81066227,3.14119267,-0.01032416,-,19.6078434,-0.03704797,-,-,60.79999924,52.19517899,1809,-,-103.34645844,36.8461647,-76.17719269,10.98039246,51.44953156,50.95243835,-
Sun Oct 29 17:40:42 EDT 2017,29-Oct-2017 17:40:42.537,-76.17745164,36.84616453,22.75,3.0,-31.0,270.5,-0.22984336,8.81066227,3.33272886,-0.00881365,-,18.8235302,-0.03914984,-,-,60.79999924,52.19066238,1768,-,-101.70603943,36.8461647,-76.17745209,10.58823586,50.89030075,50.95243835,-
Sun Oct 29 17:40:44 EDT 2017,29-Oct-2017 17:40:44.397,-76.17796033,36.84616913,22.75,3.0,-30.899999618530273,269.8,-0.30645782,9.34696388,3.06457806,0.02219111,-,19.6078434,0.00353385,-,-,60.79999924,52.18617249,1762,-,-101.37795258,36.84616852,-76.17796326,10.58823586,50.89030075,50.95243835,-
Sun Oct 29 17:40:46 EDT 2017,29-Oct-2017 17:40:46.190,-76.17846839,36.84616957,22.75,3.0,-30.799999237060547,269.9,-0.45968673,8.81066227,3.29442143,-0.02099407,-,20.7843132,-0.03966609,-,-,60.79999924,52.17947769,1755,-,-101.04986572,36.84616852,-76.1784668,12.15686321,50.89030075,50.33106613,-
Sun Oct 29 17:40:48 EDT 2017,29-Oct-2017 17:40:48.024,-76.17897894,36.84616125,22.75,3.0,-30.100000381469727,269.5,-0.07661445,8.88727665,3.29442143,-0.01111283,-,20,-0.03345766,-,-,60.79999924,52.17282867,1757,-,-98.75328064,36.84616089,-76.17897797,10.98039246,50.89030075,50.33106613,-
