GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Sun Oct 29 17:32:29 EDT 2017,29-Oct-2017 17:32:29.638,-76.05265665,36.83868918,17.25,4.0,-33.70000076293945,271.3,-0.11492168,8.88727665,2.68150592,0.00035311,-,24.31372643,-0.05332452,-,-,60.79999924,31.00642395,1698,-,-110.56430817,36.8386879,-76.05265808,16.07843208,38.58715057,38.52501297,56.039505
Sun Oct 29 17:32:31 EDT 2017,29-Oct-2017 17:32:31.469,-76.0530483,36.83869314,17.5,4.0,-34.599998474121094,271.9,-0.34476504,9.00219822,2.48996973,-0.02824056,-,25.09803963,-0.04691502,-,-,60.79999924,31.68992996,1695,-,-113.51705933,36.83869171,-76.05304718,17.25490189,39.14638519,38.52501297,56.039505
Sun Oct 29 17:32:33 EDT 2017,29-Oct-2017 17:32:33.279,-76.05344248,36.83870642,17.75,3.0,-34.20000076293945,272.7,-0.07661445,9.15542698,2.33674097,-0.00752055,-,24.70588303,-0.0357574,-,-,60.79999924,32.31130219,1726,-,-112.20472717,36.83870697,-76.05344391,14.50980377,39.705616,39.14638519,23.63816261
Sun Oct 29 17:32:35 EDT 2017,29-Oct-2017 17:32:35.100,-76.0538517,36.83871874,18.25,3.0,-33.79999923706055,272.8,-0.45968673,8.6957407,3.25611424,-0.03331947,-,16.86274529,-0.04331958,-,-,60.79999924,32.98047256,1813,-,-110.89238739,36.83871841,-76.05384827,10.1960783,40.82408524,41.01049805,70.84416199
Sun Oct 29 17:32:37 EDT 2017,29-Oct-2017 17:32:36.938,-76.05426851,36.83873045,18.25,4.0,-33.29999923706055,271.5,0,7.89128876,2.79642749,-0.1275726,-,21.56862831,-0.14628105,-,-,60.79999924,33.59843063,1806,-,-109.25196838,36.83872986,-76.05426788,14.50980377,40.82408524,41.63187027,23.6079731
Sun Oct 29 17:32:39 EDT 2017,29-Oct-2017 17:32:38.759,-76.05468067,36.83873135,18.25,5.0,-33.0,270.0,-0.49799395,9.46188545,3.98395157,0.06675524,-,16.47058868,0.04811325,-,-,60.79999924,34.17541504,1841,-,-108.26771545,36.83872986,-76.05467987,7.05882359,40.82408524,42.25324249,23.71072388
Sun Oct 29 17:32:41 EDT 2017,29-Oct-2017 17:32:40.598,-76.05510687,36.83873086,18.75,6.0,-33.0,269.9,-0.80445176,8.96389103,2.94965649,-0.0155614,-,19.6078434,-0.03423153,-,-,60.79999924,34.60260773,1802,-,-108.26771545,36.83872986,-76.05510712,10.58823586,41.94255447,41.01049805,23.71072388
Sun Oct 29 17:32:42 EDT 2017,29-Oct-2017 17:32:42.403,-76.05532518,36.83873177,19.0,6.0,-33.0,270.0,-1.11090958,8.58081913,3.21780705,-0.03998005,-,19.6078434,-0.05865858,-,-,60.79999924,34.97954178,1790,-,-108.26771545,36.83873367,-76.05532837,10.1960783,42.50178909,41.01049805,-
Sun Oct 29 17:32:44 EDT 2017,29-Oct-2017 17:32:44.240,-76.05570795,36.83872067,18.5,4.0,-32.20000076293945,267.1,-1.60890353,9.00219822,3.02627087,0.00121589,-,23.13725471,-0.01775093,-,-,60.79999924,35.31459427,1828,-,-105.64304352,36.83872223,-76.05570984,14.50980377,41.38331985,41.01049805,-
Sun Oct 29 17:32:46 EDT 2017,29-Oct-2017 17:32:46.049,-76.05609551,36.83866697,18.5,4.0,-32.0,257.6,-1.14921677,9.27034855,3.21780705,0.02613527,-,21.17647171,0.0074793,-,-,60.79999924,35.64708328,1828,-,-104.98687744,36.83866882,-76.05609894,12.54901981,41.38331985,41.63187027,23.48971939
Sun Oct 29 17:32:48 EDT 2017,29-Oct-2017 17:32:48.060,-76.05649542,36.8385506,18.75,4.0,-31.100000381469727,248.3,-1.49398184,9.61511421,3.06457806,0.03715031,-,21.56862831,0.03353357,-,-,60.79999924,35.94632339,1821,-,-102.03411865,36.83855057,-76.05649567,10.58823586,41.94255447,41.63187027,23.48971939
Sun Oct 29 17:32:51 EDT 2017,29-Oct-2017 17:32:51.247,-76.0570382,36.83830098,19.0,3.0,-29.100000381469727,235.3,-0.11492168,9.15542698,2.79642749,-0.00509131,-,21.56862831,-0.01846584,-,-,60.79999924,35.94632339,1878,-,-95.47244263,36.83830261,-76.05703735,10.58823586,42.50178909,42.25324249,23.48971939
Sun Oct 29 17:32:53 EDT 2017,29-Oct-2017 17:32:53.040,-76.05739882,36.83811948,19.5,3.0,-29.100000381469727,236.5,-0.11492168,9.19373417,2.48996973,-0.00808202,-,27.84313774,0.0066688,-,-,60.79999924,36.2762413,1886,-,-95.47244263,36.83811951,-76.05739594,18.4313736,43.62025452,42.8746109,21.61424828
Sun Oct 29 17:32:55 EDT 2017,29-Oct-2017 17:32:54.840,-76.05778293,36.83792556,20.0,3.0,-28.600000381469727,238.1,0,9.88326454,3.44765043,-0.0428433,-,16.86274529,0.06737164,-,-,60.79999924,36.66090012,1928,-,-93.83202362,36.83792496,-76.05778503,6.66666698,44.73872757,44.73872757,73.5295639
Sun Oct 29 17:32:56 EDT 2017,29-Oct-2017 17:32:56.630,-76.05797217,36.83783845,19.75,3.0,-28.299999237060547,240.0,0.19153613,9.11711979,2.29843354,-0.02235311,-,27.45098114,-0.04102557,-,-,60.79999924,36.98509598,1919,-,-92.84776306,36.83783722,-76.05797577,17.64705849,44.17948914,44.11735535,73.5295639
Sun Oct 29 17:32:58 EDT 2017,29-Oct-2017 17:32:58.438,-76.05838467,36.83768455,20.5,3.0,-29.200000762939453,244.8,-0.99598789,8.96389103,2.41335535,-0.02120724,-,40.39215851,-0.04795624,-,-,60.79999924,37.35994339,2005,-,-95.80052948,36.83768463,-76.05838776,20.3921566,45.85719299,45.9814682,71.62664795
Sun Oct 29 17:33:00 EDT 2017,29-Oct-2017 17:33:00.256,-76.05881959,36.83753892,21.75,4.0,-29.600000381469727,246.3,-0.22984336,8.38928318,3.21780705,0.00349969,-,16.07843208,0.04435043,-,-,60.79999924,37.82907867,2152,-,-97.11286163,36.83753967,-76.05882263,6.66666698,48.65336227,49.0883255,119.79649353
Sun Oct 29 17:33:02 EDT 2017,29-Oct-2017 17:33:02.100,-76.05927378,36.83737885,21.75,3.0,-30.600000381469727,246.0,-1.72382522,7.92959595,2.41335535,-0.11799592,-,25.09803963,-0.13670108,-,-,60.79999924,38.26212692,1700,-,-100.39369965,36.83737946,-76.05927277,19.2156868,48.65336227,49.0883255,119.79649353
Sun Oct 29 17:33:04 EDT 2017,29-Oct-2017 17:33:03.936,-76.05972854,36.83720841,22.5,4.0,-30.600000381469727,245.0,-0.19153613,9.80665016,2.79642749,0.00902121,-,34.11764908,0.04004594,-,-,60.79999924,38.68610764,1729,-,-100.39369965,36.83720779,-76.05973053,35.68627548,50.33106613,49.70969391,29.06509209
Sun Oct 29 17:33:06 EDT 2017,29-Oct-2017 17:33:05.750,-76.06020118,36.83702756,23.5,4.0,-31.700000762939453,244.8,0,9.57680702,3.29442143,0.02165373,-,19.6078434,0.03272858,-,-,60.79999924,39.16857529,1857,-,-104.00262451,36.8370285,-76.06020355,12.94117641,52.56800079,52.19517899,117.24191284
Sun Oct 29 17:33:08 EDT 2017,29-Oct-2017 17:33:07.588,-76.06069255,36.83685754,24.0,3.0,-31.5,247.2,0.2681506,8.61912632,2.83473492,-0.05569142,-,26.27450943,-0.07437535,-,-,60.79999924,39.63919449,1861,-,-103.34645844,36.83685684,-76.06069183,18.03921509,53.68646622,52.81655121,29.54673767
Sun Oct 29 17:33:09 EDT 2017,29-Oct-2017 17:33:09.405,-76.06094623,36.83677693,24.25,3.0,-31.5,248.7,0.38307226,8.77235508,3.29442143,-0.01340168,-,18.03921509,-0.04367054,-,-,60.79999924,40.11986542,1907,-,-103.34645844,36.83677673,-76.0609436,7.45098066,54.24570084,54.05929184,57.84296799
Sun Oct 29 17:33:11 EDT 2017,29-Oct-2017 17:33:11.237,-76.06145424,36.836632,24.0,4.0,-32.099998474121094,251.2,0.07661445,9.19373417,3.29442143,0.01456207,-,17.25490189,-0.00409781,-,-,60.79999924,40.54948044,1868,-,-105.31495667,36.83663177,-76.06145477,8.23529434,53.68646622,53.43792343,57.84296799
Sun Oct 29 17:33:13 EDT 2017,29-Oct-2017 17:33:12.998,-76.06196274,36.83651079,23.75,3.0,-33.099998474121094,254.2,0.2681506,9.0788126,3.25611424,0.02185797,-,17.64705849,-0.0032019,-,-,60.79999924,40.932827,1839,-,-108.59579468,36.8365097,-76.06196594,7.45098066,53.12723541,52.81655121,-
Sun Oct 29 17:33:15 EDT 2017,29-Oct-2017 17:33:14.879,-76.06247916,36.83641268,23.75,4.0,-33.400001525878906,256.8,0.11492168,9.19373417,3.02627087,-0.00233916,-,25.09803963,-0.01294703,-,-,60.79999924,41.29293823,1839,-,-109.58005524,36.83641434,-76.06247711,16.47058868,53.12723541,52.81655121,-
Sun Oct 29 17:33:17 EDT 2017,29-Oct-2017 17:33:16.714,-76.06299979,36.8363256,24.0,3.0,-33.099998474121094,259.5,-0.22984336,9.27034855,3.02627087,0.01334369,-,24.31372643,-0.00531662,-,-,60.79999924,41.65014648,1870,-,-108.59579468,36.8363266,-76.06300354,16.86274529,53.68646622,53.43792343,28.40154457
Sun Oct 29 17:33:19 EDT 2017,29-Oct-2017 17:33:18.592,-76.06353038,36.83625232,24.0,3.0,-32.70000076293945,260.9,-0.22984336,8.96389103,3.02627087,-0.01629609,-,23.13725471,-0.06330601,-,-,60.79999924,41.98693848,1909,-,-107.28347015,36.83625412,-76.06352997,14.90196133,53.68646622,53.43792343,28.40154457
Sun Oct 29 17:33:20 EDT 2017,29-Oct-2017 17:33:20.414,-76.06379362,36.83622211,23.75,3.0,-31.5,261.2,0.57460839,9.11711979,2.79642749,-0.01187613,-,23.13725471,-0.0081971,-,-,60.79999924,42.28776169,1864,-,-103.34645844,36.8362236,-76.063797,14.50980377,53.12723541,52.81655121,-
Sun Oct 29 17:33:22 EDT 2017,29-Oct-2017 17:33:22.254,-76.06432623,36.83616814,23.5,3.0,-29.0,264.2,0.49799395,9.04050541,3.10288548,-0.00534916,-,22.35294151,-0.0240158,-,-,60.79999924,42.55553055,1848,-,-95.14435577,36.83616638,-76.06432343,13.33333397,52.56800079,52.19517899,-
Sun Oct 29 17:33:24 EDT 2017,29-Oct-2017 17:33:24.025,-76.06484739,36.83613972,23.5,3.0,-28.5,267.2,0.57460839,9.15542698,2.9113493,-0.01547594,-,22.74509811,-0.04952822,-,-,60.79999924,42.8092041,1855,-,-93.50393677,36.83613968,-76.06484985,14.11764717,52.56800079,52.19517899,-
Sun Oct 29 17:33:26 EDT 2017,29-Oct-2017 17:33:25.847,-76.06537507,36.83615325,23.5,3.0,-29.600000381469727,270.1,0.19153613,9.76834297,2.87304211,0.05711287,-,23.92156982,0.01020942,-,-,60.79999924,43.04986954,1841,-,-97.11286163,36.83615494,-76.06537628,15.29411793,52.56800079,52.19517899,-
Sun Oct 29 17:33:28 EDT 2017,29-Oct-2017 17:33:27.652,-76.06590688,36.83615545,23.5,3.0,-27.899999618530273,272.5,0.30645782,9.38527107,3.17949986,0.00080657,-,23.13725471,0.00245371,-,-,60.79999924,43.27850342,1829,-,-91.53543091,36.83615494,-76.06591034,15.29411793,52.56800079,52.19517899,-
Sun Oct 29 17:33:29 EDT 2017,29-Oct-2017 17:33:29.424,-76.06617157,36.83616749,23.5,3.0,-27.899999618530273,273.3,0.11492168,8.58081913,3.10288548,-0.05079359,-,23.13725471,-0.06947582,-,-,60.79999924,43.49598312,1835,-,-91.53543091,36.83616638,-76.06616974,14.50980377,52.56800079,52.19517899,-
Sun Oct 29 17:33:31 EDT 2017,29-Oct-2017 17:33:31.223,-76.06671113,36.83620532,23.75,3.0,-28.600000381469727,275.5,0.03830723,8.77235508,2.94965649,-0.03756875,-,19.2156868,-0.05624644,-,-,60.79999924,43.71789932,1844,-,-93.83202362,36.83620453,-76.06671143,7.45098066,53.12723541,52.81655121,29.47731972
Sun Oct 29 17:33:33 EDT 2017,29-Oct-2017 17:33:33.012,-76.06723569,36.83626346,23.75,3.0,-28.700000762939453,278.6,-0.2681506,8.65743351,2.9113493,-0.06258088,-,22.74509811,-0.11479686,-,-,60.79999924,43.92950058,1823,-,-94.16011047,36.83626175,-76.06723785,14.11764717,53.12723541,52.81655121,29.47731972
Sun Oct 29 17:33:35 EDT 2017,29-Oct-2017 17:33:34.853,-76.06776299,36.83632718,23.75,4.0,-28.899999618530273,278.8,-0.45968673,8.88727665,3.37103605,-0.01094466,-,19.2156868,-0.0186679,-,-,60.79999924,44.14559937,1842,-,-94.81626892,36.8363266,-76.06776428,11.76470566,53.12723541,53.43792343,30.38707161
Sun Oct 29 17:33:36 EDT 2017,29-Oct-2017 17:33:36.644,-76.06802083,36.83635667,24.0,4.0,-29.600000381469727,278.8,-0.5363012,9.11711979,3.40934324,0.01273012,-,16.47058868,-0.05394528,-,-,60.79999924,44.35209274,1853,-,-97.11286163,36.83635712,-76.06802368,7.05882359,53.68646622,53.43792343,30.38707161
Sun Oct 29 17:33:38 EDT 2017,29-Oct-2017 17:33:38.415,-76.06855353,36.83641795,24.0,3.0,-31.100000381469727,278.6,-0.15322891,9.00219822,3.40934324,-0.01794566,-,16.47058868,-0.01827925,-,-,60.79999924,44.54961395,1851,-,-102.03411865,36.83641815,-76.06855011,7.05882359,53.68646622,53.43792343,-
Sun Oct 29 17:33:40 EDT 2017,29-Oct-2017 17:33:40.233,-76.06908356,36.8364815,24.0,3.0,-32.400001525878906,278.9,0.22984336,9.19373417,3.29442143,0.01480711,-,17.64705849,-0.00385269,-,-,60.79999924,44.73872757,1847,-,-106.29921722,36.836483,-76.06908417,7.45098066,53.68646622,53.43792343,-
Sun Oct 29 17:33:42 EDT 2017,29-Oct-2017 17:33:42.033,-76.06961416,36.8365526,23.75,4.0,-33.400001525878906,279.3,-0.38307226,9.6534214,3.40934324,0.02363515,-,21.17647171,0.04469368,-,-,60.79999924,44.91995621,1861,-,-109.58005524,36.83655167,-76.0696106,12.54901981,53.12723541,53.43792343,-
Sun Oct 29 17:33:44 EDT 2017,29-Oct-2017 17:33:43.881,-76.07014262,36.83662177,24.0,4.0,-33.5,279.3,-0.22984336,9.00219822,2.94965649,-0.01505607,-,22.74509811,-0.03372607,-,-,60.79999924,45.09379196,1861,-,-109.90813446,36.83662033,-76.07014465,14.11764717,53.68646622,53.43792343,-
Sun Oct 29 17:33:45 EDT 2017,29-Oct-2017 17:33:45.717,-76.07040793,36.8366576,24.0,4.0,-33.70000076293945,279.4,-0.34476504,8.84896946,3.25611424,-0.01919299,-,20.3921566,-0.02236777,-,-,60.79999924,45.27310562,1866,-,-110.56430817,36.83665848,-76.07041168,11.76470566,53.68646622,54.05929184,29.6694355
Sun Oct 29 17:33:47 EDT 2017,29-Oct-2017 17:33:47.538,-76.07094028,36.83672762,24.0,3.0,-33.900001525878906,279.1,-0.2681506,8.92558384,3.17949986,-0.00803103,-,20.3921566,-0.03343398,-,-,60.79999924,45.43319702,1861,-,-111.22047424,36.83672714,-76.07093811,11.76470566,53.68646622,53.43792343,29.6694355
Sun Oct 29 17:33:49 EDT 2017,29-Oct-2017 17:33:49.564,-76.07147749,36.83679337,24.0,3.0,-34.099998474121094,279.2,-0.65122288,9.30865574,3.10288548,0.02142316,-,20.3921566,-0.03476886,-,-,60.79999924,45.58713913,1856,-,-111.87663269,36.83679199,-76.0714798,11.76470566,53.68646622,53.43792343,-
Sun Oct 29 17:33:51 EDT 2017,29-Oct-2017 17:33:51.403,-76.07200733,36.83686202,24.0,3.0,-34.20000076293945,279.1,-0.30645782,9.0788126,3.21780705,0.00137156,-,21.17647171,-0.01729277,-,-,60.79999924,45.73526382,1851,-,-112.20472717,36.83686066,-76.07200623,12.15686321,53.68646622,53.43792343,-
Sun Oct 29 17:33:53 EDT 2017,29-Oct-2017 17:33:53.224,-76.07253603,36.83692852,23.75,3.0,-34.099998474121094,279.2,-0.2681506,9.11711979,3.06457806,-0.02319308,-,23.13725471,-0.01881563,-,-,60.79999924,45.8779068,1856,-,-111.87663269,36.83692932,-76.07253265,14.11764717,53.12723541,53.43792343,-
Sun Oct 29 17:33:55 EDT 2017,29-Oct-2017 17:33:55.044,-76.07306927,36.83699632,24.0,3.0,-33.400001525878906,278.7,-0.22984336,9.27034855,3.02627087,-0.00806557,-,23.13725471,-0.00531662,-,-,60.79999924,46.01535797,1862,-,-109.58005524,36.83699799,-76.07306671,14.50980377,53.68646622,53.43792343,-
Sun Oct 29 17:33:57 EDT 2017,29-Oct-2017 17:33:56.868,-76.07359883,36.83707025,24.25,3.0,-33.900001525878906,279.2,0,8.96389103,3.06457806,-0.01532447,-,22.74509811,-0.03399456,-,-,60.79999924,46.1590004,1872,-,-111.22047424,36.83707047,-76.07360077,14.11764717,54.24570084,54.05929184,30.03108978
Sun Oct 29 17:33:59 EDT 2017,29-Oct-2017 17:33:58.729,-76.07414118,36.83714102,24.25,3.0,-33.400001525878906,279.3,-0.2681506,8.77235508,3.06457806,-0.03338385,-,22.74509811,-0.03461079,-,-,60.79999924,46.29760742,1883,-,-109.58005524,36.83713913,-76.07414246,14.11764717,54.24570084,54.05929184,30.03108978
Sun Oct 29 17:34:00 EDT 2017,29-Oct-2017 17:34:00.544,-76.07441473,36.83717741,24.5,3.0,-33.70000076293945,279.1,-0.30645782,9.11711979,2.94965649,-0.0063909,-,23.13725471,-0.02236777,-,-,60.79999924,46.44213867,1899,-,-110.56430817,36.83717728,-76.07441711,14.50980377,54.80493546,54.68066406,29.14072418
Sun Oct 29 17:34:02 EDT 2017,29-Oct-2017 17:34:02.429,-76.07496775,36.83725072,24.75,3.0,-33.5,279.2,-0.2681506,9.53849983,2.68150592,0.02938527,-,23.13725471,-0.02134599,-,-,60.79999924,46.59230423,1912,-,-109.90813446,36.83724976,-76.07496643,14.50980377,55.36417389,55.30203629,29.20856857
Sun Oct 29 17:34:04 EDT 2017,29-Oct-2017 17:34:04.241,-76.07551831,36.83732265,24.75,3.0,-34.599998474121094,278.7,-0.11492168,8.88727665,3.02627087,-0.02240888,-,23.13725471,-0.0548005,-,-,60.79999924,46.73746872,1927,-,-113.51705933,36.83732224,-76.07551575,14.50980377,55.36417389,55.30203629,29.20856857
Sun Oct 29 17:34:06 EDT 2017,29-Oct-2017 17:34:06.077,-76.07607048,36.83739353,25.0,3.0,-34.70000076293945,279.1,-0.34476504,9.11711979,3.10288548,0.00134832,-,23.13725471,-0.00283447,-,-,60.79999924,46.88805771,1938,-,-113.84514618,36.83739471,-76.07607269,14.50980377,55.92340851,55.92340851,29.99210167
Sun Oct 29 17:34:08 EDT 2017,29-Oct-2017 17:34:07.897,-76.07662859,36.83746776,25.25,3.0,-34.70000076293945,279.2,-0.30645782,9.00219822,3.25611424,-0.02484275,-,22.74509811,-0.05033929,-,-,60.79999924,47.03379059,1943,-,-113.84514618,36.83746719,-76.07662964,11.76470566,56.48263931,55.92340851,29.99210167
Sun Oct 29 17:34:10 EDT 2017,29-Oct-2017 17:34:09.736,-76.07717977,36.83753686,25.0,3.0,-34.29999923706055,279.6,-0.61291564,8.77235508,3.37103605,-0.02098614,-,21.96078491,-0.0171608,-,-,60.79999924,47.16503143,1946,-,-112.5328064,36.83753586,-76.07717896,13.33333397,55.92340851,55.30203629,-
Sun Oct 29 17:34:12 EDT 2017,29-Oct-2017 17:34:11.558,-76.07772747,36.83760982,25.0,3.0,-34.79999923706055,279.1,-0.61291564,8.84896946,3.37103605,-0.01370734,-,21.56862831,-0.07486172,-,-,60.79999924,47.29217148,1931,-,-114.1732254,36.83760834,-76.07772827,13.33333397,55.92340851,55.30203629,-
Sun Oct 29 17:34:13 EDT 2017,29-Oct-2017 17:34:13.393,-76.07800494,36.83764778,25.0,3.0,-35.29999923706055,279.2,-0.65122288,9.11711979,2.98796368,-0.00203428,-,21.56862831,-0.0192201,-,-,60.79999924,47.42496109,1931,-,-115.81364441,36.83764648,-76.07800293,12.94117641,55.92340851,55.92340851,30.01808548
Sun Oct 29 17:34:15 EDT 2017,29-Oct-2017 17:34:15.217,-76.07855454,36.83772045,25.0,3.0,-35.29999923706055,279.2,0.2681506,9.53849983,2.98796368,0.03828031,-,21.17647171,0.0318269,-,-,60.79999924,47.54431152,1928,-,-115.81364441,36.83771896,-76.07855225,12.54901981,55.92340851,55.30203629,30.01808548
Sun Oct 29 17:34:17 EDT 2017,29-Oct-2017 17:34:17.048,-76.07910822,36.83779434,25.0,4.0,-34.900001525878906,279.1,-0.19153613,8.77235508,3.29442143,0.00775857,-,20,-0.01465666,-,-,60.79999924,47.66009903,1935,-,-114.50131989,36.83779526,-76.07910919,11.76470566,55.92340851,55.30203629,-
Sun Oct 29 17:34:19 EDT 2017,29-Oct-2017 17:34:18.870,-76.0796616,36.83786873,24.75,3.0,-34.599998474121094,279.2,0.15322891,9.30865574,3.10288548,0.01934463,-,22.35294151,-0.04320794,-,-,60.79999924,47.77248001,1921,-,-113.51705933,36.83786774,-76.07965851,13.72549057,55.36417389,55.30203629,-
Sun Oct 29 17:34:21 EDT 2017,29-Oct-2017 17:34:20.707,-76.08021087,36.8379395,25.0,3.0,-34.400001525878906,279.2,-0.30645782,8.81066227,3.17949986,-0.00482618,-,21.17647171,-0.04434091,-,-,60.79999924,47.89060974,1935,-,-112.86090088,36.83794022,-76.08020782,12.54901981,55.92340851,55.92340851,29.6625061
Sun Oct 29 17:34:22 EDT 2017,29-Oct-2017 17:34:22.513,-76.08048555,36.83797877,25.0,3.0,-34.5,279.6,-0.15322891,8.96389103,2.9113493,-0.02013677,-,21.56862831,-0.03880847,-,-,60.79999924,48.00536346,1932,-,-113.1889801,36.83797836,-76.08048248,12.54901981,55.92340851,55.92340851,29.6625061
Sun Oct 29 17:34:24 EDT 2017,29-Oct-2017 17:34:24.329,-76.08104126,36.83804872,25.0,3.0,-34.20000076293945,278.7,-0.42137951,9.19373417,3.29442143,0.01691914,-,21.56862831,-0.0032019,-,-,60.79999924,48.11688614,1938,-,-112.20472717,36.83804703,-76.08103943,12.94117641,55.92340851,55.92340851,-
Sun Oct 29 17:34:26 EDT 2017,29-Oct-2017 17:34:26.137,-76.08159959,36.83812653,25.0,3.0,-33.70000076293945,279.1,-0.22984336,8.81066227,3.17949986,-0.02589077,-,21.17647171,-0.04456447,-,-,60.79999924,48.22531128,1936,-,-110.56430817,36.83812714,-76.08159637,12.54901981,55.92340851,55.92340851,-
Sun Oct 29 17:34:28 EDT 2017,29-Oct-2017 17:34:27.958,-76.08215167,36.83819691,25.0,3.0,-33.70000076293945,279.0,-0.30645782,9.00219822,3.21780705,-0.01364493,-,21.56862831,-0.02464919,-,-,60.79999924,48.33076096,1932,-,-110.56430817,36.8381958,-76.08215332,12.54901981,55.92340851,55.92340851,-
Sun Oct 29 17:34:30 EDT 2017,29-Oct-2017 17:34:29.777,-76.08270275,36.83826511,25.0,3.0,-33.29999923706055,279.0,-0.34476504,8.88727665,3.10288548,-0.0207876,-,22.74509811,-0.03945956,-,-,60.79999924,48.43336487,1936,-,-109.25196838,36.83826447,-76.08270264,13.72549057,55.92340851,55.92340851,-
