GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Barometric pressure (from vehicle)(psi),Drivers demand engine % torque(%),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Sat Dec 02 14:08:32 EST 2017,02-Dec-2017 14:08:33.227,-76.05285131,36.83870119,21.5,3.0,-39.599998474121094,272.1,7.81467438,0.68953007,4.13718033,-0.04294463,-,24.70588303,0.0446061,0.96841919,-0.01171475,0.29049161,35.68627548,35.68627548,-,-,57.20000076,38.19797516,14.64881134,-,1733,-,-129.92124939,36.83869934,-76.05284882,16.07843208,48.09413147,47.84558105,51.04570007
Sat Dec 02 14:08:34 EST 2017,02-Dec-2017 14:08:34.229,-76.05333448,36.83871498,21.5,4.0,-39.0,272.3,9.15542698,0.38307226,3.37103605,-0.00864862,-,24.70588303,-0.10498279,0.83174706,0.10543273,0.21239327,35.68627548,35.68627548,-,-,57.20000076,39.62653732,14.64881134,-,1715,-,-127.95275879,36.8387146,-76.0533371,16.07843208,48.09413147,49.0883255,47.0796814
Sat Dec 02 14:08:35 EST 2017,02-Dec-2017 14:08:35.227,-76.05358006,36.83872242,21.75,3.0,-38.79999923706055,272.4,8.35097599,0.8810662,4.06056595,0.01860802,-,24.31372643,-0.0034468,0.90594047,0.01952458,0.31392109,35.29411697,35.29411697,-,-,57.20000076,40.03791809,14.64881134,-,1729,-,-127.29658508,36.83872223,-76.05358124,15.68627453,48.65336227,49.0883255,36.68844223
Sat Dec 02 14:08:36 EST 2017,02-Dec-2017 14:08:36.228,-76.05382878,36.83873239,22.25,3.0,-39.099998474121094,272.3,7.96790314,0.49799395,4.36702394,-0.05339545,-,24.31372643,-0.0791767,0.83565199,0.05076391,0.28268176,35.29411697,35.29411697,-,-,57.20000076,40.83651733,14.64881134,-,1755,-,-128.28083801,36.83873367,-76.05382538,16.07843208,49.77183151,50.33106613,90.04308319
Sat Dec 02 14:08:37 EST 2017,02-Dec-2017 14:08:37.225,-76.05408287,36.83873921,22.5,4.0,-39.29999923706055,272.1,9.00219822,0.15322891,3.79241538,0.03691017,-,24.31372643,-0.00377605,0.91765523,0.01561966,0.28658667,35.29411697,35.29411697,-,-,57.20000076,41.56282806,14.64881134,-,1784,-,-128.93701172,36.83873749,-76.05408478,16.07843208,50.33106613,50.95243835,46.62184525
Sat Dec 02 14:08:38 EST 2017,02-Dec-2017 14:08:38.228,-76.05433851,36.83874444,22.75,4.0,-39.0,272.1,8.6957407,1.07260239,4.32871675,-0.02157161,-,23.92156982,0.00168473,0.86298645,0.01561966,0.40763909,34.50980377,34.90196228,-,-,57.20000076,42.23181152,14.64881134,-,1804,-,-127.95275879,36.83874512,-76.05433655,15.68627453,50.89030075,51.57381058,52.68917465
Sat Dec 02 14:08:39 EST 2017,02-Dec-2017 14:08:39.227,-76.05460158,36.83875644,23.25,5.0,-38.70000076293945,272.9,8.54251194,1.03429508,4.13718033,0.02477547,-,21.17647171,-0.01297789,0.87860614,0.05857374,0.34516042,30.58823586,30.19607925,-,-,57.20000076,42.83452606,14.64881134,-,1817,-,-126.96850586,36.83875656,-76.05460358,12.54901981,52.00876617,51.57381058,52.68917465
Sat Dec 02 14:08:40 EST 2017,02-Dec-2017 14:08:40.227,-76.05486064,36.83876682,23.25,5.0,-38.70000076293945,272.9,7.35498762,0.34476504,3.40934324,-0.05587738,-,19.2156868,-0.09399423,0.83955687,-0.00390492,0.23972771,28.62745094,28.62745094,-,-,57.20000076,43.10762787,14.64881134,-,1789,-,-126.96850586,36.83876801,-76.05486298,10.58823586,52.00876617,51.57381058,52.68917465
Sat Dec 02 14:08:41 EST 2017,02-Dec-2017 14:08:41.226,-76.05513607,36.8387679,23.75,5.0,-38.599998474121094,271.6,8.65743351,-0.61291564,4.5202527,0.01652068,-,16.07843208,0.07311017,0.9488945,-0.0234295,0.39982924,25.09803963,25.09803963,-,-,57.20000076,43.6056366,14.64881134,-,1781,-,-126.64041138,36.83876801,-76.05513763,6.66666698,53.12723541,51.57381058,52.68917465
Sat Dec 02 14:08:42 EST 2017,02-Dec-2017 14:08:42.228,-76.05537157,36.83876342,22.75,4.0,-38.599998474121094,270.6,9.42357826,-1.03429508,4.55855989,-0.01467186,-,19.2156868,0.11522587,0.96841919,-0.1210524,0.43887842,27.45098114,27.84313774,-,-,57.20000076,44.03105545,14.64881134,-,1774,-,-126.64041138,36.83876419,-76.05537415,10.1960783,50.89030075,50.95243835,-
Sat Dec 02 14:08:43 EST 2017,02-Dec-2017 14:08:43.227,-76.05563262,36.83875248,23.0,4.0,-38.79999923706055,269.5,9.30865574,-0.61291564,4.63517427,0.06779049,-,20.7843132,0.06382758,0.97232407,-0.16400647,0.29830143,30.98039246,30.98039246,-,-,57.20000076,44.21811676,14.64881134,-,1780,-,-127.29658508,36.83875275,-76.05563354,11.76470566,51.44953156,50.95243835,-
Sat Dec 02 14:08:44 EST 2017,02-Dec-2017 14:08:44.228,-76.05589156,36.83873538,22.75,3.0,-38.79999923706055,266.0,9.42357826,-1.26413846,3.94564438,0.03103838,-,26.27450943,0.04443799,0.93327487,-0.15619664,0.34125552,37.25490189,32.54901886,-,-,57.20000076,44.56346893,14.64881134,-,1783,-,-127.29658508,36.83873367,-76.05589294,17.64705849,50.89030075,50.95243835,-
Sat Dec 02 14:08:45 EST 2017,02-Dec-2017 14:08:45.226,-76.05614039,36.83870703,22.75,3.0,-38.5,260.2,10.07480049,-3.33272886,3.98395157,0.17444605,-,25.88235283,0.15584083,1.02699292,-0.3397277,0.30611128,37.25490189,37.64706039,-,-,57.20000076,44.72319031,14.64881134,-,1791,-,-126.31233978,36.83870697,-76.05613708,17.64705849,50.89030075,50.95243835,-
Sat Dec 02 14:08:46 EST 2017,02-Dec-2017 14:08:46.226,-76.05637925,36.83864692,22.75,4.0,-38.70000076293945,253.5,9.34696388,-1.53228903,4.09887314,0.03309577,-,25.88235283,0.07309601,0.98794377,-0.20696054,0.26315722,37.25490189,37.64706039,-,-,57.20000076,45.04941177,14.64881134,-,1812,-,-126.96850586,36.83864594,-76.05638123,18.03921509,50.89030075,51.57381058,42.64907455
Sat Dec 02 14:08:47 EST 2017,02-Dec-2017 14:08:47.227,-76.05660829,36.83856121,23.0,3.0,-37.79999923706055,245.7,8.96389103,-1.03429508,3.90733719,0.01021764,-,25.88235283,-0.02692811,0.88641596,-0.04295408,0.29830143,37.25490189,37.64706039,-,-,57.20000076,45.36009598,14.64881134,-,1815,-,-124.01574707,36.83856201,-76.05661011,17.64705849,51.44953156,52.19517899,42.64907455
Sat Dec 02 14:08:48 EST 2017,02-Dec-2017 14:08:48.229,-76.05683061,36.83845174,23.0,3.0,-36.900001525878906,238.9,9.04050541,-0.57460839,3.63918662,-0.03901223,-,25.88235283,-0.05293771,0.85127175,0.08200324,0.30611128,37.25490189,37.64706039,-,-,57.20000076,45.65727615,14.64881134,-,1839,-,-121.06299591,36.83845139,-76.05683136,18.03921509,51.44953156,52.19517899,43.15563202
Sat Dec 02 14:08:49 EST 2017,02-Dec-2017 14:08:49.230,-76.05704787,36.83833187,23.25,4.0,-37.400001525878906,235.7,8.38928318,0.11492168,3.715801,0.00351049,-,26.27450943,-0.00279627,0.91765523,0.14057697,0.26315722,37.64706039,37.64706039,-,-,57.20000076,45.80960083,14.64881134,-,1858,-,-122.70341492,36.83833313,-76.05704498,18.4313736,52.00876617,52.81655121,41.29086685
Sat Dec 02 14:08:50 EST 2017,02-Dec-2017 14:08:50.229,-76.05726661,36.83821505,23.75,4.0,-37.599998474121094,235.6,8.73404789,0.80445176,3.60087943,-0.01449585,-,26.27450943,-0.04952014,0.86689138,0.04295408,0.28658667,36.07843018,36.07843018,-,-,57.20000076,46.12095642,14.64881134,-,1876,-,-123.35957336,36.83821487,-76.05726624,17.25490189,53.12723541,53.43792343,46.94529343
Sat Dec 02 14:08:51 EST 2017,02-Dec-2017 14:08:51.233,-76.05748967,36.83809003,24.0,3.0,-37.400001525878906,236.1,9.46188545,1.18752408,4.25210238,0.03599247,-,25.09803963,0.07155921,0.98013395,0.13667206,0.31001619,34.90196228,35.29411697,-,-,57.20000076,46.44444656,14.64881134,-,1917,-,-123.35957336,36.83821487,-76.05726624,16.86274529,53.12723541,54.68066406,83.31433868
Sat Dec 02 14:08:52 EST 2017,02-Dec-2017 14:08:52.227,-76.05771961,36.83796809,24.5,4.0,-37.400001525878906,237.3,9.15542698,0.8810662,4.21379519,0.02862839,-,23.13725471,0.07183685,0.91765523,0.14057697,0.43497351,32.94117737,34.11764908,-,-,57.20000076,46.60284042,14.64881134,-,1919,-,-122.70341492,36.83796692,-76.05771637,14.50980377,54.80493546,54.68066406,83.31433868
Sat Dec 02 14:08:53 EST 2017,02-Dec-2017 14:08:53.228,-76.0579659,36.8378514,24.75,3.0,-36.79999923706055,240.1,9.04050541,1.18752408,3.29442143,-0.01004763,-,23.52941132,-0.03692121,0.89422578,0.03123933,0.25534737,33.33333206,33.33333206,-,-,57.20000076,46.93654251,14.64881134,-,1961,-,-120.73490906,36.83785248,-76.05796814,14.90196133,55.36417389,55.92340851,42.73132706
Sat Dec 02 14:08:54 EST 2017,02-Dec-2017 14:08:54.226,-76.05821336,36.83774836,25.0,4.0,-37.099998474121094,242.4,8.46589756,-0.45968673,4.40533113,-0.00703847,-,23.92156982,-0.02570571,0.86298645,-0.04685899,0.34906533,33.72549057,33.72549057,-,-,57.20000076,47.09993744,14.64881134,-,1976,-,-121.71915436,36.83774948,-76.05821228,15.29411793,55.92340851,55.92340851,47.45466614
Sat Dec 02 14:08:55 EST 2017,02-Dec-2017 14:08:55.229,-76.05846907,36.83764547,25.25,4.0,-37.29999923706055,243.4,8.84896946,-0.03830723,4.06056595,-0.03037962,-,23.92156982,-0.08907294,0.83565199,0.04295408,0.25925228,33.72549057,33.72549057,-,-,57.20000076,47.44223404,14.64881134,-,1997,-,-122.37532806,36.83764648,-76.05847168,15.68627453,56.48263931,57.16614914,82.27348328
Sat Dec 02 14:08:56 EST 2017,02-Dec-2017 14:08:56.225,-76.05872973,36.83754351,25.5,4.0,-37.79999923706055,243.8,9.76834297,-0.5363012,3.52426481,-0.01962002,-,25.88235283,-0.1222664,0.79660285,0.05857374,0.26315722,36.07843018,36.07843018,-,-,57.20000076,47.78239441,14.64881134,-,2040,-,-124.01574707,36.83754349,-76.05873108,17.25490189,57.04187393,57.78752136,42.11976624
Sat Dec 02 14:08:57 EST 2017,02-Dec-2017 14:08:57.228,-76.05898925,36.83744261,25.75,4.0,-38.0,244.0,8.84896946,0.80445176,4.21379519,0.01588876,-,22.74509811,-0.03265291,0.83174706,0.03514424,0.39201942,32.15686417,32.15686417,-,-,57.20000076,47.95949936,14.64881134,-,2068,-,-124.67191315,36.83744431,-76.05899048,14.11764717,57.60110855,58.40889359,42.11976624
Sat Dec 02 14:08:58 EST 2017,02-Dec-2017 14:08:58.228,-76.05926185,36.83734136,26.25,4.0,-38.20000076293945,244.7,9.61511421,0.07661445,5.28639746,-0.04129396,-,22.74509811,-0.06882832,0.78098321,0.08200324,0.39982924,32.15686417,32.54901886,-,-,57.20000076,48.30659866,14.64881134,-,2081,-,-125.32808685,36.83734131,-76.05926514,14.50980377,58.71957779,59.03026199,48.58724594
Sat Dec 02 14:08:59 EST 2017,02-Dec-2017 14:08:59.230,-76.05953753,36.83724486,26.5,3.0,-38.599998474121094,245.5,9.30865574,0.38307226,4.25210238,0.01734491,-,22.35294151,0.02386233,0.91375035,0.06247865,0.35687518,30.58823586,30.98039246,-,-,57.20000076,48.64171219,14.64881134,-,2078,-,-126.64041138,36.83724594,-76.05953979,13.72549057,59.27880859,59.03026199,41.88943481
Sat Dec 02 14:09:00 EST 2017,02-Dec-2017 14:09:00.226,-76.05981062,36.8371453,26.5,4.0,-38.70000076293945,245.9,7.04852962,-0.84275901,4.06056595,-0.09498124,-,20.7843132,-0.03887991,0.80050778,0.06638357,0.42716369,29.01960754,29.01960754,-,-,57.20000076,48.81110001,14.64881134,-,2064,-,-126.96850586,36.83714676,-76.05980682,12.15686321,59.27880859,59.65163422,42.37171173
Sat Dec 02 14:09:01 EST 2017,02-Dec-2017 14:09:01.228,-76.06008532,36.83705105,26.75,4.0,-39.20000076293945,246.3,9.27034855,0.9576807,4.86501789,0.01120384,-,18.8235302,0.02231869,0.88641596,0.07028849,0.40373418,25.88235283,25.49019623,-,-,57.20000076,49.13469315,14.64881134,-,2066,-,-128.6089325,36.83705139,-76.06008911,7.45098066,59.83804321,59.65163422,42.37171173
Sat Dec 02 14:09:02 EST 2017,02-Dec-2017 14:09:02.228,-76.06036092,36.8369504,26.75,4.0,-39.29999923706055,246.9,8.50420475,0.45968673,3.63918662,0.02043013,-,17.25490189,0.14605008,1.02308798,0.01171475,0.4154489,25.09803963,25.49019623,-,-,57.20000076,49.28935623,14.64881134,-,2053,-,-128.93701172,36.83695221,-76.06036377,7.45098066,59.83804321,59.65163422,42.37171173
Sat Dec 02 14:09:03 EST 2017,02-Dec-2017 14:09:03.228,-76.06063886,36.83686132,26.75,3.0,-39.70000076293945,247.5,8.81066227,1.30244577,4.29040956,0.02674073,-,16.86274529,-0.08687281,0.79660285,0.08590815,0.33735061,24.70588303,24.31372643,-,-,57.20000076,49.56766891,14.64881134,-,2042,-,-130.24934387,36.83686066,-76.06063843,7.45098066,59.83804321,59.03026199,42.37171173
Sat Dec 02 14:09:04 EST 2017,02-Dec-2017 14:09:04.229,-76.06091355,36.83676934,26.5,3.0,-39.599998474121094,248.7,8.61912632,0.11492168,4.06056595,0.00649476,-,16.86274529,-0.01449403,0.85908157,0.12886222,0.364685,22.74509811,22.74509811,-,-,57.20000076,49.82188797,14.64881134,-,2027,-,-129.92124939,36.8367691,-76.06091309,7.45098066,59.27880859,58.40889359,-
Sat Dec 02 14:09:05 EST 2017,02-Dec-2017 14:09:05.229,-76.06119024,36.83668495,26.25,3.0,-39.099998474121094,250.2,8.6957407,0.9576807,4.48194551,-0.01858866,-,16.86274529,-0.02727316,0.89032084,0.05857374,0.28658667,23.52941132,21.96078491,-,-,57.20000076,49.93951797,14.64881134,-,2021,-,-128.28083801,36.83668518,-76.06118774,7.45098066,58.71957779,58.40889359,-
Sat Dec 02 14:09:06 EST 2017,02-Dec-2017 14:09:06.228,-76.06146885,36.83661681,26.25,3.0,-39.400001525878906,251.6,8.65743351,0.80445176,4.44363832,0.01504414,-,16.86274529,-0.04948001,0.85517663,0.05857374,0.31001619,23.52941132,23.92156982,-,-,57.20000076,50.1570816,14.64881134,-,2013,-,-129.26509094,36.83661652,-76.06147003,7.45098066,58.71957779,57.78752136,-
Sat Dec 02 14:09:07 EST 2017,02-Dec-2017 14:09:07.228,-76.06174929,36.83654991,26.0,3.0,-39.79999923706055,252.9,8.50420475,-0.03830723,3.86903,-0.02860063,-,16.86274529,-0.02113551,0.87860614,0.06638357,0.32563588,24.31372643,24.31372643,-,-,57.20000076,50.25748062,14.64881134,-,2009,-,-130.5774231,36.83655167,-76.06175232,7.45098066,58.16034317,57.78752136,-
Sat Dec 02 14:09:08 EST 2017,02-Dec-2017 14:09:08.226,-76.06202865,36.83648653,26.0,4.0,-40.099998474121094,253.9,8.6957407,-0.42137951,4.29040956,-0.00509318,-,17.25490189,-0.00249793,0.91375035,0.02733441,0.29830143,24.70588303,25.09803963,-,-,57.20000076,50.44259644,14.64881134,-,1994,-,-131.56167603,36.83648682,-76.06202698,7.84313726,58.16034317,57.16614914,-
Sat Dec 02 14:09:09 EST 2017,02-Dec-2017 14:09:09.232,-76.06230685,36.8364302,25.75,3.0,-40.20000076293945,255.2,8.92558384,0.22984336,4.06056595,0.02143033,-,17.25490189,-0.01681929,0.87860614,0.0976229,0.32954079,25.49019623,25.88235283,-,-,57.20000076,50.52770233,14.64881134,-,1974,-,-131.88977051,36.8364296,-76.06230927,7.45098066,57.60110855,56.54477692,-
Sat Dec 02 14:09:10 EST 2017,02-Dec-2017 14:09:10.226,-76.06258359,36.83637542,25.5,3.0,-40.20000076293945,255.7,9.04050541,1.18752408,4.48194551,0.0303854,-,17.25490189,0.00975618,0.90203559,0.00780983,0.35297027,25.49019623,25.88235283,-,-,57.20000076,50.67627335,14.64881134,-,1973,-,-131.88977051,36.83637619,-76.06258392,7.45098066,57.04187393,56.54477692,-
